"Occupation Title","Occupation Code","Occupation Type","2022 Employment","2022 Percent of Industry","2022 Percent of Occupation","Projected 2032 Employment","Projected 2032 Percent of Industry","Projected 2032 Percent of Occupation","Employment Change, 2022-2032","Employment Percent Change, 2022-2032","Occupation Sort","Display Level"
"Total, all occupations","=""00-0000""","Summary","93.2","100.0","0.1","68.1","100.0","0.0","-25.1","-26.9","","0"
"Management occupations","=""11-0000""","Summary","5.4","5.7","0.0","4.2","6.1","0.0","-1.2","-22.4","2","1"
"Top executives","=""11-1000""","Summary","2.9","3.1","0.1","2.2","3.3","0.1","-0.7","-23.1","3","2"
"Chief executives","=""11-1011""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-34.3","4","3"
"General and operations managers","=""11-1021""","Line Item","2.8","3.0","0.1","2.2","3.2","0.1","-0.6","-22.7","5","3"
"Marketing managers","=""11-2021""","Line Item","0.2","0.3","0.1","0.2","0.3","0.0","-0.1","-22.7","10","4"
"Operations specialties managers","=""11-3000""","Summary","1.5","1.6","0.1","1.1","1.7","0.0","-0.3","-20.8","15","2"
"Administrative services and facilities managers","=""11-3010""","Summary","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-22.7","16","3"
"Computer and information systems managers","=""11-3021""","Line Item","0.1","0.1","0.0","0.1","0.2","0.0","0.0","-17.2","19","3"
"Financial managers","=""11-3031""","Line Item","0.3","0.3","0.0","0.2","0.3","0.0","0.0","-14.9","20","3"
"Industrial production managers","=""11-3051""","Line Item","0.7","0.8","0.3","0.5","0.8","0.2","-0.2","-22.7","21","3"
"Purchasing managers","=""11-3061""","Line Item","0.1","0.1","0.1","0.0","0.1","0.1","0.0","-22.7","22","3"
"Transportation, storage, and distribution managers","=""11-3071""","Line Item","0.2","0.2","0.1","0.1","0.2","0.1","0.0","-22.7","23","3"
"Other management occupations","=""11-9000""","Summary","0.1","0.1","0.0","0.1","0.2","0.0","0.0","-22.7","27","2"
"Managers, all other","=""11-9199""","Line Item","0.1","0.1","0.0","0.1","0.2","0.0","0.0","-22.7","50","3"
"Business and financial operations occupations","=""13-0000""","Summary","2.8","3.0","0.0","2.2","3.2","0.0","-0.6","-22.6","51","1"
"Business operations specialists","=""13-1000""","Summary","2.1","2.3","0.0","1.6","2.4","0.0","-0.5","-22.5","52","2"
"Buyers and purchasing agents","=""13-1020""","Line Item","0.5","0.5","0.1","0.3","0.5","0.1","-0.1","-30.4","54","3"
"Human resources workers","=""13-1070""","Summary","0.2","0.3","0.0","0.2","0.3","0.0","-0.1","-24.2","60","3"
"Human resources specialists","=""13-1071""","Line Item","0.2","0.3","0.0","0.2","0.3","0.0","-0.1","-24.2","61","4"
"Logisticians and project management specialists","=""13-1080""","Summary","0.2","0.2","0.0","0.2","0.2","0.0","0.0","-16.4","64","3"
"Logisticians","=""13-1081""","Line Item","0.1","0.1","0.1","0.1","0.2","0.0","0.0","-13.4","65","4"
"Project management specialists","=""13-1082""","Line Item","0.1","0.1","0.0","0.0","0.1","0.0","0.0","-22.7","66","4"
"Training and development specialists","=""13-1151""","Line Item","0.2","0.2","0.0","0.1","0.2","0.0","0.0","-22.7","71","3"
"Market research analysts and marketing specialists","=""13-1161""","Line Item","0.6","0.7","0.1","0.5","0.7","0.1","-0.1","-17.2","72","3"
"Business operations specialists, all other","=""13-1199""","Line Item","0.3","0.3","0.0","0.2","0.3","0.0","-0.1","-22.7","73","3"
"Financial specialists","=""13-2000""","Summary","0.7","0.8","0.0","0.6","0.8","0.0","-0.2","-22.8","74","2"
"Accountants and auditors","=""13-2011""","Line Item","0.7","0.7","0.0","0.5","0.8","0.0","-0.1","-22.7","75","3"
"Computer and mathematical occupations","=""15-0000""","Summary","0.9","0.9","0.0","0.7","1.0","0.0","-0.2","-21.9","92","1"
"Computer occupations","=""15-1200""","Summary","0.9","0.9","0.0","0.7","1.0","0.0","-0.2","-22.1","93","2"
"Computer support specialists","=""15-1230""","Summary","0.2","0.2","0.0","0.2","0.2","0.0","-0.1","-25.5","98","3"
"Computer user support specialists","=""15-1232""","Line Item","0.2","0.2","0.0","0.1","0.2","0.0","-0.1","-25.8","100","4"
"Database and network administrators and architects","=""15-1240""","Summary","0.2","0.2","0.0","0.2","0.2","0.0","-0.1","-26.3","101","3"
"Network and computer systems administrators","=""15-1244""","Line Item","0.2","0.2","0.1","0.2","0.2","0.0","-0.1","-26.5","105","4"
"Software and web developers, programmers, and testers","=""15-1250""","Summary","0.3","0.3","0.0","0.2","0.4","0.0","0.0","-16.3","106","3"
"Software developers","=""15-1252""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-11.1","108","4"
"Web developers","=""15-1254""","Line Item","0.1","0.1","0.1","0.1","0.1","0.1","0.0","-14.9","110","4"
"Web and digital interface designers","=""15-1255""","Line Item","0.1","0.1","0.0","0.0","0.1","0.0","0.0","-14.9","111","4"
"Computer occupations, all other","=""15-1299""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-22.7","112","3"
"Architecture and engineering occupations","=""17-0000""","Summary","0.3","0.3","0.0","0.2","0.3","0.0","-0.1","-22.9","120","1"
"Engineers","=""17-2000""","Summary","0.1","0.1","0.0","0.1","0.2","0.0","0.0","-16.7","128","2"
"Industrial engineers, including health and safety","=""17-2110""","Summary","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-15.7","139","3"
"Industrial engineers","=""17-2112""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-15.7","141","4"
"Drafters, engineering technicians, and mapping technicians","=""17-3000""","Summary","0.1","0.2","0.0","0.1","0.2","0.0","0.0","-28.7","149","2"
"Drafters","=""17-3010""","Summary","0.1","0.1","0.1","0.1","0.1","0.0","0.0","-30.4","150","3"
"Drafters, all other","=""17-3019""","Line Item","0.1","0.1","0.5","0.1","0.1","0.4","0.0","-30.4","154","4"
"Arts, design, entertainment, sports, and media occupations","=""27-0000""","Summary","4.7","5.0","0.2","3.8","5.6","0.1","-0.9","-19.1","355","1"
"Art and design workers","=""27-1000""","Summary","4.5","4.8","0.5","3.6","5.4","0.4","-0.8","-18.8","356","2"
"Artists and related workers","=""27-1010""","Summary","0.2","0.2","0.1","0.2","0.2","0.1","0.0","-22.7","357","3"
"Art directors","=""27-1011""","Line Item","0.2","0.2","0.1","0.2","0.2","0.1","0.0","-22.7","358","4"
"Designers","=""27-1020""","Summary","4.3","4.6","0.6","3.5","5.1","0.5","-0.8","-18.6","363","3"
"Commercial and industrial designers","=""27-1021""","Line Item","0.4","0.4","1.1","0.3","0.4","0.8","-0.1","-22.7","364","4"
"Fashion designers","=""27-1022""","Line Item","2.2","2.4","9.0","1.9","2.8","7.4","-0.3","-14.9","365","4"
"Merchandise displayers and window trimmers","=""27-1026""","Line Item","0.1","0.1","0.1","0.1","0.1","0.0","0.0","-22.7","369","4"
"Designers, all other","=""27-1029""","Line Item","0.1","0.1","0.2","0.1","0.1","0.2","0.0","-22.7","371","4"
"Media and communication workers","=""27-3000""","Summary","0.1","0.1","0.0","0.1","0.2","0.0","0.0","-22.7","389","2"
