"Occupation Title","Occupation Code","Occupation Type","2022 Employment","2022 Percent of Industry","2022 Percent of Occupation","Projected 2032 Employment","Projected 2032 Percent of Industry","Projected 2032 Percent of Occupation","Employment Change, 2022-2032","Employment Percent Change, 2022-2032","Occupation Sort","Display Level"
"Computer network support specialists","=""15-1231""","Line Item","18.6","2.8","10.4","17.5","2.7","9.2","-1.1","-5.8","99","4"
"Computer user support specialists","=""15-1232""","Line Item","14.1","2.1","1.9","12.7","2.0","1.6","-1.3","-9.6","100","4"
"Database and network administrators and architects","=""15-1240""","Summary","31.5","4.8","4.7","28.4","4.4","4.1","-3.2","-10.1","101","3"
"Computer network architects","=""15-1241""","Line Item","17.7","2.7","9.8","15.9","2.4","8.5","-1.9","-10.5","102","4"
"Database administrators","=""15-1242""","Line Item","2.2","0.3","2.6","2.1","0.3","2.3","-0.1","-5.8","103","4"
"Database architects","=""15-1243""","Line Item","0.6","0.1","1.0","0.6","0.1","0.8","0.0","-5.8","104","4"
"Network and computer systems administrators","=""15-1244""","Line Item","10.9","1.6","3.2","9.8","1.5","2.8","-1.1","-10.5","105","4"
"Software and web developers, programmers, and testers","=""15-1250""","Summary","20.2","3.0","0.9","21.4","3.3","0.8","1.2","5.8","106","3"
"Computer programmers","=""15-1251""","Line Item","1.0","0.2","0.7","0.8","0.1","0.6","-0.2","-22.7","107","4"
"Software developers","=""15-1252""","Line Item","15.3","2.3","1.0","16.6","2.6","0.8","1.3","8.3","108","4"
"Software quality assurance analysts and testers","=""15-1253""","Line Item","2.9","0.4","1.4","3.0","0.5","1.2","0.1","3.6","109","4"
"Web developers","=""15-1254""","Line Item","0.4","0.1","0.4","0.5","0.1","0.4","0.0","3.6","110","4"
"Web and digital interface designers","=""15-1255""","Line Item","0.5","0.1","0.4","0.5","0.1","0.4","0.0","3.6","111","4"
"Computer occupations, all other","=""15-1299""","Line Item","5.3","0.8","1.2","5.0","0.8","1.0","-0.3","-5.8","112","3"
"Mathematical science occupations","=""15-2000""","Summary","3.4","0.5","1.0","3.8","0.6","0.9","0.4","12.6","113","2"
"Operations research analysts","=""15-2031""","Line Item","1.9","0.3","1.7","2.0","0.3","1.5","0.2","8.3","116","3"
"Data scientists","=""15-2051""","Line Item","1.5","0.2","0.9","1.8","0.3","0.8","0.3","17.8","118","3"
"Architecture and engineering occupations","=""17-0000""","Summary","26.7","4.0","1.0","30.8","4.7","1.1","4.1","15.6","120","1"
"Architects, surveyors, and cartographers","=""17-1000""","Summary","0.2","0.0","0.1","0.1","0.0","0.1","0.0","-5.8","121","2"
"Surveyors, cartographers, and photogrammetrists","=""17-1020""","Summary","0.1","0.0","0.2","0.1","0.0","0.2","0.0","-5.8","125","3"
"Cartographers and photogrammetrists","=""17-1021""","Line Item","0.1","0.0","0.5","0.1","0.0","0.5","0.0","-5.8","126","4"
"Surveyors","=""17-1022""","Line Item","0.1","0.0","0.1","0.1","0.0","0.1","0.0","-5.8","127","4"
"Engineers","=""17-2000""","Summary","23.6","3.6","1.4","28.0","4.3","1.5","4.3","18.3","128","2"
"Civil engineers","=""17-2051""","Line Item","0.3","0.1","0.1","0.3","0.1","0.1","0.0","-5.8","133","3"
"Computer hardware engineers","=""17-2061""","Line Item","1.4","0.2","1.8","1.3","0.2","1.6","-0.1","-5.8","134","3"
"Electrical and electronics engineers","=""17-2070""","Summary","21.0","3.2","7.0","25.4","3.9","8.1","4.4","21.2","135","3"
"Electrical engineers","=""17-2071""","Line Item","1.0","0.1","0.5","0.9","0.1","0.5","-0.1","-5.8","136","4"
"Electronics engineers, except computer","=""17-2072""","Line Item","20.0","3.0","18.0","24.5","3.8","20.6","4.5","22.5","137","4"
"Industrial engineers, including health and safety","=""17-2110""","Summary","0.4","0.1","0.1","0.4","0.1","0.1","0.0","2.6","139","3"
"Industrial engineers","=""17-2112""","Line Item","0.4","0.1","0.1","0.4","0.1","0.1","0.0","2.7","141","4"
"Mechanical engineers","=""17-2141""","Line Item","0.1","0.0","0.0","0.1","0.0","0.0","0.0","1.8","144","3"
"Engineers, all other","=""17-2199""","Line Item","0.3","0.0","0.2","0.3","0.0","0.1","0.0","-5.8","148","3"
"Drafters, engineering technicians, and mapping technicians","=""17-3000""","Summary","2.9","0.4","0.4","2.7","0.4","0.4","-0.2","-6.1","149","2"
"Drafters","=""17-3010""","Summary","1.0","0.2","0.5","1.0","0.1","0.5","-0.1","-6.4","150","3"
"Electrical and electronics drafters","=""17-3012""","Line Item","0.9","0.1","4.2","0.9","0.1","3.9","-0.1","-5.8","152","4"
"Engineering technologists and technicians, except drafters","=""17-3020""","Summary","1.6","0.2","0.4","1.5","0.2","0.4","-0.1","-6.0","155","3"
"Electrical and electronic engineering technologists and technicians","=""17-3023""","Line Item","1.3","0.2","1.2","1.2","0.2","1.2","-0.1","-5.8","158","4"
"Industrial engineering technologists and technicians","=""17-3026""","Line Item","0.1","0.0","0.1","0.1","0.0","0.1","0.0","-5.8","161","4"
"Engineering technologists and technicians, except drafters, all other","=""17-3029""","Line Item","0.1","0.0","0.2","0.1","0.0","0.2","0.0","-5.8","164","4"
"Surveying and mapping technicians","=""17-3031""","Line Item","0.3","0.0","0.4","0.3","0.0","0.4","0.0","-5.8","165","3"
"Life, physical, and social science occupations","=""19-0000""","Summary","0.6","0.1","0.0","0.6","0.1","0.0","0.0","1.9","166","1"
"Physical scientists","=""19-2000""","Summary","0.1","0.0","0.0","0.1","0.0","0.0","0.0","-5.5","184","2"
"Life, physical, and social science technicians","=""19-4000""","Summary","0.1","0.0","0.0","0.1","0.0","0.0","0.0","-5.8","213","2"
"Occupational health and safety specialists and technicians","=""19-5000""","Summary","0.5","0.1","0.3","0.5","0.1","0.3","0.0","4.0","229","2"
"Occupational health and safety specialists","=""19-5011""","Line Item","0.4","0.1","0.4","0.4","0.1","0.3","0.0","4.6","230","3"
"Legal occupations","=""23-0000""","Summary","1.3","0.2","0.1","1.3","0.2","0.1","0.0","-2.2","255","1"
"Lawyers, judges, and related workers","=""23-1000""","Summary","1.0","0.2","0.1","1.0","0.2","0.1","0.0","-1.1","256","2"
"Lawyers and judicial law clerks","=""23-1010""","Summary","1.0","0.2","0.1","1.0","0.2","0.1","0.0","-1.1","257","3"
"Lawyers","=""23-1011""","Line Item","1.0","0.2","0.1","1.0","0.2","0.1","0.0","-1.1","258","4"
"Legal support workers","=""23-2000""","Summary","0.3","0.0","0.1","0.3","0.0","0.1","0.0","-5.8","264","2"
"Paralegals and legal assistants","=""23-2011""","Line Item","0.3","0.0","0.1","0.3","0.0","0.1","0.0","-5.8","265","3"
"Educational instruction and library occupations","=""25-0000""","Summary","0.1","0.0","0.0","0.1","0.0","0.0","0.0","-5.8","269","1"
"Other educational instruction and library occupations","=""25-9000""","Summary","0.1","0.0","0.0","0.1","0.0","0.0","0.0","-5.8","348","2"
"Instructional coordinators","=""25-9031""","Line Item","0.1","0.0","0.1","0.1","0.0","0.1","0.0","-5.8","350","3"
"Arts, design, entertainment, sports, and media occupations","=""27-0000""","Summary","4.2","0.6","0.1","3.9","0.6","0.1","-0.3","-6.1","355","1"
"Art and design workers","=""27-1000""","Summary","0.3","0.0","0.0","0.3","0.0","0.0","0.0","-5.8","356","2"
"Designers","=""27-1020""","Summary","0.3","0.0","0.0","0.2","0.0","0.0","0.0","-5.8","363","3"
"Graphic designers","=""27-1024""","Line Item","0.2","0.0","0.1","0.2","0.0","0.1","0.0","-5.8","367","4"
"Entertainers and performers, sports and related workers","=""27-2000""","Summary","0.7","0.1","0.1","0.7","0.1","0.1","0.0","-5.8","372","2"
"Actors, producers, and directors","=""27-2010""","Summary","0.7","0.1","0.3","0.7","0.1","0.3","0.0","-5.8","373","3"
"Producers and directors","=""27-2012""","Line Item","0.7","0.1","0.4","0.7","0.1","0.4","0.0","-5.8","375","4"
"Media and communication workers","=""27-3000""","Summary","2.3","0.4","0.3","2.2","0.3","0.3","-0.1","-5.8","389","2"
"News analysts, reporters, and journalists","=""27-3023""","Line Item","0.4","0.1","0.7","0.4","0.1","0.6","0.0","-5.8","391","3"
"Public relations specialists","=""27-3031""","Line Item","0.7","0.1","0.3","0.7","0.1","0.2","0.0","-5.8","392","3"
"Writers and editors","=""27-3040""","Summary","0.6","0.1","0.2","0.5","0.1","0.2","0.0","-5.8","393","3"
"Editors","=""27-3041""","Line Item","0.3","0.0","0.2","0.3","0.0","0.2","0.0","-5.8","394","4"
"Technical writers","=""27-3042""","Line Item","0.2","0.0","0.3","0.2","0.0","0.3","0.0","-5.8","395","4"
"Writers and authors","=""27-3043""","Line Item","0.1","0.0","0.1","0.1","0.0","0.1","0.0","-5.8","396","4"
"Miscellaneous media and communication workers","=""27-3090""","Summary","0.6","0.1","0.5","0.6","0.1","0.5","0.0","-5.8","397","3"
"Interpreters and translators","=""27-3091""","Line Item","0.5","0.1","0.7","0.5","0.1","0.6","0.0","-5.8","398","4"
"Media and communication workers, all other","=""27-3099""","Line Item","0.1","0.0","0.4","0.1","0.0","0.4","0.0","-5.8","400","4"
"Media and communication equipment workers","=""27-4000""","Summary","0.8","0.1","0.2","0.7","0.1","0.2","-0.1","-7.2","401","2"
"Broadcast, sound, and lighting technicians","=""27-4010""","Summary","0.4","0.1","0.3","0.4","0.1","0.3","0.0","-8.8","402","3"
"Audio and video technicians","=""27-4011""","Line Item","0.2","0.0","0.2","0.1","0.0","0.2","0.0","-5.8","403","4"
"Broadcast technicians","=""27-4012""","Line Item","0.3","0.0","0.7","0.2","0.0","0.6","0.0","-10.5","404","4"
"Photographers","=""27-4021""","Line Item","0.1","0.0","0.1","0.1","0.0","0.1","0.0","-5.8","407","3"
"Television, video, and film camera operators and editors","=""27-4030""","Summary","0.2","0.0","0.2","0.2","0.0","0.2","0.0","-4.9","408","3"
"Camera operators, television, video, and film","=""27-4031""","Line Item","0.1","0.0","0.2","0.1","0.0","0.2","0.0","-16.2","409","4"
"Film and video editors","=""27-4032""","Line Item","0.1","0.0","0.2","0.1","0.0","0.2","0.0","1.8","410","4"
"Media and communication equipment workers, all other","=""27-4099""","Line Item","0.1","0.0","0.4","0.1","0.0","0.4","0.0","-5.8","411","3"
"Protective service occupations","=""33-0000""","Summary","0.7","0.1","0.0","0.6","0.1","0.0","-0.1","-9.0","522","1"
"Supervisors of protective service workers","=""33-1000""","Summary","0.1","0.0","0.0","0.1","0.0","0.0","0.0","-12.6","523","2"
"Miscellaneous first-line supervisors, protective service workers","=""33-1090""","Summary","0.1","0.0","0.1","0.1","0.0","0.1","0.0","-12.7","528","3"
"First-line supervisors of security workers","=""33-1091""","Line Item","0.1","0.0","0.1","0.1","0.0","0.1","0.0","-15.2","529","4"
"Other protective service workers","=""33-9000""","Summary","0.5","0.1","0.0","0.5","0.1","0.0","0.0","-8.3","546","2"
"Private detectives and investigators","=""33-9021""","Line Item","0.3","0.0","0.8","0.3","0.0","0.7","0.0","-5.8","548","3"
"Security guards and gambling surveillance officers","=""33-9030""","Summary","0.2","0.0","0.0","0.2","0.0","0.0","0.0","-13.3","549","3"
"Security guards","=""33-9032""","Line Item","0.2","0.0","0.0","0.2","0.0","0.0","0.0","-13.3","551","4"
"Building and grounds cleaning and maintenance occupations","=""37-0000""","Summary","0.5","0.1","0.0","0.5","0.1","0.0","0.0","-6.7","581","1"
"Building cleaning and pest control workers","=""37-2000""","Summary","0.5","0.1","0.0","0.4","0.1","0.0","0.0","-6.7","585","2"
"Building cleaning workers","=""37-2010""","Summary","0.5","0.1","0.0","0.4","0.1","0.0","0.0","-6.7","586","3"
"Janitors and cleaners, except maids and housekeeping cleaners","=""37-2011""","Line Item","0.5","0.1","0.0","0.4","0.1","0.0","0.0","-6.7","587","4"
"Sales and related occupations","=""41-0000""","Summary","120.2","18.1","0.8","112.9","17.4","0.8","-7.3","-6.1","644","1"
"Supervisors of sales workers","=""41-1000""","Summary","16.6","2.5","0.9","15.6","2.4","0.9","-1.0","-5.8","645","2"
"First-line supervisors of retail sales workers","=""41-1011""","Line Item","2.9","0.4","0.2","2.8","0.4","0.2","-0.2","-5.8","646","3"
"First-line supervisors of non-retail sales workers","=""41-1012""","Line Item","13.7","2.1","3.7","12.9","2.0","3.6","-0.8","-5.8","647","3"
"Retail sales workers","=""41-2000""","Summary","9.6","1.4","0.1","9.0","1.4","0.1","-0.6","-6.2","648","2"
"Cashiers","=""41-2010""","Summary","0.3","0.0","0.0","0.2","0.0","0.0","-0.1","-19.9","649","3"
"Cashiers","=""41-2011""","Line Item","0.3","0.0","0.0","0.2","0.0","0.0","-0.1","-19.9","650","4"
"Retail salespersons","=""41-2031""","Line Item","9.2","1.4","0.2","8.7","1.3","0.2","-0.5","-5.8","655","3"
"Sales representatives, services","=""41-3000""","Summary","82.5","12.4","3.6","77.7","12.0","3.2","-4.8","-5.8","656","2"
"Advertising sales agents","=""41-3011""","Line Item","2.2","0.3","2.0","2.1","0.3","2.0","-0.1","-5.8","657","3"
"Sales representatives of services, except advertising, insurance, financial services, and travel","=""41-3091""","Line Item","80.1","12.1","7.2","75.5","11.6","6.5","-4.6","-5.8","661","3"
"Sales representatives, wholesale and manufacturing","=""41-4000""","Summary","2.1","0.3","0.1","2.0","0.3","0.1","-0.1","-5.8","662","2"
"Sales representatives, wholesale and manufacturing, technical and scientific products","=""41-4011""","Line Item","0.9","0.1","0.3","0.9","0.1","0.3","-0.1","-5.8","663","3"
"Sales representatives, wholesale and manufacturing, except technical and scientific products","=""41-4012""","Line Item","1.2","0.2","0.1","1.1","0.2","0.1","-0.1","-5.8","664","3"
"Other sales and related workers","=""41-9000""","Summary","9.5","1.4","1.0","8.6","1.3","0.9","-0.9","-9.1","665","2"
"Sales engineers","=""41-9031""","Line Item","2.5","0.4","4.0","2.3","0.4","3.6","-0.1","-5.8","672","3"
"Telemarketers","=""41-9041""","Line Item","1.7","0.3","1.7","1.3","0.2","1.6","-0.4","-24.6","673","3"
"Miscellaneous sales and related workers","=""41-9090""","Summary","5.3","0.8","3.1","5.0","0.8","2.9","-0.3","-5.8","674","3"
"Door-to-door sales workers, news and street vendors, and related workers","=""41-9091""","Line Item","4.5","0.7","12.4","4.3","0.7","13.9","-0.3","-5.8","675","4"
"Sales and related workers, all other","=""41-9099""","Line Item","0.8","0.1","0.6","0.7","0.1","0.5","0.0","-5.8","676","4"
"Office and administrative support occupations","=""43-0000""","Summary","98.8","14.9","0.5","83.5","12.9","0.4","-15.3","-15.5","677","1"
"Supervisors of office and administrative support workers","=""43-1000""","Summary","9.6","1.4","0.6","8.1","1.3","0.5","-1.5","-15.2","678","2"
"First-line supervisors of office and administrative support workers","=""43-1011""","Line Item","9.6","1.4","0.6","8.1","1.3","0.5","-1.5","-15.2","679","3"
"Communications equipment operators","=""43-2000""","Summary","0.7","0.1","1.3","0.5","0.1","1.2","-0.2","-33.3","680","2"
"Telephone operators","=""43-2021""","Line Item","0.4","0.1","9.2","0.3","0.0","8.3","-0.1","-34.1","682","3"
"Financial clerks","=""43-3000""","Summary","12.8","1.9","0.4","10.8","1.7","0.4","-2.0","-15.5","684","2"
"Bill and account collectors","=""43-3011""","Line Item","1.4","0.2","0.7","1.2","0.2","0.6","-0.2","-15.2","685","3"
"Billing and posting clerks","=""43-3021""","Line Item","6.7","1.0","1.5","5.7","0.9","1.2","-1.0","-15.2","686","3"
"Bookkeeping, accounting, and auditing clerks","=""43-3031""","Line Item","3.7","0.6","0.2","3.2","0.5","0.2","-0.6","-15.2","687","3"
"Payroll and timekeeping clerks","=""43-3051""","Line Item","0.5","0.1","0.3","0.4","0.1","0.3","-0.1","-24.6","689","3"
"Procurement clerks","=""43-3061""","Line Item","0.3","0.0","0.5","0.3","0.0","0.5","0.0","-15.2","690","3"
"Financial clerks, all other","=""43-3099""","Line Item","0.1","0.0","0.3","0.1","0.0","0.3","0.0","-5.8","692","3"
"Information and record clerks","=""43-4000""","Summary","53.9","8.1","0.9","45.5","7.0","0.8","-8.3","-15.5","693","2"
"Credit authorizers, checkers, and clerks","=""43-4041""","Line Item","0.1","0.0","0.8","0.1","0.0","0.7","0.0","-15.2","697","3"
"Customer service representatives","=""43-4051""","Line Item","50.5","7.6","1.7","42.8","6.6","1.5","-7.7","-15.2","698","3"
"File clerks","=""43-4071""","Line Item","0.5","0.1","0.5","0.4","0.1","0.5","-0.1","-24.6","700","3"
"Order clerks","=""43-4151""","Line Item","1.5","0.2","1.1","1.1","0.2","1.0","-0.4","-24.6","706","3"
"Human resources assistants, except payroll and timekeeping","=""43-4161""","Line Item","0.5","0.1","0.5","0.4","0.1","0.4","-0.1","-15.2","707","3"
"Receptionists and information clerks","=""43-4171""","Line Item","0.4","0.1","0.0","0.3","0.0","0.0","-0.1","-16.2","708","3"
"Information and record clerks, all other","=""43-4199""","Line Item","0.4","0.1","0.2","0.4","0.1","0.2","0.0","-5.8","710","3"
"Material recording, scheduling, dispatching, and distributing workers","=""43-5000""","Summary","10.4","1.6","0.4","9.4","1.4","0.4","-1.0","-9.6","711","2"
"Dispatchers","=""43-5030""","Summary","3.7","0.6","1.2","3.3","0.5","1.1","-0.4","-10.4","714","3"
"Dispatchers, except police, fire, and ambulance","=""43-5032""","Line Item","3.6","0.6","1.7","3.3","0.5","1.5","-0.4","-10.5","716","4"
"Production, planning, and expediting clerks","=""43-5061""","Line Item","4.2","0.6","1.1","4.0","0.6","1.0","-0.2","-5.8","722","3"
"Shipping, receiving, and inventory clerks","=""43-5071""","Line Item","2.3","0.4","0.3","2.0","0.3","0.3","-0.4","-15.2","723","3"
"Secretaries and administrative assistants","=""43-6000""","Summary","6.3","0.9","0.2","4.8","0.7","0.2","-1.4","-22.5","725","2"
"Executive secretaries and executive administrative assistants","=""43-6011""","Line Item","1.6","0.2","0.3","1.1","0.2","0.3","-0.5","-29.3","726","3"
"Legal secretaries and administrative assistants","=""43-6012""","Line Item","0.1","0.0","0.1","0.1","0.0","0.1","0.0","-29.3","727","3"
"Secretaries and administrative assistants, except legal, medical, and executive","=""43-6014""","Line Item","4.5","0.7","0.2","3.6","0.6","0.2","-0.9","-19.9","729","3"
"Other office and administrative support workers","=""43-9000""","Summary","5.2","0.8","0.1","4.3","0.7","0.1","-0.8","-16.1","730","2"
"Data entry and information processing workers","=""43-9020""","Summary","0.2","0.0","0.1","0.1","0.0","0.1","-0.1","-34.4","731","3"
"Data entry keyers","=""43-9021""","Line Item","0.2","0.0","0.1","0.1","0.0","0.1","-0.1","-34.1","732","4"
"Office clerks, general","=""43-9061""","Line Item","4.3","0.6","0.2","3.7","0.6","0.1","-0.7","-15.2","737","3"
"Office and administrative support workers, all other","=""43-9199""","Line Item","0.6","0.1","0.3","0.5","0.1","0.3","-0.1","-17.1","741","3"
"Construction and extraction occupations","=""47-0000""","Summary","2.6","0.4","0.0","2.5","0.4","0.0","-0.2","-5.9","763","1"
"Supervisors of construction and extraction workers","=""47-1000""","Summary","0.3","0.0","0.0","0.3","0.0","0.0","0.0","-5.8","764","2"
"First-line supervisors of construction trades and extraction workers","=""47-1011""","Line Item","0.3","0.0","0.0","0.3","0.0","0.0","0.0","-5.8","765","3"
"Construction trades workers","=""47-2000""","Summary","2.2","0.3","0.0","2.0","0.3","0.0","-0.1","-5.8","766","2"
"Construction laborers","=""47-2061""","Line Item","0.9","0.1","0.1","0.9","0.1","0.1","-0.1","-5.8","780","3"
"Construction equipment operators","=""47-2070""","Summary","1.1","0.2","0.2","1.1","0.2","0.2","-0.1","-5.8","781","3"
"Operating engineers and other construction equipment operators","=""47-2073""","Line Item","1.1","0.2","0.3","1.1","0.2","0.2","-0.1","-5.8","784","4"
"Electricians","=""47-2111""","Line Item","0.1","0.0","0.0","0.1","0.0","0.0","0.0","-5.8","788","3"
"Other construction and related workers","=""47-4000""","Summary","0.1","0.0","0.0","0.1","0.0","0.0","0.0","-8.0","813","2"
"Construction and building inspectors","=""47-4011""","Line Item","0.1","0.0","0.0","0.0","0.0","0.0","0.0","-10.5","814","3"
"Miscellaneous construction and related workers","=""47-4090""","Line Item","0.1","0.0","0.2","0.1","0.0","0.2","0.0","-5.8","821","3"
