"Occupation Title","Occupation Code","Occupation Type","2022 Employment","2022 Percent of Industry","2022 Percent of Occupation","Projected 2032 Employment","Projected 2032 Percent of Industry","Projected 2032 Percent of Occupation","Employment Change, 2022-2032","Employment Percent Change, 2022-2032","Occupation Sort","Display Level"
"Total, all occupations","=""00-0000""","Summary","105.5","100.0","0.1","101.2","100.0","0.1","-4.3","-4.1","","0"
"Management occupations","=""11-0000""","Summary","14.1","13.3","0.1","13.9","13.7","0.1","-0.2","-1.3","2","1"
"Top executives","=""11-1000""","Summary","10.8","10.2","0.3","10.5","10.4","0.3","-0.2","-2.2","3","2"
"Chief executives","=""11-1011""","Line Item","0.9","0.9","0.3","0.8","0.8","0.3","-0.1","-15.8","4","3"
"General and operations managers","=""11-1021""","Line Item","9.9","9.3","0.3","9.8","9.6","0.3","-0.1","-1.0","5","3"
"Advertising, marketing, promotions, public relations, and sales managers","=""11-2000""","Summary","0.8","0.8","0.1","0.8","0.8","0.1","0.0","-1.0","7","2"
"Public relations and fundraising managers","=""11-2030""","Summary","0.5","0.5","0.5","0.5","0.5","0.5","0.0","-1.0","12","3"
"Public relations managers","=""11-2032""","Line Item","0.5","0.4","0.6","0.5","0.5","0.6","0.0","-1.0","13","4"
"Fundraising managers","=""11-2033""","Line Item","0.1","0.1","0.2","0.1","0.1","0.2","0.0","-1.0","14","4"
"Operations specialties managers","=""11-3000""","Summary","1.5","1.5","0.1","1.6","1.6","0.1","0.1","4.6","15","2"
"Administrative services and facilities managers","=""11-3010""","Summary","0.3","0.3","0.1","0.3","0.3","0.1","0.0","-1.0","16","3"
"Administrative services managers","=""11-3012""","Line Item","0.3","0.3","0.1","0.3","0.3","0.1","0.0","-1.0","17","4"
"Computer and information systems managers","=""11-3021""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","6.0","19","3"
"Financial managers","=""11-3031""","Line Item","0.8","0.8","0.1","0.9","0.9","0.1","0.1","8.9","20","3"
"Human resources managers","=""11-3121""","Line Item","0.1","0.1","0.1","0.1","0.1","0.1","0.0","-1.0","25","3"
"Training and development managers","=""11-3131""","Line Item","0.1","0.1","0.3","0.1","0.1","0.3","0.0","-1.0","26","3"
"Other management occupations","=""11-9000""","Summary","0.9","0.9","0.0","0.9","0.9","0.0","0.0","-0.8","27","2"
"Managers, all other","=""11-9199""","Line Item","0.9","0.8","0.1","0.9","0.9","0.1","0.0","-1.0","50","3"
"Business and financial operations occupations","=""13-0000""","Summary","57.2","54.2","0.5","56.6","55.9","0.5","-0.5","-1.0","51","1"
"Business operations specialists","=""13-1000""","Summary","54.3","51.5","0.7","53.8","53.2","0.7","-0.5","-1.0","52","2"
"Compliance officers","=""13-1041""","Line Item","0.3","0.3","0.1","0.3","0.3","0.1","0.0","-1.0","58","3"
"Human resources workers","=""13-1070""","Summary","48.2","45.7","5.1","47.7","47.2","4.8","-0.5","-1.0","60","3"
"Human resources specialists","=""13-1071""","Line Item","0.7","0.6","0.1","0.7","0.6","0.1","0.0","-2.9","61","4"
"Labor relations specialists","=""13-1075""","Line Item","47.5","45.1","73.6","47.1","46.5","73.5","-0.5","-1.0","63","4"
