"Occupation Title","Occupation Code","Occupation Type","2022 Employment","2022 Percent of Industry","2022 Percent of Occupation","Projected 2032 Employment","Projected 2032 Percent of Industry","Projected 2032 Percent of Occupation","Employment Change, 2022-2032","Employment Percent Change, 2022-2032","Occupation Sort","Display Level"
"Total, all occupations","=""00-0000""","Summary","380.4","100.0","0.2","317.0","100.0","0.2","-63.4","-16.7","","0"
"Management occupations","=""11-0000""","Summary","23.9","6.3","0.2","20.7","6.5","0.2","-3.2","-13.3","2","1"
"Top executives","=""11-1000""","Summary","14.5","3.8","0.4","12.4","3.9","0.3","-2.0","-14.1","3","2"
"Chief executives","=""11-1011""","Line Item","0.5","0.1","0.2","0.4","0.1","0.1","-0.1","-26.6","4","3"
"General and operations managers","=""11-1021""","Line Item","13.9","3.7","0.4","12.0","3.8","0.3","-1.9","-13.6","5","3"
"Advertising, marketing, promotions, public relations, and sales managers","=""11-2000""","Summary","2.2","0.6","0.2","1.9","0.6","0.2","-0.3","-13.6","7","2"
"Marketing and sales managers","=""11-2020""","Summary","2.2","0.6","0.2","1.9","0.6","0.2","-0.3","-13.6","9","3"
"Marketing managers","=""11-2021""","Line Item","0.9","0.2","0.2","0.8","0.2","0.2","-0.1","-13.6","10","4"
"Sales managers","=""11-2022""","Line Item","1.3","0.3","0.2","1.1","0.4","0.2","-0.2","-13.6","11","4"
"Operations specialties managers","=""11-3000""","Summary","6.8","1.8","0.3","6.0","1.9","0.2","-0.8","-11.5","15","2"
"Administrative services and facilities managers","=""11-3010""","Summary","0.5","0.1","0.1","0.5","0.1","0.1","-0.1","-13.6","16","3"
"Administrative services managers","=""11-3012""","Line Item","0.3","0.1","0.1","0.3","0.1","0.1","0.0","-13.6","17","4"
"Facilities managers","=""11-3013""","Line Item","0.2","0.0","0.1","0.2","0.0","0.1","0.0","-13.6","18","4"
"Computer and information systems managers","=""11-3021""","Line Item","0.8","0.2","0.1","0.8","0.2","0.1","-0.1","-7.6","19","3"
"Financial managers","=""11-3031""","Line Item","1.1","0.3","0.1","1.0","0.3","0.1","-0.1","-5.0","20","3"
