"Occupation Title","Occupation Code","Occupation Type","2022 Employment","2022 Percent of Industry","2022 Percent of Occupation","Projected 2032 Employment","Projected 2032 Percent of Industry","Projected 2032 Percent of Occupation","Employment Change, 2022-2032","Employment Percent Change, 2022-2032","Occupation Sort","Display Level"
"Total, all occupations","=""00-0000""","Summary","150.4","100.0","0.1","139.5","100.0","0.1","-10.9","-7.2","","0"
"Management occupations","=""11-0000""","Summary","6.0","4.0","0.0","5.8","4.2","0.0","-0.2","-3.3","2","1"
"Top executives","=""11-1000""","Summary","2.6","1.7","0.1","2.5","1.8","0.1","-0.1","-4.8","3","2"
"Chief executives","=""11-1011""","Line Item","0.2","0.1","0.1","0.1","0.1","0.1","0.0","-18.2","4","3"
"General and operations managers","=""11-1021""","Line Item","2.4","1.6","0.1","2.3","1.7","0.1","-0.1","-3.8","5","3"
"Advertising, marketing, promotions, public relations, and sales managers","=""11-2000""","Summary","0.2","0.2","0.0","0.2","0.2","0.0","0.0","-3.8","7","2"
"Marketing and sales managers","=""11-2020""","Summary","0.2","0.1","0.0","0.2","0.2","0.0","0.0","-3.8","9","3"
"Marketing managers","=""11-2021""","Line Item","0.1","0.0","0.0","0.1","0.0","0.0","0.0","-3.8","10","4"
"Sales managers","=""11-2022""","Line Item","0.2","0.1","0.0","0.2","0.1","0.0","0.0","-3.8","11","4"
"Operations specialties managers","=""11-3000""","Summary","2.3","1.5","0.1","2.2","1.6","0.1","0.0","-1.5","15","2"
"Administrative services and facilities managers","=""11-3010""","Summary","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-3.8","16","3"
"Administrative services managers","=""11-3012""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-3.8","17","4"
"Computer and information systems managers","=""11-3021""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","2.9","19","3"
"Financial managers","=""11-3031""","Line Item","0.5","0.3","0.1","0.5","0.4","0.1","0.0","5.8","20","3"
"Industrial production managers","=""11-3051""","Line Item","1.1","0.7","0.5","1.0","0.7","0.5","0.0","-3.8","21","3"
"Purchasing managers","=""11-3061""","Line Item","0.2","0.1","0.3","0.2","0.1","0.2","0.0","-3.8","22","3"
"Transportation, storage, and distribution managers","=""11-3071""","Line Item","0.1","0.1","0.1","0.1","0.1","0.1","0.0","-3.8","23","3"
"Human resources managers","=""11-3121""","Line Item","0.1","0.1","0.1","0.1","0.1","0.1","0.0","-3.8","25","3"
"Other management occupations","=""11-9000""","Summary","0.9","0.6","0.0","0.9","0.6","0.0","0.0","-3.3","27","2"
"Construction managers","=""11-9021""","Line Item","0.1","0.0","0.0","0.1","0.1","0.0","0.0","1.0","29","3"
"Architectural and engineering managers","=""11-9041""","Line Item","0.6","0.4","0.3","0.6","0.4","0.3","0.0","-3.8","35","3"
"Managers, all other","=""11-9199""","Line Item","0.2","0.2","0.0","0.2","0.2","0.0","0.0","-3.8","50","3"
"Business and financial operations occupations","=""13-0000""","Summary","8.5","5.7","0.1","8.0","5.8","0.1","-0.5","-5.8","51","1"
"Business operations specialists","=""13-1000""","Summary","7.5","5.0","0.1","7.0","5.0","0.1","-0.5","-6.1","52","2"
"Buyers and purchasing agents","=""13-1020""","Line Item","1.8","1.2","0.4","1.6","1.1","0.3","-0.2","-13.4","54","3"
"Compliance officers","=""13-1041""","Line Item","0.2","0.1","0.1","0.2","0.1","0.1","0.0","-3.8","58","3"
"Cost estimators","=""13-1051""","Line Item","1.2","0.8","0.5","1.1","0.8","0.5","-0.1","-8.6","59","3"
"Human resources workers","=""13-1070""","Summary","0.7","0.5","0.1","0.7","0.5","0.1","0.0","-5.7","60","3"
"Human resources specialists","=""13-1071""","Line Item","0.7","0.4","0.1","0.6","0.4","0.1","0.0","-5.7","61","4"
"Logisticians and project management specialists","=""13-1080""","Summary","2.3","1.5","0.2","2.2","1.6","0.2","0.0","-0.9","64","3"
"Logisticians","=""13-1081""","Line Item","0.6","0.4","0.3","0.6","0.4","0.2","0.0","7.7","65","4"
"Project management specialists","=""13-1082""","Line Item","1.7","1.1","0.2","1.6","1.2","0.2","-0.1","-3.8","66","4"
"Management analysts","=""13-1111""","Line Item","0.2","0.1","0.0","0.2","0.2","0.0","0.0","-3.8","67","3"
"Compensation, benefits, and job analysis specialists","=""13-1141""","Line Item","0.1","0.1","0.1","0.1","0.1","0.1","0.0","-3.8","70","3"
"Training and development specialists","=""13-1151""","Line Item","0.2","0.1","0.1","0.2","0.1","0.0","0.0","-3.8","71","3"
"Market research analysts and marketing specialists","=""13-1161""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","2.9","72","3"
"Business operations specialists, all other","=""13-1199""","Line Item","0.6","0.4","0.0","0.6","0.4","0.0","0.0","-3.8","73","3"
"Financial specialists","=""13-2000""","Summary","1.1","0.7","0.0","1.0","0.7","0.0","0.0","-3.8","74","2"
"Accountants and auditors","=""13-2011""","Line Item","0.8","0.5","0.1","0.8","0.6","0.0","0.0","-3.8","75","3"
"Financial analysts and advisors","=""13-2050""","Summary","0.1","0.0","0.0","0.1","0.0","0.0","0.0","-3.8","79","3"
"Financial and investment analysts","=""13-2051""","Line Item","0.1","0.0","0.0","0.0","0.0","0.0","0.0","-3.8","80","4"
"Computer and mathematical occupations","=""15-0000""","Summary","2.3","1.5","0.0","2.4","1.7","0.0","0.0","1.8","92","1"
"Computer occupations","=""15-1200""","Summary","2.2","1.5","0.0","2.3","1.6","0.0","0.0","1.5","93","2"
"Computer and information analysts","=""15-1210""","Summary","0.5","0.3","0.1","0.5","0.3","0.1","0.0","3.2","94","3"
"Computer systems analysts","=""15-1211""","Line Item","0.3","0.2","0.1","0.3","0.2","0.0","0.0","-3.8","95","4"
"Information security analysts","=""15-1212""","Line Item","0.2","0.1","0.1","0.2","0.1","0.1","0.0","14.5","96","4"
"Computer user support specialists","=""15-1232""","Line Item","0.2","0.1","0.0","0.1","0.1","0.0","0.0","-7.6","100","4"
"Database and network administrators and architects","=""15-1240""","Summary","0.5","0.3","0.1","0.4","0.3","0.1","0.0","-8.2","101","3"
"Network and computer systems administrators","=""15-1244""","Line Item","0.4","0.3","0.1","0.4","0.3","0.1","0.0","-8.6","105","4"
"Computer occupations, all other","=""15-1299""","Line Item","0.3","0.2","0.1","0.3","0.2","0.1","0.0","-3.8","112","3"
"Mathematical science occupations","=""15-2000""","Summary","0.1","0.1","0.0","0.1","0.1","0.0","0.0","11.8","113","2"
"Operations research analysts","=""15-2031""","Line Item","0.1","0.0","0.1","0.1","0.1","0.1","0.0","10.6","116","3"
"Architecture and engineering occupations","=""17-0000""","Summary","10.7","7.1","0.4","10.5","7.5","0.4","-0.2","-1.8","120","1"
"Engineers","=""17-2000""","Summary","8.2","5.5","0.5","8.2","5.9","0.4","0.0","0.1","128","2"
"Electrical engineers","=""17-2071""","Line Item","0.8","0.5","0.4","0.7","0.5","0.4","0.0","-3.8","136","4"
"Industrial engineers, including health and safety","=""17-2110""","Summary","1.5","1.0","0.4","1.5","1.1","0.4","0.1","4.2","139","3"
"Health and safety engineers, except mining safety engineers and inspectors","=""17-2111""","Line Item","0.1","0.1","0.5","0.1","0.1","0.4","0.0","-3.8","140","4"
"Industrial engineers","=""17-2112""","Line Item","1.4","0.9","0.4","1.4","1.0","0.4","0.1","4.9","141","4"
"Marine engineers and naval architects","=""17-2121""","Line Item","2.2","1.5","27.3","2.2","1.6","27.4","0.0","1.0","142","3"
"Mechanical engineers","=""17-2141""","Line Item","1.2","0.8","0.4","1.3","0.9","0.4","0.0","3.9","144","3"
"Engineers, all other","=""17-2199""","Line Item","0.4","0.2","0.2","0.3","0.2","0.2","0.0","-3.8","148","3"
"Drafters, engineering technicians, and mapping technicians","=""17-3000""","Summary","2.4","1.6","0.4","2.2","1.6","0.3","-0.2","-8.2","149","2"
"Drafters","=""17-3010""","Summary","1.5","1.0","0.8","1.4","1.0","0.7","-0.2","-10.1","150","3"
"Mechanical drafters","=""17-3013""","Line Item","0.6","0.4","1.3","0.6","0.4","1.2","-0.1","-13.4","153","4"
"Drafters, all other","=""17-3019""","Line Item","0.4","0.2","1.9","0.3","0.2","1.8","0.0","-13.4","154","4"
"Industrial engineering technologists and technicians","=""17-3026""","Line Item","0.2","0.1","0.3","0.2","0.2","0.3","0.0","-3.8","161","4"
"Mechanical engineering technologists and technicians","=""17-3027""","Line Item","0.2","0.1","0.4","0.2","0.1","0.4","0.0","-8.6","162","4"
