"Occupation Title","Occupation Code","Occupation Type","2022 Employment","2022 Percent of Industry","2022 Percent of Occupation","Projected 2032 Employment","Projected 2032 Percent of Industry","Projected 2032 Percent of Occupation","Employment Change, 2022-2032","Employment Percent Change, 2022-2032","Occupation Sort","Display Level"
"Total, all occupations","=""00-0000""","Summary","96.1","100.0","0.1","97.6","100.0","0.1","1.5","1.5","","0"
"Management occupations","=""11-0000""","Summary","8.2","8.5","0.1","8.5","8.7","0.1","0.3","3.2","2","1"
"Top executives","=""11-1000""","Summary","4.8","5.0","0.1","4.9","5.0","0.1","0.1","2.1","3","2"
"Chief executives","=""11-1011""","Line Item","0.2","0.2","0.1","0.2","0.2","0.1","0.0","-12.7","4","3"
"General and operations managers","=""11-1021""","Line Item","4.6","4.8","0.1","4.7","4.8","0.1","0.1","2.8","5","3"
"Advertising, marketing, promotions, public relations, and sales managers","=""11-2000""","Summary","0.4","0.4","0.0","0.4","0.4","0.0","0.0","2.8","7","2"
"Marketing and sales managers","=""11-2020""","Summary","0.4","0.4","0.0","0.4","0.4","0.0","0.0","2.8","9","3"
"Marketing managers","=""11-2021""","Line Item","0.3","0.3","0.1","0.3","0.3","0.1","0.0","2.8","10","4"
"Sales managers","=""11-2022""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","2.8","11","4"
"Operations specialties managers","=""11-3000""","Summary","2.4","2.5","0.1","2.6","2.6","0.1","0.1","5.4","15","2"
"Administrative services and facilities managers","=""11-3010""","Summary","0.2","0.2","0.0","0.2","0.2","0.0","0.0","2.8","16","3"
"Facilities managers","=""11-3013""","Line Item","0.1","0.1","0.1","0.1","0.1","0.1","0.0","2.8","18","4"
"Financial managers","=""11-3031""","Line Item","0.6","0.6","0.1","0.7","0.7","0.1","0.1","13.0","20","3"
"Industrial production managers","=""11-3051""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","2.8","21","3"
"Transportation, storage, and distribution managers","=""11-3071""","Line Item","1.5","1.6","0.9","1.6","1.6","0.8","0.0","2.8","23","3"
"Other management occupations","=""11-9000""","Summary","0.5","0.6","0.0","0.6","0.6","0.0","0.0","3.4","27","2"
"Managers, all other","=""11-9199""","Line Item","0.5","0.5","0.0","0.5","0.5","0.0","0.0","2.8","50","3"
"Business and financial operations occupations","=""13-0000""","Summary","2.8","2.9","0.0","2.9","2.9","0.0","0.1","1.9","51","1"
"Business operations specialists","=""13-1000""","Summary","1.7","1.8","0.0","1.7","1.8","0.0","0.0","1.3","52","2"
"Buyers and purchasing agents","=""13-1020""","Line Item","0.4","0.4","0.1","0.4","0.4","0.1","0.0","-7.5","54","3"
"Compliance officers","=""13-1041""","Line Item","0.2","0.2","0.0","0.2","0.2","0.0","0.0","2.8","58","3"
"Human resources workers","=""13-1070""","Summary","0.3","0.3","0.0","0.3","0.3","0.0","0.0","0.7","60","3"
