"Occupation Title","Occupation Code","Occupation Type","2022 Employment","2022 Percent of Industry","2022 Percent of Occupation","Projected 2032 Employment","Projected 2032 Percent of Industry","Projected 2032 Percent of Occupation","Employment Change, 2022-2032","Employment Percent Change, 2022-2032","Occupation Sort","Display Level"
"Total, all occupations","=""00-0000""","Summary","516.7","100.0","0.3","517.2","100.0","0.3","0.5","0.1","","0"
"Management occupations","=""11-0000""","Summary","68.8","13.3","0.5","70.2","13.6","0.5","1.5","2.1","2","1"
"Top executives","=""11-1000""","Summary","33.2","6.4","0.9","33.5","6.5","0.8","0.3","0.9","3","2"
"Chief executives","=""11-1011""","Line Item","1.9","0.4","0.7","1.6","0.3","0.6","-0.3","-13.5","4","3"
"General and operations managers","=""11-1021""","Line Item","31.3","6.1","0.9","31.9","6.2","0.9","0.6","1.8","5","3"
"Advertising, marketing, promotions, public relations, and sales managers","=""11-2000""","Summary","22.7","4.4","2.2","23.1","4.5","2.1","0.4","1.8","7","2"
"Marketing and sales managers","=""11-2020""","Summary","22.5","4.4","2.5","22.9","4.4","2.4","0.4","1.8","9","3"
"Marketing managers","=""11-2021""","Line Item","3.5","0.7","1.0","3.5","0.7","0.9","0.1","1.8","10","4"
"Sales managers","=""11-2022""","Line Item","19.0","3.7","3.4","19.4","3.7","3.4","0.3","1.8","11","4"
"Operations specialties managers","=""11-3000""","Summary","10.1","1.9","0.4","10.7","2.1","0.4","0.6","6.3","15","2"
"Administrative services and facilities managers","=""11-3010""","Summary","1.0","0.2","0.3","1.0","0.2","0.3","0.0","1.8","16","3"
"Administrative services managers","=""11-3012""","Line Item","0.9","0.2","0.3","0.9","0.2","0.3","0.0","1.8","17","4"
"Computer and information systems managers","=""11-3021""","Line Item","2.9","0.6","0.5","3.2","0.6","0.5","0.3","8.9","19","3"
"Financial managers","=""11-3031""","Line Item","2.4","0.5","0.3","2.7","0.5","0.3","0.3","12.0","20","3"
"Industrial production managers","=""11-3051""","Line Item","0.7","0.1","0.3","0.7","0.1","0.3","0.0","1.8","21","3"
"Purchasing managers","=""11-3061""","Line Item","0.5","0.1","0.7","0.5","0.1","0.7","0.0","1.8","22","3"
"Transportation, storage, and distribution managers","=""11-3071""","Line Item","1.9","0.4","1.1","1.9","0.4","1.0","0.0","1.8","23","3"
"Human resources managers","=""11-3121""","Line Item","0.4","0.1","0.2","0.4","0.1","0.2","0.0","1.8","25","3"
"Training and development managers","=""11-3131""","Line Item","0.1","0.0","0.2","0.1","0.0","0.2","0.0","1.8","26","3"
"Other management occupations","=""11-9000""","Summary","2.8","0.5","0.1","2.9","0.6","0.1","0.1","3.3","27","2"
"Architectural and engineering managers","=""11-9041""","Line Item","0.7","0.1","0.3","0.7","0.1","0.3","0.0","1.8","35","3"
"Natural sciences managers","=""11-9121""","Line Item","0.3","0.1","0.3","0.3","0.1","0.3","0.0","1.8","42","3"
"Managers, all other","=""11-9199""","Line Item","1.4","0.3","0.1","1.4","0.3","0.1","0.0","1.8","50","3"
"Business and financial operations occupations","=""13-0000""","Summary","41.7","8.1","0.4","42.7","8.2","0.4","0.9","2.2","51","1"
"Business operations specialists","=""13-1000""","Summary","33.3","6.4","0.5","34.1","6.6","0.4","0.8","2.4","52","2"
"Buyers and purchasing agents","=""13-1020""","Line Item","5.7","1.1","1.1","5.2","1.0","1.1","-0.5","-8.4","54","3"
"Cost estimators","=""13-1051""","Line Item","1.2","0.2","0.5","1.2","0.2","0.5","0.0","-3.3","59","3"
"Human resources workers","=""13-1070""","Summary","2.8","0.5","0.3","2.8","0.5","0.3","0.0","-0.2","60","3"
"Human resources specialists","=""13-1071""","Line Item","2.8","0.5","0.3","2.8","0.5","0.3","0.0","-0.2","61","4"
"Logisticians and project management specialists","=""13-1080""","Summary","5.8","1.1","0.5","6.1","1.2","0.5","0.3","5.6","64","3"
"Logisticians","=""13-1081""","Line Item","1.8","0.3","0.9","2.1","0.4","0.8","0.3","14.0","65","4"
"Project management specialists","=""13-1082""","Line Item","4.0","0.8","0.5","4.1","0.8","0.4","0.1","1.8","66","4"
"Management analysts","=""13-1111""","Line Item","2.3","0.4","0.2","2.4","0.5","0.2","0.0","1.8","67","3"
"Meeting, convention, and event planners","=""13-1121""","Line Item","0.4","0.1","0.3","0.4","0.1","0.3","0.0","1.8","68","3"
"Compensation, benefits, and job analysis specialists","=""13-1141""","Line Item","0.2","0.0","0.2","0.2","0.0","0.1","0.0","1.8","70","3"
"Training and development specialists","=""13-1151""","Line Item","1.2","0.2","0.3","1.3","0.2","0.3","0.0","1.8","71","3"
"Market research analysts and marketing specialists","=""13-1161""","Line Item","9.2","1.8","1.1","10.0","1.9","1.0","0.8","8.9","72","3"
"Business operations specialists, all other","=""13-1199""","Line Item","3.9","0.7","0.3","3.9","0.8","0.3","0.1","1.8","73","3"
"Financial specialists","=""13-2000""","Summary","8.5","1.6","0.3","8.6","1.7","0.2","0.1","1.6","74","2"
"Accountants and auditors","=""13-2011""","Line Item","7.4","1.4","0.5","7.5","1.5","0.5","0.1","1.8","75","3"
"Credit analysts","=""13-2041""","Line Item","0.2","0.0","0.2","0.2","0.0","0.2","0.0","-8.4","78","3"
"Financial analysts and advisors","=""13-2050""","Summary","0.6","0.1","0.1","0.6","0.1","0.1","0.0","1.5","79","3"
"Financial and investment analysts","=""13-2051""","Line Item","0.4","0.1","0.1","0.4","0.1","0.1","0.0","1.8","80","4"
"Financial specialists, all other","=""13-2099""","Line Item","0.2","0.0","0.2","0.3","0.0","0.2","0.0","1.8","91","3"
"Computer and mathematical occupations","=""15-0000""","Summary","23.6","4.6","0.4","25.7","5.0","0.4","2.1","8.9","92","1"
"Computer occupations","=""15-1200""","Summary","22.6","4.4","0.5","24.4","4.7","0.4","1.8","8.2","93","2"
"Computer and information analysts","=""15-1210""","Summary","1.7","0.3","0.2","1.8","0.4","0.2","0.2","8.9","94","3"
"Computer systems analysts","=""15-1211""","Line Item","1.1","0.2","0.2","1.1","0.2","0.2","0.0","1.8","95","4"
"Information security analysts","=""15-1212""","Line Item","0.6","0.1","0.4","0.8","0.1","0.3","0.1","21.2","96","4"
"Computer support specialists","=""15-1230""","Summary","4.7","0.9","0.5","4.7","0.9","0.5","-0.1","-1.5","98","3"
"Computer network support specialists","=""15-1231""","Line Item","0.9","0.2","0.5","0.9","0.2","0.5","0.0","1.8","99","4"
"Computer user support specialists","=""15-1232""","Line Item","3.9","0.7","0.5","3.8","0.7","0.5","-0.1","-2.3","100","4"
"Database and network administrators and architects","=""15-1240""","Summary","2.9","0.6","0.4","2.9","0.6","0.4","-0.1","-2.0","101","3"
"Computer network architects","=""15-1241""","Line Item","1.4","0.3","0.8","1.4","0.3","0.7","0.0","-3.3","102","4"
