"Occupation Title","Occupation Code","Occupation Type","2022 Employment","2022 Percent of Industry","2022 Percent of Occupation","Projected 2032 Employment","Projected 2032 Percent of Industry","Projected 2032 Percent of Occupation","Employment Change, 2022-2032","Employment Percent Change, 2022-2032","Occupation Sort","Display Level"
"Total, all occupations","=""00-0000""","Summary","98.3","100.0","0.1","87.9","100.0","0.1","-10.4","-10.6","","0"
"Management occupations","=""11-0000""","Summary","4.2","4.2","0.0","3.8","4.3","0.0","-0.4","-9.6","2","1"
"Top executives","=""11-1000""","Summary","1.6","1.7","0.0","1.5","1.7","0.0","-0.2","-10.6","3","2"
"Advertising, marketing, promotions, public relations, and sales managers","=""11-2000""","Summary","0.3","0.3","0.0","0.3","0.3","0.0","0.0","-10.0","7","2"
"Marketing and sales managers","=""11-2020""","Summary","0.3","0.3","0.0","0.3","0.3","0.0","0.0","-10.0","9","3"
"Marketing managers","=""11-2021""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-10.0","10","4"
"Sales managers","=""11-2022""","Line Item","0.2","0.2","0.0","0.2","0.2","0.0","0.0","-10.0","11","4"
"Operations specialties managers","=""11-3000""","Summary","2.0","2.0","0.1","1.8","2.0","0.1","-0.2","-8.7","15","2"
"Administrative services and facilities managers","=""11-3010""","Summary","0.1","0.1","0.0","0.1","0.2","0.0","0.0","-10.0","16","3"
"Administrative services managers","=""11-3012""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-10.0","17","4"
"Facilities managers","=""11-3013""","Line Item","0.1","0.1","0.1","0.1","0.1","0.1","0.0","-10.0","18","4"
"Computer and information systems managers","=""11-3021""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-3.7","19","3"
"Financial managers","=""11-3031""","Line Item","0.2","0.2","0.0","0.2","0.3","0.0","0.0","-1.0","20","3"
"Industrial production managers","=""11-3051""","Line Item","1.2","1.2","0.5","1.1","1.2","0.5","-0.1","-10.0","21","3"
"Purchasing managers","=""11-3061""","Line Item","0.1","0.1","0.1","0.1","0.1","0.1","0.0","-10.0","22","3"
"Transportation, storage, and distribution managers","=""11-3071""","Line Item","0.1","0.1","0.1","0.1","0.1","0.1","0.0","-10.0","23","3"
"Human resources managers","=""11-3121""","Line Item","0.1","0.1","0.1","0.1","0.1","0.1","0.0","-10.0","25","3"
"Other management occupations","=""11-9000""","Summary","0.2","0.2","0.0","0.2","0.2","0.0","0.0","-10.0","27","2"
"Architectural and engineering managers","=""11-9041""","Line Item","0.1","0.1","0.1","0.1","0.1","0.0","0.0","-10.0","35","3"
"Managers, all other","=""11-9199""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-10.0","50","3"
"Business and financial operations occupations","=""13-0000""","Summary","2.6","2.7","0.0","2.4","2.7","0.0","-0.3","-10.5","51","1"
"Business operations specialists","=""13-1000""","Summary","2.0","2.1","0.0","1.8","2.1","0.0","-0.2","-10.7","52","2"
"Buyers and purchasing agents","=""13-1020""","Line Item","0.4","0.4","0.1","0.3","0.3","0.1","-0.1","-19.0","54","3"
"Human resources workers","=""13-1070""","Summary","0.5","0.5","0.0","0.4","0.5","0.0","-0.1","-11.8","60","3"
"Human resources specialists","=""13-1071""","Line Item","0.5","0.5","0.1","0.4","0.5","0.0","-0.1","-11.8","61","4"
"Logisticians and project management specialists","=""13-1080""","Summary","0.2","0.2","0.0","0.2","0.2","0.0","0.0","-3.1","64","3"
"Logisticians","=""13-1081""","Line Item","0.1","0.1","0.1","0.1","0.1","0.0","0.0","0.8","65","4"
"Project management specialists","=""13-1082""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-10.0","66","4"
"Training and development specialists","=""13-1151""","Line Item","0.4","0.4","0.1","0.4","0.4","0.1","0.0","-10.0","71","3"
"Market research analysts and marketing specialists","=""13-1161""","Line Item","0.2","0.2","0.0","0.2","0.2","0.0","0.0","-3.7","72","3"
"Business operations specialists, all other","=""13-1199""","Line Item","0.2","0.3","0.0","0.2","0.3","0.0","0.0","-10.0","73","3"
"Financial specialists","=""13-2000""","Summary","0.6","0.6","0.0","0.5","0.6","0.0","-0.1","-10.1","74","2"
"Accountants and auditors","=""13-2011""","Line Item","0.6","0.6","0.0","0.5","0.6","0.0","-0.1","-10.0","75","3"
"Computer and mathematical occupations","=""15-0000""","Summary","0.5","0.6","0.0","0.5","0.6","0.0","-0.1","-10.2","92","1"
"Computer occupations","=""15-1200""","Summary","0.5","0.5","0.0","0.5","0.5","0.0","-0.1","-11.4","93","2"
"Computer support specialists","=""15-1230""","Summary","0.2","0.2","0.0","0.2","0.2","0.0","0.0","-13.0","98","3"
"Computer user support specialists","=""15-1232""","Line Item","0.2","0.2","0.0","0.2","0.2","0.0","0.0","-13.6","100","4"
"Database and network administrators and architects","=""15-1240""","Summary","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-13.9","101","3"
"Network and computer systems administrators","=""15-1244""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-14.5","105","4"
"Software and web developers, programmers, and testers","=""15-1250""","Summary","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-2.6","106","3"
"Architecture and engineering occupations","=""17-0000""","Summary","1.6","1.6","0.1","1.5","1.7","0.1","-0.1","-4.8","120","1"
"Engineers","=""17-2000""","Summary","1.2","1.2","0.1","1.2","1.3","0.1","0.0","-2.8","128","2"
"Industrial engineers, including health and safety","=""17-2110""","Summary","1.0","1.0","0.3","1.0","1.1","0.2","0.0","-2.0","139","3"
"Industrial engineers","=""17-2112""","Line Item","1.0","1.0","0.3","0.9","1.1","0.3","0.0","-1.9","141","4"
"Mechanical engineers","=""17-2141""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-2.8","144","3"
"Drafters, engineering technicians, and mapping technicians","=""17-3000""","Summary","0.4","0.4","0.1","0.3","0.4","0.1","0.0","-11.0","149","2"
"Engineering technologists and technicians, except drafters","=""17-3020""","Summary","0.4","0.4","0.1","0.3","0.4","0.1","0.0","-10.5","155","3"
"Electrical and electronic engineering technologists and technicians","=""17-3023""","Line Item","0.1","0.1","0.1","0.0","0.1","0.0","0.0","-10.0","158","4"
"Industrial engineering technologists and technicians","=""17-3026""","Line Item","0.3","0.3","0.4","0.2","0.3","0.3","0.0","-10.0","161","4"
"Life, physical, and social science occupations","=""19-0000""","Summary","0.4","0.4","0.0","0.4","0.4","0.0","0.0","-7.4","166","1"
"Physical scientists","=""19-2000""","Summary","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-10.0","184","2"
"Chemists and materials scientists","=""19-2030""","Summary","0.1","0.1","0.1","0.1","0.1","0.1","0.0","-10.0","189","3"
"Chemists","=""19-2031""","Line Item","0.1","0.1","0.1","0.1","0.1","0.1","0.0","-10.0","190","4"
"Life, physical, and social science technicians","=""19-4000""","Summary","0.2","0.2","0.1","0.2","0.2","0.0","0.0","-10.0","213","2"
"Chemical technicians","=""19-4031""","Line Item","0.2","0.2","0.3","0.2","0.2","0.3","0.0","-10.0","218","3"
"Occupational health and safety specialists and technicians","=""19-5000""","Summary","0.1","0.1","0.1","0.1","0.2","0.1","0.0","-1.8","229","2"
"Occupational health and safety specialists","=""19-5011""","Line Item","0.1","0.1","0.1","0.1","0.1","0.1","0.0","-0.1","230","3"
"Arts, design, entertainment, sports, and media occupations","=""27-0000""","Summary","0.5","0.6","0.0","0.5","0.6","0.0","-0.1","-9.2","355","1"
"Art and design workers","=""27-1000""","Summary","0.5","0.5","0.0","0.4","0.5","0.0","0.0","-9.1","356","2"
"Designers","=""27-1020""","Summary","0.5","0.5","0.1","0.4","0.5","0.1","0.0","-9.1","363","3"
"Commercial and industrial designers","=""27-1021""","Line Item","0.2","0.2","0.7","0.2","0.2","0.6","0.0","-10.0","364","4"
"Graphic designers","=""27-1024""","Line Item","0.2","0.2","0.1","0.1","0.2","0.1","0.0","-10.0","367","4"
"Media and communication workers","=""27-3000""","Summary","0.1","0.1","0.0","0.0","0.1","0.0","0.0","-10.0","389","2"
"Protective service occupations","=""33-0000""","Summary","0.2","0.2","0.0","0.1","0.1","0.0","0.0","-17.2","522","1"
"Other protective service workers","=""33-9000""","Summary","0.2","0.2","0.0","0.1","0.1","0.0","0.0","-17.2","546","2"
"Security guards and gambling surveillance officers","=""33-9030""","Summary","0.2","0.2","0.0","0.1","0.1","0.0","0.0","-17.2","549","3"
"Security guards","=""33-9032""","Line Item","0.2","0.2","0.0","0.1","0.1","0.0","0.0","-17.2","551","4"
"Building and grounds cleaning and maintenance occupations","=""37-0000""","Summary","0.5","0.6","0.0","0.5","0.6","0.0","-0.1","-10.8","581","1"
"Building cleaning and pest control workers","=""37-2000""","Summary","0.5","0.5","0.0","0.5","0.5","0.0","-0.1","-10.9","585","2"
"Building cleaning workers","=""37-2010""","Summary","0.5","0.5","0.0","0.5","0.5","0.0","-0.1","-10.9","586","3"
"Janitors and cleaners, except maids and housekeeping cleaners","=""37-2011""","Line Item","0.5","0.5","0.0","0.5","0.5","0.0","-0.1","-10.9","587","4"
