"Occupation Title","Occupation Code","Occupation Type","2022 Employment","2022 Percent of Industry","2022 Percent of Occupation","Projected 2032 Employment","Projected 2032 Percent of Industry","Projected 2032 Percent of Occupation","Employment Change, 2022-2032","Employment Percent Change, 2022-2032","Occupation Sort","Display Level"
"Total, all occupations","=""00-0000""","Summary","618.8","100.0","0.4","621.9","100.0","0.4","3.1","0.5","","0"
"Management occupations","=""11-0000""","Summary","31.1","5.0","0.2","32.5","5.2","0.2","1.4","4.5","2","1"
"Top executives","=""11-1000""","Summary","9.9","1.6","0.3","10.2","1.6","0.3","0.3","3.0","3","2"
"Chief executives","=""11-1011""","Line Item","0.6","0.1","0.2","0.5","0.1","0.2","-0.1","-11.7","4","3"
"General and operations managers","=""11-1021""","Line Item","9.3","1.5","0.3","9.7","1.6","0.3","0.4","3.9","5","3"
"Advertising, marketing, promotions, public relations, and sales managers","=""11-2000""","Summary","3.1","0.5","0.3","3.2","0.5","0.3","0.1","3.9","7","2"
"Marketing and sales managers","=""11-2020""","Summary","3.1","0.5","0.3","3.2","0.5","0.3","0.1","3.9","9","3"
"Marketing managers","=""11-2021""","Line Item","0.8","0.1","0.2","0.8","0.1","0.2","0.0","3.9","10","4"
"Sales managers","=""11-2022""","Line Item","2.3","0.4","0.4","2.4","0.4","0.4","0.1","3.9","11","4"
"Operations specialties managers","=""11-3000""","Summary","15.0","2.4","0.6","15.9","2.6","0.6","0.9","5.7","15","2"
"Administrative services and facilities managers","=""11-3010""","Summary","0.9","0.1","0.2","0.9","0.1","0.2","0.0","3.9","16","3"
"Administrative services managers","=""11-3012""","Line Item","0.3","0.1","0.1","0.3","0.1","0.1","0.0","3.9","17","4"
"Facilities managers","=""11-3013""","Line Item","0.5","0.1","0.4","0.6","0.1","0.4","0.0","3.9","18","4"
"Computer and information systems managers","=""11-3021""","Line Item","0.8","0.1","0.1","0.9","0.1","0.1","0.1","11.1","19","3"
"Financial managers","=""11-3031""","Line Item","2.0","0.3","0.3","2.3","0.4","0.3","0.3","14.3","20","3"
"Industrial production managers","=""11-3051""","Line Item","8.9","1.4","4.0","9.2","1.5","4.1","0.3","3.9","21","3"
"Purchasing managers","=""11-3061""","Line Item","0.5","0.1","0.7","0.6","0.1","0.7","0.0","3.9","22","3"
"Transportation, storage, and distribution managers","=""11-3071""","Line Item","0.9","0.1","0.5","0.9","0.2","0.5","0.0","3.9","23","3"
"Human resources managers","=""11-3121""","Line Item","0.9","0.1","0.5","0.9","0.2","0.5","0.0","3.9","25","3"
"Training and development managers","=""11-3131""","Line Item","0.1","0.0","0.1","0.1","0.0","0.1","0.0","3.9","26","3"
"Other management occupations","=""11-9000""","Summary","3.1","0.5","0.1","3.2","0.5","0.1","0.1","3.9","27","2"
"Architectural and engineering managers","=""11-9041""","Line Item","1.8","0.3","0.9","1.9","0.3","0.9","0.1","3.9","35","3"
"Managers, all other","=""11-9199""","Line Item","1.0","0.2","0.1","1.1","0.2","0.1","0.0","3.9","50","3"
"Business and financial operations occupations","=""13-0000""","Summary","21.0","3.4","0.2","21.7","3.5","0.2","0.6","3.0","51","1"
"Business operations specialists","=""13-1000""","Summary","16.8","2.7","0.2","17.2","2.8","0.2","0.5","2.8","52","2"
"Buyers and purchasing agents","=""13-1020""","Line Item","3.8","0.6","0.8","3.5","0.6","0.8","-0.2","-6.5","54","3"
