"Occupation Title","Occupation Code","Occupation Type","2022 Employment","2022 Percent of Industry","2022 Percent of Occupation","Projected 2032 Employment","Projected 2032 Percent of Industry","Projected 2032 Percent of Occupation","Employment Change, 2022-2032","Employment Percent Change, 2022-2032","Occupation Sort","Display Level"
"Total, all occupations","=""00-0000""","Summary","386.3","100.0","0.2","417.1","100.0","0.2","30.8","8.0","","0"
"Management occupations","=""11-0000""","Summary","36.6","9.5","0.3","40.3","9.7","0.3","3.7","10.1","2","1"
"Top executives","=""11-1000""","Summary","7.3","1.9","0.2","7.9","1.9","0.2","0.6","7.6","3","2"
"Chief executives","=""11-1011""","Line Item","0.6","0.2","0.2","0.6","0.1","0.2","0.0","-7.4","4","3"
"General and operations managers","=""11-1021""","Line Item","6.7","1.7","0.2","7.3","1.7","0.2","0.6","9.0","5","3"
"Advertising, marketing, promotions, public relations, and sales managers","=""11-2000""","Summary","4.3","1.1","0.4","4.7","1.1","0.4","0.4","9.0","7","2"
"Marketing and sales managers","=""11-2020""","Summary","4.2","1.1","0.5","4.6","1.1","0.5","0.4","9.0","9","3"
"Marketing managers","=""11-2021""","Line Item","1.7","0.4","0.5","1.9","0.5","0.5","0.2","9.0","10","4"
"Sales managers","=""11-2022""","Line Item","2.5","0.6","0.4","2.7","0.6","0.5","0.2","9.0","11","4"
"Public relations and fundraising managers","=""11-2030""","Summary","0.1","0.0","0.1","0.1","0.0","0.1","0.0","9.0","12","3"
"Public relations managers","=""11-2032""","Line Item","0.1","0.0","0.1","0.1","0.0","0.1","0.0","9.0","13","4"
"Operations specialties managers","=""11-3000""","Summary","15.0","3.9","0.6","16.9","4.0","0.6","1.9","12.5","15","2"
"Administrative services and facilities managers","=""11-3010""","Summary","1.0","0.3","0.3","1.1","0.3","0.3","0.1","9.0","16","3"
"Administrative services managers","=""11-3012""","Line Item","0.4","0.1","0.2","0.5","0.1","0.2","0.0","9.0","17","4"
"Facilities managers","=""11-3013""","Line Item","0.6","0.2","0.5","0.7","0.2","0.5","0.1","9.0","18","4"
"Computer and information systems managers","=""11-3021""","Line Item","3.6","0.9","0.6","4.2","1.0","0.6","0.6","16.6","19","3"
"Financial managers","=""11-3031""","Line Item","2.3","0.6","0.3","2.8","0.7","0.3","0.5","19.9","20","3"
"Industrial production managers","=""11-3051""","Line Item","5.1","1.3","2.3","5.6","1.3","2.5","0.5","9.0","21","3"
"Purchasing managers","=""11-3061""","Line Item","1.2","0.3","1.5","1.3","0.3","1.6","0.1","9.0","22","3"
"Transportation, storage, and distribution managers","=""11-3071""","Line Item","0.8","0.2","0.4","0.8","0.2","0.4","0.1","9.0","23","3"
"Compensation and benefits managers","=""11-3111""","Line Item","0.1","0.0","0.3","0.1","0.0","0.3","0.0","3.5","24","3"
"Human resources managers","=""11-3121""","Line Item","0.9","0.2","0.4","0.9","0.2","0.5","0.1","9.0","25","3"
"Training and development managers","=""11-3131""","Line Item","0.1","0.0","0.3","0.1","0.0","0.3","0.0","9.0","26","3"
"Other management occupations","=""11-9000""","Summary","10.0","2.6","0.2","10.9","2.6","0.2","0.9","9.0","27","2"
"Architectural and engineering managers","=""11-9041""","Line Item","8.4","2.2","4.2","9.2","2.2","4.4","0.8","9.0","35","3"
"Property, real estate, and community association managers","=""11-9141""","Line Item","0.1","0.0","0.0","0.1","0.0","0.0","0.0","9.0","44","3"
"Managers, all other","=""11-9199""","Line Item","1.4","0.4","0.1","1.5","0.4","0.1","0.1","9.0","50","3"
"Business and financial operations occupations","=""13-0000""","Summary","26.8","6.9","0.3","28.9","6.9","0.3","2.2","8.1","51","1"
"Business operations specialists","=""13-1000""","Summary","20.9","5.4","0.3","22.6","5.4","0.3","1.6","7.8","52","2"
"Buyers and purchasing agents","=""13-1020""","Line Item","5.6","1.5","1.1","5.5","1.3","1.2","-0.1","-1.9","54","3"
"Compliance officers","=""13-1041""","Line Item","0.6","0.2","0.2","0.7","0.2","0.2","0.1","9.0","58","3"
"Cost estimators","=""13-1051""","Line Item","0.4","0.1","0.2","0.5","0.1","0.2","0.0","3.5","59","3"
"Human resources workers","=""13-1070""","Summary","2.3","0.6","0.2","2.5","0.6","0.2","0.2","6.8","60","3"
"Human resources specialists","=""13-1071""","Line Item","2.3","0.6","0.3","2.4","0.6","0.3","0.2","6.8","61","4"
