"Occupation Title","Occupation Code","Occupation Type","2022 Employment","2022 Percent of Industry","2022 Percent of Occupation","Projected 2032 Employment","Projected 2032 Percent of Industry","Projected 2032 Percent of Occupation","Employment Change, 2022-2032","Employment Percent Change, 2022-2032","Occupation Sort","Display Level"
"Total, all occupations","=""00-0000""","Summary","108.6","100.0","0.1","104.0","100.0","0.1","-4.6","-4.2","","0"
"Management occupations","=""11-0000""","Summary","7.3","6.7","0.1","6.9","6.7","0.1","-0.4","-5.6","2","1"
"Top executives","=""11-1000""","Summary","4.8","4.5","0.1","4.5","4.4","0.1","-0.3","-6.1","3","2"
"Chief executives","=""11-1011""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-19.9","4","3"
"General and operations managers","=""11-1021""","Line Item","4.7","4.3","0.1","4.4","4.3","0.1","-0.3","-5.8","5","3"
"Advertising, marketing, promotions, public relations, and sales managers","=""11-2000""","Summary","1.5","1.3","0.1","1.4","1.3","0.1","-0.1","-5.8","7","2"
"Marketing and sales managers","=""11-2020""","Summary","1.4","1.3","0.2","1.4","1.3","0.1","-0.1","-5.8","9","3"
"Marketing managers","=""11-2021""","Line Item","0.2","0.2","0.1","0.2","0.2","0.1","0.0","-5.8","10","4"
"Sales managers","=""11-2022""","Line Item","1.2","1.1","0.2","1.1","1.1","0.2","-0.1","-5.8","11","4"
"Operations specialties managers","=""11-3000""","Summary","0.9","0.8","0.0","0.8","0.8","0.0","0.0","-2.3","15","2"
"Administrative services and facilities managers","=""11-3010""","Summary","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-5.8","16","3"
"Administrative services managers","=""11-3012""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-5.8","17","4"
"Computer and information systems managers","=""11-3021""","Line Item","0.1","0.0","0.0","0.1","0.1","0.0","0.0","0.8","19","3"
"Financial managers","=""11-3031""","Line Item","0.3","0.3","0.0","0.3","0.3","0.0","0.0","3.7","20","3"
"Purchasing managers","=""11-3061""","Line Item","0.1","0.1","0.1","0.1","0.1","0.1","0.0","-5.8","22","3"
"Transportation, storage, and distribution managers","=""11-3071""","Line Item","0.2","0.2","0.1","0.2","0.2","0.1","0.0","-5.8","23","3"
"Human resources managers","=""11-3121""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-5.8","25","3"
"Other management occupations","=""11-9000""","Summary","0.2","0.2","0.0","0.2","0.2","0.0","0.0","-5.6","27","2"
"Managers, all other","=""11-9199""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-5.8","50","3"
"Business and financial operations occupations","=""13-0000""","Summary","3.6","3.4","0.0","3.5","3.3","0.0","-0.2","-5.0","51","1"
"Business operations specialists","=""13-1000""","Summary","2.8","2.6","0.0","2.6","2.5","0.0","-0.1","-4.8","52","2"
