"Occupation Title","Occupation Code","Occupation Type","2022 Employment","2022 Percent of Industry","2022 Percent of Occupation","Projected 2032 Employment","Projected 2032 Percent of Industry","Projected 2032 Percent of Occupation","Employment Change, 2022-2032","Employment Percent Change, 2022-2032","Occupation Sort","Display Level"
"Total, all occupations","=""00-0000""","Summary","500.9","100.0","0.3","519.2","100.0","0.3","18.3","3.7","","0"
"Management occupations","=""11-0000""","Summary","40.2","8.0","0.3","42.7","8.2","0.3","2.5","6.1","2","1"
"Top executives","=""11-1000""","Summary","5.2","1.0","0.1","5.5","1.1","0.1","0.2","4.3","3","2"
"Chief executives","=""11-1011""","Line Item","0.3","0.1","0.1","0.2","0.0","0.1","0.0","-10.7","4","3"
"General and operations managers","=""11-1021""","Line Item","5.0","1.0","0.1","5.2","1.0","0.1","0.3","5.0","5","3"
"Advertising, marketing, promotions, public relations, and sales managers","=""11-2000""","Summary","2.1","0.4","0.2","2.2","0.4","0.2","0.1","5.0","7","2"
"Marketing and sales managers","=""11-2020""","Summary","2.0","0.4","0.2","2.1","0.4","0.2","0.1","5.0","9","3"
"Marketing managers","=""11-2021""","Line Item","0.8","0.2","0.2","0.8","0.2","0.2","0.0","5.0","10","4"
"Sales managers","=""11-2022""","Line Item","1.2","0.2","0.2","1.2","0.2","0.2","0.1","5.0","11","4"
"Public relations and fundraising managers","=""11-2030""","Summary","0.1","0.0","0.1","0.1","0.0","0.1","0.0","5.0","12","3"
"Public relations managers","=""11-2032""","Line Item","0.1","0.0","0.2","0.1","0.0","0.2","0.0","5.0","13","4"
"Operations specialties managers","=""11-3000""","Summary","19.5","3.9","0.8","20.9","4.0","0.8","1.4","7.4","15","2"
"Administrative services and facilities managers","=""11-3010""","Summary","1.4","0.3","0.4","1.4","0.3","0.4","0.1","5.0","16","3"
"Administrative services managers","=""11-3012""","Line Item","0.4","0.1","0.2","0.4","0.1","0.2","0.0","5.0","17","4"
"Facilities managers","=""11-3013""","Line Item","0.9","0.2","0.7","1.0","0.2","0.7","0.0","5.0","18","4"
"Computer and information systems managers","=""11-3021""","Line Item","3.3","0.7","0.6","3.7","0.7","0.6","0.4","12.4","19","3"
"Financial managers","=""11-3031""","Line Item","2.2","0.4","0.3","2.5","0.5","0.3","0.3","15.5","20","3"
"Industrial production managers","=""11-3051""","Line Item","7.6","1.5","3.4","7.9","1.5","3.5","0.4","5.0","21","3"
"Purchasing managers","=""11-3061""","Line Item","2.9","0.6","3.7","3.0","0.6","3.7","0.1","5.0","22","3"
"Transportation, storage, and distribution managers","=""11-3071""","Line Item","1.0","0.2","0.6","1.1","0.2","0.5","0.1","5.0","23","3"
"Compensation and benefits managers","=""11-3111""","Line Item","0.1","0.0","0.4","0.1","0.0","0.4","0.0","-0.2","24","3"
"Human resources managers","=""11-3121""","Line Item","1.0","0.2","0.5","1.1","0.2","0.5","0.1","5.0","25","3"
"Training and development managers","=""11-3131""","Line Item","0.1","0.0","0.3","0.1","0.0","0.3","0.0","5.0","26","3"
"Other management occupations","=""11-9000""","Summary","13.4","2.7","0.3","14.1","2.7","0.3","0.7","5.0","27","2"
"Architectural and engineering managers","=""11-9041""","Line Item","9.3","1.9","4.6","9.8","1.9","4.7","0.5","5.0","35","3"
"Property, real estate, and community association managers","=""11-9141""","Line Item","0.1","0.0","0.0","0.1","0.0","0.0","0.0","5.0","44","3"
"Managers, all other","=""11-9199""","Line Item","4.0","0.8","0.3","4.2","0.8","0.3","0.2","5.0","50","3"
"Business and financial operations occupations","=""13-0000""","Summary","60.5","12.1","0.6","63.1","12.2","0.6","2.6","4.3","51","1"
"Business operations specialists","=""13-1000""","Summary","52.3","10.4","0.7","54.5","10.5","0.7","2.2","4.2","52","2"
"Buyers and purchasing agents","=""13-1020""","Line Item","13.2","2.6","2.7","12.5","2.4","2.7","-0.7","-5.5","54","3"
"Compliance officers","=""13-1041""","Line Item","1.0","0.2","0.3","1.1","0.2","0.3","0.1","5.0","58","3"
"Cost estimators","=""13-1051""","Line Item","1.6","0.3","0.7","1.6","0.3","0.7","0.0","-0.2","59","3"
"Human resources workers","=""13-1070""","Summary","3.1","0.6","0.3","3.2","0.6","0.3","0.1","2.9","60","3"
"Human resources specialists","=""13-1071""","Line Item","2.9","0.6","0.3","3.0","0.6","0.3","0.1","2.9","61","4"
"Labor relations specialists","=""13-1075""","Line Item","0.1","0.0","0.2","0.2","0.0","0.2","0.0","2.9","63","4"
"Logisticians and project management specialists","=""13-1080""","Summary","13.0","2.6","1.2","14.7","2.8","1.2","1.7","12.8","64","3"
"Logisticians","=""13-1081""","Line Item","8.0","1.6","3.8","9.4","1.8","3.8","1.4","17.6","65","4"
"Project management specialists","=""13-1082""","Line Item","5.0","1.0","0.6","5.3","1.0","0.6","0.3","5.0","66","4"
"Management analysts","=""13-1111""","Line Item","5.7","1.1","0.6","6.0","1.2","0.6","0.3","5.0","67","3"
"Meeting, convention, and event planners","=""13-1121""","Line Item","0.1","0.0","0.0","0.1","0.0","0.0","0.0","5.0","68","3"
