"Occupation Title","Occupation Code","Occupation Type","2022 Employment","2022 Percent of Industry","2022 Percent of Occupation","Projected 2032 Employment","Projected 2032 Percent of Industry","Projected 2032 Percent of Occupation","Employment Change, 2022-2032","Employment Percent Change, 2022-2032","Occupation Sort","Display Level"
"Total, all occupations","=""00-0000""","Summary","249.4","100.0","0.2","246.3","100.0","0.1","-3.1","-1.2","","0"
"Management occupations","=""11-0000""","Summary","10.1","4.0","0.1","10.5","4.3","0.1","0.4","4.0","2","1"
"Top executives","=""11-1000""","Summary","5.6","2.3","0.1","5.8","2.4","0.1","0.2","3.3","3","2"
"Chief executives","=""11-1011""","Line Item","0.2","0.1","0.1","0.2","0.1","0.1","0.0","-11.8","4","3"
"General and operations managers","=""11-1021""","Line Item","5.4","2.2","0.2","5.6","2.3","0.2","0.2","3.8","5","3"
"Advertising, marketing, promotions, public relations, and sales managers","=""11-2000""","Summary","0.7","0.3","0.1","0.7","0.3","0.1","0.0","3.8","7","2"
"Marketing and sales managers","=""11-2020""","Summary","0.7","0.3","0.1","0.7","0.3","0.1","0.0","3.8","9","3"
"Marketing managers","=""11-2021""","Line Item","0.1","0.0","0.0","0.1","0.0","0.0","0.0","3.8","10","4"
"Sales managers","=""11-2022""","Line Item","0.6","0.2","0.1","0.6","0.2","0.1","0.0","3.8","11","4"
"Operations specialties managers","=""11-3000""","Summary","3.3","1.3","0.1","3.5","1.4","0.1","0.2","5.2","15","2"
"Administrative services and facilities managers","=""11-3010""","Summary","0.2","0.1","0.1","0.3","0.1","0.1","0.0","3.8","16","3"
"Administrative services managers","=""11-3012""","Line Item","0.1","0.1","0.1","0.1","0.1","0.1","0.0","3.8","17","4"
"Facilities managers","=""11-3013""","Line Item","0.1","0.0","0.1","0.1","0.0","0.1","0.0","3.8","18","4"
"Computer and information systems managers","=""11-3021""","Line Item","0.1","0.0","0.0","0.1","0.0","0.0","0.0","11.0","19","3"
"Financial managers","=""11-3031""","Line Item","0.4","0.2","0.0","0.4","0.2","0.0","0.1","14.1","20","3"
"Industrial production managers","=""11-3051""","Line Item","2.1","0.8","0.9","2.2","0.9","1.0","0.1","3.8","21","3"
"Purchasing managers","=""11-3061""","Line Item","0.1","0.0","0.2","0.1","0.1","0.2","0.0","3.8","22","3"
"Transportation, storage, and distribution managers","=""11-3071""","Line Item","0.2","0.1","0.1","0.2","0.1","0.1","0.0","3.8","23","3"
"Human resources managers","=""11-3121""","Line Item","0.2","0.1","0.1","0.2","0.1","0.1","0.0","3.8","25","3"
"Other management occupations","=""11-9000""","Summary","0.5","0.2","0.0","0.5","0.2","0.0","0.0","4.8","27","2"
"Construction managers","=""11-9021""","Line Item","0.1","0.0","0.0","0.1","0.0","0.0","0.0","9.0","29","3"
"Architectural and engineering managers","=""11-9041""","Line Item","0.2","0.1","0.1","0.2","0.1","0.1","0.0","3.8","35","3"
"Managers, all other","=""11-9199""","Line Item","0.2","0.1","0.0","0.2","0.1","0.0","0.0","3.8","50","3"
"Business and financial operations occupations","=""13-0000""","Summary","5.5","2.2","0.1","5.6","2.3","0.0","0.1","1.1","51","1"
"Business operations specialists","=""13-1000""","Summary","4.3","1.7","0.1","4.3","1.8","0.1","0.0","0.3","52","2"
"Buyers and purchasing agents","=""13-1020""","Line Item","1.3","0.5","0.3","1.2","0.5","0.3","-0.1","-6.6","54","3"
"Cost estimators","=""13-1051""","Line Item","0.6","0.3","0.3","0.6","0.3","0.3","0.0","-1.4","59","3"
"Human resources workers","=""13-1070""","Summary","0.8","0.3","0.1","0.8","0.3","0.1","0.0","1.7","60","3"
"Human resources specialists","=""13-1071""","Line Item","0.8","0.3","0.1","0.8","0.3","0.1","0.0","1.7","61","4"
"Logisticians and project management specialists","=""13-1080""","Summary","0.8","0.3","0.1","0.8","0.3","0.1","0.0","6.1","64","3"
"Logisticians","=""13-1081""","Line Item","0.1","0.1","0.1","0.2","0.1","0.1","0.0","16.2","65","4"
"Project management specialists","=""13-1082""","Line Item","0.6","0.3","0.1","0.7","0.3","0.1","0.0","3.8","66","4"
"Training and development specialists","=""13-1151""","Line Item","0.2","0.1","0.0","0.2","0.1","0.0","0.0","3.8","71","3"
"Market research analysts and marketing specialists","=""13-1161""","Line Item","0.2","0.1","0.0","0.3","0.1","0.0","0.0","11.0","72","3"
"Business operations specialists, all other","=""13-1199""","Line Item","0.3","0.1","0.0","0.3","0.1","0.0","0.0","3.8","73","3"
"Financial specialists","=""13-2000""","Summary","1.2","0.5","0.0","1.2","0.5","0.0","0.0","3.7","74","2"
"Accountants and auditors","=""13-2011""","Line Item","1.1","0.4","0.1","1.1","0.5","0.1","0.0","3.8","75","3"
