"Occupation Title","Occupation Code","Occupation Type","2022 Employment","2022 Percent of Industry","2022 Percent of Occupation","Projected 2032 Employment","Projected 2032 Percent of Industry","Projected 2032 Percent of Occupation","Employment Change, 2022-2032","Employment Percent Change, 2022-2032","Occupation Sort","Display Level"
"Total, all occupations","=""00-0000""","Summary","450.5","100.0","0.3","469.2","100.0","0.3","18.7","4.1","","0"
"Management occupations","=""11-0000""","Summary","6.9","1.5","0.1","7.2","1.5","0.1","0.3","3.8","2","1"
"Top executives","=""11-1000""","Summary","2.7","0.6","0.1","2.7","0.6","0.1","0.1","2.8","3","2"
"Chief executives","=""11-1011""","Line Item","0.1","0.0","0.0","0.1","0.0","0.0","0.0","-12.2","4","3"
"General and operations managers","=""11-1021""","Line Item","2.6","0.6","0.1","2.7","0.6","0.1","0.1","3.3","5","3"
"Advertising, marketing, promotions, public relations, and sales managers","=""11-2000""","Summary","1.0","0.2","0.1","1.0","0.2","0.1","0.0","3.3","7","2"
"Marketing and sales managers","=""11-2020""","Summary","0.5","0.1","0.1","0.5","0.1","0.1","0.0","3.3","9","3"
"Marketing managers","=""11-2021""","Line Item","0.1","0.0","0.0","0.1","0.0","0.0","0.0","3.3","10","4"
"Sales managers","=""11-2022""","Line Item","0.4","0.1","0.1","0.4","0.1","0.1","0.0","3.3","11","4"
"Public relations and fundraising managers","=""11-2030""","Summary","0.5","0.1","0.4","0.5","0.1","0.4","0.0","3.3","12","3"
"Public relations managers","=""11-2032""","Line Item","0.5","0.1","0.6","0.5","0.1","0.6","0.0","3.3","13","4"
"Operations specialties managers","=""11-3000""","Summary","2.7","0.6","0.1","2.9","0.6","0.1","0.1","5.0","15","2"
"Administrative services and facilities managers","=""11-3010""","Summary","0.5","0.1","0.1","0.5","0.1","0.1","0.0","3.3","16","3"
"Administrative services managers","=""11-3012""","Line Item","0.2","0.1","0.1","0.2","0.1","0.1","0.0","3.3","17","4"
"Facilities managers","=""11-3013""","Line Item","0.3","0.1","0.2","0.3","0.1","0.2","0.0","3.3","18","4"
"Computer and information systems managers","=""11-3021""","Line Item","0.3","0.1","0.1","0.3","0.1","0.1","0.0","10.5","19","3"
"Financial managers","=""11-3031""","Line Item","0.3","0.1","0.0","0.3","0.1","0.0","0.0","13.6","20","3"
"Purchasing managers","=""11-3061""","Line Item","0.1","0.0","0.1","0.1","0.0","0.1","0.0","3.3","22","3"
"Transportation, storage, and distribution managers","=""11-3071""","Line Item","1.3","0.3","0.7","1.3","0.3","0.7","0.0","3.3","23","3"
"Human resources managers","=""11-3121""","Line Item","0.1","0.0","0.1","0.1","0.0","0.1","0.0","3.3","25","3"
"Training and development managers","=""11-3131""","Line Item","0.1","0.0","0.3","0.1","0.0","0.3","0.0","3.3","26","3"
"Other management occupations","=""11-9000""","Summary","0.5","0.1","0.0","0.6","0.1","0.0","0.0","3.4","27","2"
"Architectural and engineering managers","=""11-9041""","Line Item","0.1","0.0","0.0","0.1","0.0","0.0","0.0","3.3","35","3"
"Managers, all other","=""11-9199""","Line Item","0.4","0.1","0.0","0.5","0.1","0.0","0.0","3.3","50","3"
"Business and financial operations occupations","=""13-0000""","Summary","6.8","1.5","0.1","7.0","1.5","0.1","0.2","2.8","51","1"
"Business operations specialists","=""13-1000""","Summary","6.0","1.3","0.1","6.2","1.3","0.1","0.2","2.7","52","2"
"Buyers and purchasing agents","=""13-1020""","Line Item","0.6","0.1","0.1","0.5","0.1","0.1","0.0","-7.0","54","3"
"Compliance officers","=""13-1041""","Line Item","0.6","0.1","0.2","0.6","0.1","0.2","0.0","3.3","58","3"
"Human resources workers","=""13-1070""","Summary","0.8","0.2","0.1","0.8","0.2","0.1","0.0","1.2","60","3"
"Human resources specialists","=""13-1071""","Line Item","0.8","0.2","0.1","0.8","0.2","0.1","0.0","1.2","61","4"
"Logisticians and project management specialists","=""13-1080""","Summary","0.4","0.1","0.0","0.4","0.1","0.0","0.0","6.3","64","3"
"Logisticians","=""13-1081""","Line Item","0.1","0.0","0.0","0.1","0.0","0.0","0.0","15.7","65","4"
"Project management specialists","=""13-1082""","Line Item","0.3","0.1","0.0","0.3","0.1","0.0","0.0","3.3","66","4"
"Management analysts","=""13-1111""","Line Item","0.7","0.2","0.1","0.7","0.2","0.1","0.0","3.3","67","3"
"Compensation, benefits, and job analysis specialists","=""13-1141""","Line Item","0.1","0.0","0.1","0.1","0.0","0.1","0.0","3.3","70","3"
"Training and development specialists","=""13-1151""","Line Item","1.7","0.4","0.4","1.8","0.4","0.4","0.1","3.3","71","3"
"Market research analysts and marketing specialists","=""13-1161""","Line Item","0.4","0.1","0.0","0.4","0.1","0.0","0.0","10.5","72","3"
"Business operations specialists, all other","=""13-1199""","Line Item","0.7","0.2","0.1","0.7","0.2","0.1","0.0","3.3","73","3"
"Financial specialists","=""13-2000""","Summary","0.8","0.2","0.0","0.8","0.2","0.0","0.0","3.3","74","2"
"Accountants and auditors","=""13-2011""","Line Item","0.6","0.1","0.0","0.6","0.1","0.0","0.0","3.3","75","3"
"Financial analysts and advisors","=""13-2050""","Summary","0.2","0.0","0.0","0.2","0.0","0.0","0.0","3.3","79","3"
"Financial and investment analysts","=""13-2051""","Line Item","0.2","0.0","0.1","0.2","0.0","0.1","0.0","3.3","80","4"
