"Occupation Title","Occupation Code","Occupation Type","2022 Employment","2022 Percent of Industry","2022 Percent of Occupation","Projected 2032 Employment","Projected 2032 Percent of Industry","Projected 2032 Percent of Occupation","Employment Change, 2022-2032","Employment Percent Change, 2022-2032","Occupation Sort","Display Level"
"Total, all occupations","=""00-0000""","Summary","89.2","100.0","0.1","89.8","100.0","0.1","0.6","0.6","","0"
"Management occupations","=""11-0000""","Summary","8.7","9.8","0.1","9.1","10.2","0.1","0.4","4.9","2","1"
"Top executives","=""11-1000""","Summary","2.8","3.1","0.1","2.9","3.2","0.1","0.1","2.8","3","2"
"Chief executives","=""11-1011""","Line Item","0.2","0.3","0.1","0.2","0.2","0.1","0.0","-11.5","4","3"
"General and operations managers","=""11-1021""","Line Item","2.5","2.9","0.1","2.7","3.0","0.1","0.1","4.1","5","3"
"Advertising, marketing, promotions, public relations, and sales managers","=""11-2000""","Summary","1.2","1.3","0.1","1.2","1.4","0.1","0.0","4.1","7","2"
"Marketing and sales managers","=""11-2020""","Summary","1.2","1.3","0.1","1.2","1.4","0.1","0.0","4.1","9","3"
"Marketing managers","=""11-2021""","Line Item","0.3","0.4","0.1","0.3","0.4","0.1","0.0","4.1","10","4"
"Sales managers","=""11-2022""","Line Item","0.8","1.0","0.2","0.9","1.0","0.2","0.0","4.1","11","4"
"Operations specialties managers","=""11-3000""","Summary","3.2","3.6","0.1","3.4","3.8","0.1","0.2","7.5","15","2"
"Administrative services and facilities managers","=""11-3010""","Summary","0.2","0.3","0.1","0.2","0.3","0.1","0.0","4.1","16","3"
"Administrative services managers","=""11-3012""","Line Item","0.1","0.2","0.1","0.1","0.2","0.1","0.0","4.1","17","4"
"Facilities managers","=""11-3013""","Line Item","0.1","0.1","0.1","0.1","0.1","0.1","0.0","4.1","18","4"
"Computer and information systems managers","=""11-3021""","Line Item","0.6","0.7","0.1","0.7","0.8","0.1","0.1","11.4","19","3"
