"Occupation Title","Occupation Code","Occupation Type","2022 Employment","2022 Percent of Industry","2022 Percent of Occupation","Projected 2032 Employment","Projected 2032 Percent of Industry","Projected 2032 Percent of Occupation","Employment Change, 2022-2032","Employment Percent Change, 2022-2032","Occupation Sort","Display Level"
"Total, all occupations","=""00-0000""","Summary","56.5","100.0","0.0","56.6","100.0","0.0","0.1","0.1","","0"
"Management occupations","=""11-0000""","Summary","5.2","9.2","0.0","5.5","9.7","0.0","0.3","6.4","2","1"
"Top executives","=""11-1000""","Summary","3.3","5.8","0.1","3.5","6.1","0.1","0.2","5.4","3","2"
"Chief executives","=""11-1011""","Line Item","0.1","0.2","0.0","0.1","0.2","0.0","0.0","-10.0","4","3"
"General and operations managers","=""11-1021""","Line Item","3.2","5.7","0.1","3.4","6.0","0.1","0.2","5.9","5","3"
"Advertising, marketing, promotions, public relations, and sales managers","=""11-2000""","Summary","0.2","0.4","0.0","0.2","0.4","0.0","0.0","5.9","7","2"
"Marketing and sales managers","=""11-2020""","Summary","0.2","0.3","0.0","0.2","0.3","0.0","0.0","5.9","9","3"
"Marketing managers","=""11-2021""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","5.9","10","4"
"Sales managers","=""11-2022""","Line Item","0.1","0.2","0.0","0.1","0.2","0.0","0.0","5.9","11","4"
"Operations specialties managers","=""11-3000""","Summary","1.1","1.9","0.0","1.2","2.0","0.0","0.1","9.1","15","2"
"Administrative services and facilities managers","=""11-3010""","Summary","0.2","0.3","0.0","0.2","0.3","0.0","0.0","5.9","16","3"
"Administrative services managers","=""11-3012""","Line Item","0.1","0.2","0.0","0.1","0.2","0.0","0.0","5.9","17","4"
"Facilities managers","=""11-3013""","Line Item","0.1","0.2","0.1","0.1","0.2","0.1","0.0","5.9","18","4"
"Computer and information systems managers","=""11-3021""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","13.3","19","3"
"Financial managers","=""11-3031""","Line Item","0.3","0.5","0.0","0.3","0.6","0.0","0.0","16.5","20","3"
"Industrial production managers","=""11-3051""","Line Item","0.5","0.8","0.2","0.5","0.8","0.2","0.0","5.9","21","3"
"Other management occupations","=""11-9000""","Summary","0.6","1.1","0.0","0.7","1.2","0.0","0.0","7.6","27","2"
"Construction managers","=""11-9021""","Line Item","0.2","0.4","0.0","0.2","0.4","0.0","0.0","11.2","29","3"
"Architectural and engineering managers","=""11-9041""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","5.9","35","3"
"Managers, all other","=""11-9199""","Line Item","0.3","0.6","0.0","0.3","0.6","0.0","0.0","5.9","50","3"
"Business and financial operations occupations","=""13-0000""","Summary","1.9","3.4","0.0","2.0","3.5","0.0","0.1","5.4","51","1"
"Business operations specialists","=""13-1000""","Summary","1.3","2.3","0.0","1.4","2.4","0.0","0.1","5.2","52","2"
"Buyers and purchasing agents","=""13-1020""","Line Item","0.1","0.2","0.0","0.1","0.2","0.0","0.0","-4.7","54","3"
"Compliance officers","=""13-1041""","Line Item","0.2","0.3","0.0","0.2","0.3","0.0","0.0","5.9","58","3"
