"Occupation Title","Occupation Code","Occupation Type","2022 Employment","2022 Percent of Industry","2022 Percent of Occupation","Projected 2032 Employment","Projected 2032 Percent of Industry","Projected 2032 Percent of Occupation","Employment Change, 2022-2032","Employment Percent Change, 2022-2032","Occupation Sort","Display Level"
"Buyers and purchasing agents","=""13-1020""","Line Item","0.7","0.3","0.1","0.7","0.3","0.1","0.0","-6.5","54","3"
"Compliance officers","=""13-1041""","Line Item","0.5","0.2","0.1","0.5","0.2","0.1","0.0","3.8","58","3"
"Cost estimators","=""13-1051""","Line Item","0.3","0.1","0.1","0.3","0.1","0.1","0.0","-1.4","59","3"
"Human resources workers","=""13-1070""","Summary","1.1","0.4","0.1","1.1","0.4","0.1","0.0","1.8","60","3"
"Human resources specialists","=""13-1071""","Line Item","1.1","0.4","0.1","1.1","0.4","0.1","0.0","1.8","61","4"
"Logisticians and project management specialists","=""13-1080""","Summary","2.5","1.0","0.2","2.7","1.0","0.2","0.2","6.2","64","3"
"Logisticians","=""13-1081""","Line Item","0.5","0.2","0.2","0.6","0.2","0.2","0.1","16.3","65","4"
"Management analysts","=""13-1111""","Line Item","0.2","0.1","0.0","0.2","0.1","0.0","0.0","3.8","67","3"
"Compensation, benefits, and job analysis specialists","=""13-1141""","Line Item","0.1","0.0","0.1","0.1","0.0","0.1","0.0","3.8","70","3"
"Training and development specialists","=""13-1151""","Line Item","0.2","0.1","0.1","0.2","0.1","0.1","0.0","3.8","71","3"
"Market research analysts and marketing specialists","=""13-1161""","Line Item","0.2","0.1","0.0","0.2","0.1","0.0","0.0","11.1","72","3"
"Business operations specialists, all other","=""13-1199""","Line Item","1.1","0.4","0.1","1.2","0.4","0.1","0.0","3.8","73","3"
"Financial specialists","=""13-2000""","Summary","2.1","0.8","0.1","2.2","0.8","0.1","0.1","3.8","74","2"
"Accountants and auditors","=""13-2011""","Line Item","2.0","0.8","0.1","2.1","0.8","0.1","0.1","3.8","75","3"
"Financial analysts and advisors","=""13-2050""","Summary","0.1","0.0","0.0","0.1","0.0","0.0","0.0","3.8","79","3"
"Financial and investment analysts","=""13-2051""","Line Item","0.1","0.0","0.0","0.1","0.0","0.0","0.0","3.8","80","4"
"Computer and mathematical occupations","=""15-0000""","Summary","1.3","0.5","0.0","1.4","0.5","0.0","0.1","7.2","92","1"
"Computer occupations","=""15-1200""","Summary","1.2","0.5","0.0","1.3","0.5","0.0","0.1","5.7","93","2"
"Computer and information analysts","=""15-1210""","Summary","0.1","0.0","0.0","0.1","0.0","0.0","0.0","4.8","94","3"
"Computer systems analysts","=""15-1211""","Line Item","0.1","0.0","0.0","0.1","0.0","0.0","0.0","3.8","95","4"
"Computer support specialists","=""15-1230""","Summary","0.3","0.1","0.0","0.3","0.1","0.0","0.0","0.2","98","3"
"Computer user support specialists","=""15-1232""","Line Item","0.3","0.1","0.0","0.3","0.1","0.0","0.0","-0.3","100","4"
"Database and network administrators and architects","=""15-1240""","Summary","0.3","0.1","0.0","0.3","0.1","0.0","0.0","-0.6","101","3"
"Network and computer systems administrators","=""15-1244""","Line Item","0.2","0.1","0.1","0.2","0.1","0.1","0.0","-1.4","105","4"
"Software and web developers, programmers, and testers","=""15-1250""","Summary","0.3","0.1","0.0","0.3","0.1","0.0","0.1","18.7","106","3"
"Software developers","=""15-1252""","Line Item","0.3","0.1","0.0","0.3","0.1","0.0","0.1","19.4","108","4"
"Computer occupations, all other","=""15-1299""","Line Item","0.3","0.1","0.1","0.3","0.1","0.1","0.0","3.8","112","3"
"Mathematical science occupations","=""15-2000""","Summary","0.1","0.0","0.0","0.1","0.0","0.0","0.0","24.8","113","2"
"Architecture and engineering occupations","=""17-0000""","Summary","9.1","3.5","0.3","9.4","3.5","0.3","0.4","4.2","120","1"
"Architects, surveyors, and cartographers","=""17-1000""","Summary","0.2","0.1","0.1","0.2","0.1","0.1","0.0","3.8","121","2"
"Surveyors, cartographers, and photogrammetrists","=""17-1020""","Summary","0.2","0.1","0.4","0.2","0.1","0.3","0.0","3.8","125","3"
"Surveyors","=""17-1022""","Line Item","0.2","0.1","0.4","0.2","0.1","0.4","0.0","3.8","127","4"
"Engineers","=""17-2000""","Summary","6.1","2.4","0.4","6.4","2.4","0.3","0.3","4.9","128","2"
"Civil engineers","=""17-2051""","Line Item","0.3","0.1","0.1","0.3","0.1","0.1","0.0","3.8","133","3"
"Electrical and electronics engineers","=""17-2070""","Summary","0.1","0.0","0.0","0.1","0.1","0.0","0.0","3.8","135","3"
"Electrical engineers","=""17-2071""","Line Item","0.1","0.0","0.0","0.1","0.0","0.0","0.0","3.8","136","4"
"Electronics engineers, except computer","=""17-2072""","Line Item","0.1","0.0","0.0","0.1","0.0","0.0","0.0","3.8","137","4"
"Environmental engineers","=""17-2081""","Line Item","0.1","0.0","0.2","0.1","0.0","0.2","0.0","4.9","138","3"
"Industrial engineers, including health and safety","=""17-2110""","Summary","0.5","0.2","0.1","0.5","0.2","0.1","0.0","8.2","139","3"
"Health and safety engineers, except mining safety engineers and inspectors","=""17-2111""","Line Item","0.2","0.1","1.1","0.3","0.1","1.1","0.0","3.8","140","4"
"Industrial engineers","=""17-2112""","Line Item","0.2","0.1","0.1","0.2","0.1","0.1","0.0","13.2","141","4"
"Materials engineers","=""17-2131""","Line Item","0.1","0.0","0.2","0.1","0.0","0.2","0.0","3.8","143","3"
"Mechanical engineers","=""17-2141""","Line Item","0.5","0.2","0.2","0.6","0.2","0.2","0.1","12.1","144","3"
"Mining and geological engineers, including mining safety engineers","=""17-2151""","Line Item","0.5","0.2","6.3","0.5","0.2","6.5","0.0","3.8","145","3"
"Petroleum engineers","=""17-2171""","Line Item","3.4","1.3","16.1","3.6","1.3","16.3","0.1","3.8","147","3"
"Engineers, all other","=""17-2199""","Line Item","0.6","0.2","0.4","0.7","0.3","0.4","0.0","3.8","148","3"
"Drafters, engineering technicians, and mapping technicians","=""17-3000""","Summary","2.7","1.0","0.4","2.8","1.0","0.4","0.1","2.8","149","2"
"Drafters","=""17-3010""","Summary","0.1","0.1","0.1","0.1","0.0","0.1","0.0","-5.9","150","3"
"Drafters, all other","=""17-3019""","Line Item","0.1","0.0","0.5","0.1","0.0","0.5","0.0","-6.5","154","4"
"Engineering technologists and technicians, except drafters","=""17-3020""","Summary","2.1","0.8","0.5","2.2","0.8","0.5","0.1","3.1","155","3"
"Electrical and electronic engineering technologists and technicians","=""17-3023""","Line Item","0.5","0.2","0.5","0.5","0.2","0.5","0.0","3.8","158","4"
"Electro-mechanical and mechatronics technologists and technicians","=""17-3024""","Line Item","0.2","0.1","1.3","0.2","0.1","1.3","0.0","-3.4","159","4"
"Mechanical engineering technologists and technicians","=""17-3027""","Line Item","0.1","0.1","0.4","0.2","0.1","0.4","0.0","3.8","162","4"
"Calibration technologists and technicians","=""17-3028""","Line Item","0.5","0.2","4.3","0.5","0.2","4.3","0.0","3.8","163","4"
"Engineering technologists and technicians, except drafters, all other","=""17-3029""","Line Item","0.8","0.3","1.0","0.8","0.3","1.0","0.0","3.8","164","4"
"Surveying and mapping technicians","=""17-3031""","Line Item","0.5","0.2","0.7","0.5","0.2","0.7","0.0","3.8","165","3"
"Life, physical, and social science occupations","=""19-0000""","Summary","5.3","2.0","0.4","5.6","2.1","0.4","0.3","6.5","166","1"
"Physical scientists","=""19-2000""","Summary","1.6","0.6","0.6","1.6","0.6","0.6","0.1","3.9","184","2"
"Environmental scientists and geoscientists","=""19-2040""","Summary","1.5","0.6","1.4","1.6","0.6","1.3","0.1","3.9","192","3"
"Geoscientists, except hydrologists and geographers","=""19-2042""","Line Item","1.5","0.6","5.7","1.6","0.6","5.6","0.1","3.8","194","4"
"Life, physical, and social science technicians","=""19-4000""","Summary","1.2","0.5","0.3","1.2","0.4","0.3","-0.1","-4.1","213","2"
"Chemical technicians","=""19-4031""","Line Item","0.2","0.1","0.3","0.2","0.1","0.3","0.0","3.8","218","3"
"Environmental science and geoscience technicians","=""19-4040""","Summary","1.0","0.4","2.1","0.9","0.4","1.9","-0.1","-6.0","219","3"
"Environmental science and protection technicians, including health","=""19-4042""","Line Item","0.1","0.0","0.1","0.1","0.0","0.1","0.0","3.8","220","4"
"Geological technicians, except hydrologic technicians","=""19-4043""","Line Item","0.8","0.3","8.9","0.8","0.3","8.1","-0.1","-6.5","221","4"
"Miscellaneous life, physical, and social science technicians","=""19-4090""","Summary","0.1","0.0","0.1","0.1","0.0","0.1","0.0","3.8","226","3"
"Life, physical, and social science technicians, all other","=""19-4099""","Line Item","0.1","0.0","0.1","0.1","0.0","0.1","0.0","3.8","228","4"
"Occupational health and safety specialists and technicians","=""19-5000""","Summary","2.3","0.9","1.7","2.7","1.0","1.7","0.3","14.1","229","2"
"Occupational health and safety specialists","=""19-5011""","Line Item","2.0","0.8","1.8","2.3","0.9","1.8","0.3","15.3","230","3"
"Occupational health and safety technicians","=""19-5012""","Line Item","0.3","0.1","1.3","0.3","0.1","1.3","0.0","7.0","231","3"
"Legal occupations","=""23-0000""","Summary","0.3","0.1","0.0","0.4","0.1","0.0","0.0","6.2","255","1"
"Lawyers, judges, and related workers","=""23-1000""","Summary","0.2","0.1","0.0","0.2","0.1","0.0","0.0","9.0","256","2"
"Lawyers and judicial law clerks","=""23-1010""","Summary","0.2","0.1","0.0","0.2","0.1","0.0","0.0","9.0","257","3"
"Lawyers","=""23-1011""","Line Item","0.2","0.1","0.0","0.2","0.1","0.0","0.0","9.0","258","4"
"Legal support workers","=""23-2000""","Summary","0.2","0.1","0.0","0.2","0.1","0.0","0.0","3.8","264","2"
"Miscellaneous legal support workers","=""23-2090""","Summary","0.2","0.1","0.1","0.2","0.1","0.1","0.0","3.8","266","3"
"Title examiners, abstractors, and searchers","=""23-2093""","Line Item","0.1","0.1","0.2","0.2","0.1","0.2","0.0","3.8","267","4"
"Arts, design, entertainment, sports, and media occupations","=""27-0000""","Summary","0.1","0.0","0.0","0.1","0.0","0.0","0.0","3.8","355","1"
"Media and communication workers","=""27-3000""","Summary","0.1","0.0","0.0","0.1","0.0","0.0","0.0","3.8","389","2"
"Public relations specialists","=""27-3031""","Line Item","0.1","0.0","0.0","0.1","0.0","0.0","0.0","3.8","392","3"
"Protective service occupations","=""33-0000""","Summary","0.6","0.2","0.0","0.6","0.2","0.0","0.0","-3.1","522","1"
"Other protective service workers","=""33-9000""","Summary","0.5","0.2","0.0","0.5","0.2","0.0","0.0","-4.0","546","2"
"Security guards and gambling surveillance officers","=""33-9030""","Summary","0.5","0.2","0.0","0.5","0.2","0.0","0.0","-4.5","549","3"
"Security guards","=""33-9032""","Line Item","0.5","0.2","0.0","0.5","0.2","0.0","0.0","-4.5","551","4"
"Food preparation and serving related occupations","=""35-0000""","Summary","0.1","0.0","0.0","0.1","0.0","0.0","0.0","3.8","558","1"
"Cooks and food preparation workers","=""35-2000""","Summary","0.1","0.0","0.0","0.1","0.0","0.0","0.0","3.8","562","2"
"Cooks","=""35-2010""","Summary","0.1","0.0","0.0","0.1","0.0","0.0","0.0","3.8","563","3"
"Cooks, institution and cafeteria","=""35-2012""","Line Item","0.1","0.0","0.0","0.1","0.0","0.0","0.0","3.8","565","4"
"Building and grounds cleaning and maintenance occupations","=""37-0000""","Summary","0.6","0.2","0.0","0.7","0.2","0.0","0.0","3.2","581","1"
"Building cleaning and pest control workers","=""37-2000""","Summary","0.4","0.2","0.0","0.4","0.2","0.0","0.0","2.9","585","2"
"Building cleaning workers","=""37-2010""","Summary","0.4","0.2","0.0","0.4","0.2","0.0","0.0","2.9","586","3"
"Janitors and cleaners, except maids and housekeeping cleaners","=""37-2011""","Line Item","0.4","0.1","0.0","0.4","0.2","0.0","0.0","2.8","587","4"
"Grounds maintenance workers","=""37-3000""","Summary","0.2","0.1","0.0","0.2","0.1","0.0","0.0","3.8","591","2"
"Landscaping and groundskeeping workers","=""37-3011""","Line Item","0.1","0.0","0.0","0.1","0.0","0.0","0.0","3.8","592","3"
"Sales and related occupations","=""41-0000""","Summary","6.6","2.5","0.0","6.8","2.6","0.0","0.3","3.8","644","1"
"Supervisors of sales workers","=""41-1000""","Summary","0.2","0.1","0.0","0.2","0.1","0.0","0.0","3.8","645","2"
"First-line supervisors of non-retail sales workers","=""41-1012""","Line Item","0.2","0.1","0.0","0.2","0.1","0.0","0.0","3.8","647","3"
"Retail sales workers","=""41-2000""","Summary","0.1","0.0","0.0","0.1","0.0","0.0","0.0","3.8","648","2"
"Sales representatives, services","=""41-3000""","Summary","4.7","1.8","0.2","4.9","1.8","0.2","0.2","3.8","656","2"
"Sales representatives of services, except advertising, insurance, financial services, and travel","=""41-3091""","Line Item","4.7","1.8","0.4","4.9","1.8","0.4","0.2","3.8","661","3"
"Sales representatives, wholesale and manufacturing","=""41-4000""","Summary","0.8","0.3","0.0","0.8","0.3","0.1","0.0","3.8","662","2"
"Sales representatives, wholesale and manufacturing, technical and scientific products","=""41-4011""","Line Item","0.2","0.1","0.1","0.3","0.1","0.1","0.0","3.8","663","3"
"Sales representatives, wholesale and manufacturing, except technical and scientific products","=""41-4012""","Line Item","0.6","0.2","0.0","0.6","0.2","0.0","0.0","3.8","664","3"
"Other sales and related workers","=""41-9000""","Summary","0.8","0.3","0.1","0.8","0.3","0.1","0.0","3.8","665","2"
"Sales engineers","=""41-9031""","Line Item","0.2","0.1","0.4","0.2","0.1","0.4","0.0","3.8","672","3"
"Miscellaneous sales and related workers","=""41-9090""","Summary","0.1","0.0","0.0","0.1","0.0","0.0","0.0","3.8","674","3"
"Sales and related workers, all other","=""41-9099""","Line Item","0.1","0.0","0.0","0.1","0.0","0.0","0.0","3.8","676","4"
"Office and administrative support occupations","=""43-0000""","Summary","19.1","7.3","0.1","17.6","6.6","0.1","-1.5","-7.9","677","1"
"Supervisors of office and administrative support workers","=""43-1000""","Summary","1.5","0.6","0.1","1.4","0.5","0.1","-0.1","-6.5","678","2"
"First-line supervisors of office and administrative support workers","=""43-1011""","Line Item","1.5","0.6","0.1","1.4","0.5","0.1","-0.1","-6.5","679","3"
"Financial clerks","=""43-3000""","Summary","3.9","1.5","0.1","3.6","1.3","0.1","-0.3","-8.5","684","2"
"Billing and posting clerks","=""43-3021""","Line Item","0.3","0.1","0.1","0.2","0.1","0.1","0.0","-6.5","686","3"
"Bookkeeping, accounting, and auditing clerks","=""43-3031""","Line Item","2.8","1.1","0.2","2.7","1.0","0.2","-0.2","-6.5","687","3"
"Payroll and timekeeping clerks","=""43-3051""","Line Item","0.7","0.3","0.4","0.6","0.2","0.4","-0.1","-16.9","689","3"
"Procurement clerks","=""43-3061""","Line Item","0.1","0.0","0.1","0.1","0.0","0.1","0.0","-6.5","690","3"
"Information and record clerks","=""43-4000""","Summary","0.8","0.3","0.0","0.7","0.3","0.0","-0.1","-7.4","693","2"
"Customer service representatives","=""43-4051""","Line Item","0.4","0.2","0.0","0.4","0.1","0.0","0.0","-6.5","698","3"
"File clerks","=""43-4071""","Line Item","0.1","0.0","0.1","0.1","0.0","0.1","0.0","-16.9","700","3"
"Human resources assistants, except payroll and timekeeping","=""43-4161""","Line Item","0.1","0.0","0.1","0.1","0.0","0.1","0.0","-6.5","707","3"
"Receptionists and information clerks","=""43-4171""","Line Item","0.2","0.1","0.0","0.1","0.1","0.0","0.0","-7.6","708","3"
"Material recording, scheduling, dispatching, and distributing workers","=""43-5000""","Summary","2.4","0.9","0.1","2.4","0.9","0.1","0.0","-1.3","711","2"
"Dispatchers","=""43-5030""","Summary","1.3","0.5","0.4","1.3","0.5","0.4","0.0","-1.4","714","3"
"Dispatchers, except police, fire, and ambulance","=""43-5032""","Line Item","1.3","0.5","0.6","1.3","0.5","0.6","0.0","-1.4","716","4"
"Production, planning, and expediting clerks","=""43-5061""","Line Item","0.5","0.2","0.1","0.5","0.2","0.1","0.0","3.8","722","3"
"Shipping, receiving, and inventory clerks","=""43-5071""","Line Item","0.5","0.2","0.1","0.5","0.2","0.1","0.0","-6.5","723","3"
"Secretaries and administrative assistants","=""43-6000""","Summary","4.4","1.7","0.1","3.8","1.4","0.1","-0.6","-13.2","725","2"
"Executive secretaries and executive administrative assistants","=""43-6011""","Line Item","0.6","0.2","0.1","0.5","0.2","0.1","-0.1","-22.1","726","3"
"Secretaries and administrative assistants, except legal, medical, and executive","=""43-6014""","Line Item","3.8","1.5","0.2","3.3","1.3","0.2","-0.4","-11.7","729","3"
"Other office and administrative support workers","=""43-9000""","Summary","6.1","2.3","0.2","5.6","2.1","0.2","-0.4","-6.9","730","2"
"Data entry and information processing workers","=""43-9020""","Summary","0.1","0.0","0.0","0.0","0.0","0.0","0.0","-27.3","731","3"
"Data entry keyers","=""43-9021""","Line Item","0.1","0.0","0.0","0.0","0.0","0.0","0.0","-27.3","732","4"
"Office clerks, general","=""43-9061""","Line Item","5.7","2.2","0.2","5.3","2.0","0.2","-0.4","-6.5","737","3"
"Office and administrative support workers, all other","=""43-9199""","Line Item","0.3","0.1","0.1","0.3","0.1","0.1","0.0","-8.6","741","3"
"Construction and extraction occupations","=""47-0000""","Summary","120.8","46.4","1.6","123.9","46.6","1.6","3.2","2.6","763","1"
"Supervisors of construction and extraction workers","=""47-1000""","Summary","16.6","6.4","2.0","17.2","6.5","2.1","0.6","3.8","764","2"
"First-line supervisors of construction trades and extraction workers","=""47-1011""","Line Item","16.6","6.4","2.0","17.2","6.5","2.1","0.6","3.8","765","3"
"Construction trades workers","=""47-2000""","Summary","15.0","5.8","0.3","15.6","5.9","0.3","0.6","3.8","766","2"
"Carpenters","=""47-2031""","Line Item","0.3","0.1","0.0","0.3","0.1","0.0","0.0","3.8","771","3"
"Cement masons, concrete finishers, and terrazzo workers","=""47-2050""","Summary","0.1","0.0","0.1","0.1","0.0","0.1","0.0","-6.5","777","3"
"Cement masons and concrete finishers","=""47-2051""","Line Item","0.1","0.0","0.1","0.1","0.0","0.1","0.0","-6.5","778","4"
"Construction laborers","=""47-2061""","Line Item","5.7","2.2","0.4","5.9","2.2","0.4","0.2","3.8","780","3"
"Construction equipment operators","=""47-2070""","Summary","5.7","2.2","1.2","5.9","2.2","1.2","0.2","3.8","781","3"
"Operating engineers and other construction equipment operators","=""47-2073""","Line Item","5.6","2.2","1.3","5.8","2.2","1.3","0.2","3.8","784","4"
"Electricians","=""47-2111""","Line Item","1.4","0.6","0.2","1.5","0.6","0.2","0.1","3.8","788","3"
"Insulation workers","=""47-2130""","Summary","0.2","0.1","0.4","0.2","0.1","0.4","0.0","3.8","790","3"
"Insulation workers, mechanical","=""47-2132""","Line Item","0.2","0.1","0.8","0.2","0.1","0.8","0.0","3.8","792","4"
"Painters and paperhangers","=""47-2140""","Summary","0.4","0.2","0.1","0.4","0.2","0.1","0.0","3.8","793","3"
"Painters, construction and maintenance","=""47-2141""","Line Item","0.4","0.2","0.1","0.4","0.2","0.1","0.0","3.8","794","4"
"Pipelayers, plumbers, pipefitters, and steamfitters","=""47-2150""","Summary","1.0","0.4","0.2","1.0","0.4","0.2","0.0","3.8","796","3"
"Plumbers, pipefitters, and steamfitters","=""47-2152""","Line Item","0.9","0.4","0.2","1.0","0.4","0.2","0.0","3.8","798","4"
"Helpers, construction trades","=""47-3000""","Summary","0.6","0.2","0.3","0.7","0.3","0.3","0.0","3.8","805","2"
"Helpers--electricians","=""47-3013""","Line Item","0.1","0.0","0.2","0.1","0.0","0.2","0.0","3.8","808","3"
"Helpers--pipelayers, plumbers, pipefitters, and steamfitters","=""47-3015""","Line Item","0.4","0.1","0.8","0.4","0.1","0.8","0.0","3.8","810","3"
"Helpers, construction trades, all other","=""47-3019""","Line Item","0.2","0.1","0.6","0.2","0.1","0.6","0.0","3.8","812","3"
"Other construction and related workers","=""47-4000""","Summary","1.2","0.5","0.2","1.2","0.5","0.2","0.0","2.0","813","2"
"Construction and building inspectors","=""47-4011""","Line Item","0.4","0.2","0.3","0.4","0.2","0.3","0.0","-1.4","814","3"
"Miscellaneous construction and related workers","=""47-4090""","Line Item","0.6","0.2","1.8","0.6","0.2","1.8","0.0","3.8","821","3"
"Extraction workers","=""47-5000""","Summary","87.4","33.6","41.7","89.3","33.6","43.0","1.9","2.2","822","2"
"Derrick, rotary drill, and service unit operators, oil and gas","=""47-5010""","Summary","46.1","17.7","71.4","46.4","17.5","71.8","0.3","0.7","823","3"
"Derrick operators, oil and gas","=""47-5011""","Line Item","9.2","3.5","77.6","9.3","3.5","77.8","0.1","0.7","824","4"
"Rotary drill operators, oil and gas","=""47-5012""","Line Item","9.6","3.7","72.8","9.7","3.6","73.2","0.1","0.7","825","4"
"Service unit operators, oil and gas","=""47-5013""","Line Item","27.3","10.5","69.1","27.5","10.3","69.4","0.2","0.7","826","4"
"Surface mining machine operators and earth drillers","=""47-5020""","Summary","3.8","1.5","6.8","4.0","1.5","7.2","0.1","3.8","827","3"
"Excavating and loading machine and dragline operators, surface mining","=""47-5022""","Line Item","0.6","0.2","1.7","0.6","0.2","1.8","0.0","3.8","828","4"
"Earth drillers, except oil and gas","=""47-5023""","Line Item","3.2","1.2","15.8","3.4","1.3","16.1","0.1","3.8","829","4"
"Explosives workers, ordnance handling experts, and blasters","=""47-5032""","Line Item","0.5","0.2","9.6","0.5","0.2","9.9","0.0","3.8","830","3"
"Underground mining machine operators","=""47-5040""","Summary","0.9","0.3","3.9","0.9","0.4","4.4","0.0","3.8","831","3"
"Continuous mining machine operators","=""47-5041""","Line Item","0.5","0.2","3.8","0.6","0.2","4.1","0.0","3.8","832","4"
"Roof bolters, mining","=""47-5043""","Line Item","0.1","0.0","3.9","0.1","0.0","5.7","0.0","3.8","833","4"
"Loading and moving machine operators, underground mining","=""47-5044""","Line Item","0.2","0.1","3.2","0.2","0.1","4.0","0.0","3.8","834","4"
"Underground mining machine operators, all other","=""47-5049""","Line Item","0.1","0.1","5.7","0.1","0.1","6.8","0.0","3.8","835","4"
"Roustabouts, oil and gas","=""47-5071""","Line Item","31.1","11.9","73.8","32.3","12.1","74.5","1.2","3.8","837","3"
"Helpers--extraction workers","=""47-5081""","Line Item","3.2","1.2","44.3","3.3","1.2","45.6","0.1","3.8","838","3"
"Extraction workers, all other","=""47-5099""","Line Item","1.8","0.7","26.8","1.8","0.7","28.3","0.1","3.8","839","3"
"Installation, maintenance, and repair occupations","=""49-0000""","Summary","21.4","8.2","0.3","22.1","8.3","0.3","0.7","3.5","840","1"
"Supervisors of installation, maintenance, and repair workers","=""49-1000""","Summary","2.5","0.9","0.4","2.6","1.0","0.4","0.1","3.8","841","2"
"First-line supervisors of mechanics, installers, and repairers","=""49-1011""","Line Item","2.5","0.9","0.4","2.6","1.0","0.4","0.1","3.8","842","3"
"Electrical and electronic equipment mechanics, installers, and repairers","=""49-2000""","Summary","1.4","0.5","0.3","1.4","0.5","0.3","0.0","1.5","843","2"
"Miscellaneous electrical and electronic equipment mechanics, installers, and repairers","=""49-2090""","Summary","1.4","0.5","0.6","1.4","0.5","0.6","0.0","1.4","848","3"
"Electric motor, power tool, and related repairers","=""49-2092""","Line Item","0.2","0.1","1.5","0.3","0.1","1.5","0.0","3.8","850","4"
"Electrical and electronics repairers, commercial and industrial equipment","=""49-2094""","Line Item","1.1","0.4","2.0","1.1","0.4","2.0","0.0","0.7","852","4"
"Vehicle and mobile equipment mechanics, installers, and repairers","=""49-3000""","Summary","2.9","1.1","0.2","3.0","1.1","0.2","0.1","2.2","857","2"
"Automotive technicians and repairers","=""49-3020""","Summary","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-0.3","859","3"
"Automotive service technicians and mechanics","=""49-3023""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-0.3","862","4"
"Bus and truck mechanics and diesel engine specialists","=""49-3031""","Line Item","1.4","0.5","0.5","1.4","0.5","0.5","0.0","0.7","863","3"
"Heavy vehicle and mobile equipment service technicians and mechanics","=""49-3040""","Summary","1.4","0.5","0.6","1.4","0.5","0.6","0.1","3.8","864","3"
"Mobile heavy equipment mechanics, except engines","=""49-3042""","Line Item","1.4","0.5","0.8","1.4","0.5","0.8","0.1","3.8","866","4"
"Other installation, maintenance, and repair occupations","=""49-9000""","Summary","14.6","5.6","0.4","15.1","5.7","0.4","0.6","3.8","876","2"
"Control and valve installers and repairers","=""49-9010""","Summary","2.0","0.8","2.7","2.1","0.8","2.7","0.1","3.8","877","3"
"Control and valve installers and repairers, except mechanical door","=""49-9012""","Line Item","2.0","0.8","4.2","2.1","0.8","4.4","0.1","3.8","879","4"
