"Occupation Title","Occupation Code","Occupation Type","2022 Employment","2022 Percent of Industry","2022 Percent of Occupation","Projected 2032 Employment","Projected 2032 Percent of Industry","Projected 2032 Percent of Occupation","Employment Change, 2022-2032","Employment Percent Change, 2022-2032","Occupation Sort","Display Level"
"Total, all occupations","=""00-0000""","Summary","104.2","100.0","0.1","92.6","100.0","0.1","-11.6","-11.1","","0"
"Management occupations","=""11-0000""","Summary","5.0","4.8","0.0","4.6","5.0","0.0","-0.5","-8.9","2","1"
"Top executives","=""11-1000""","Summary","3.2","3.0","0.1","2.9","3.1","0.1","-0.3","-9.4","3","2"
"Chief executives","=""11-1011""","Line Item","0.1","0.0","0.0","0.0","0.0","0.0","0.0","-22.8","4","3"
"General and operations managers","=""11-1021""","Line Item","3.1","3.0","0.1","2.8","3.1","0.1","-0.3","-9.2","5","3"
"Advertising, marketing, promotions, public relations, and sales managers","=""11-2000""","Summary","0.4","0.4","0.0","0.3","0.4","0.0","0.0","-9.2","7","2"
"Marketing and sales managers","=""11-2020""","Summary","0.4","0.4","0.0","0.3","0.4","0.0","0.0","-9.2","9","3"
"Marketing managers","=""11-2021""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-9.2","10","4"
"Sales managers","=""11-2022""","Line Item","0.3","0.3","0.1","0.3","0.3","0.0","0.0","-9.2","11","4"
"Operations specialties managers","=""11-3000""","Summary","1.3","1.3","0.1","1.2","1.3","0.0","-0.1","-7.7","15","2"
"Administrative services and facilities managers","=""11-3010""","Summary","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-9.2","16","3"
"Financial managers","=""11-3031""","Line Item","0.2","0.2","0.0","0.2","0.2","0.0","0.0","-0.1","20","3"
"Industrial production managers","=""11-3051""","Line Item","0.8","0.8","0.4","0.8","0.8","0.3","-0.1","-9.2","21","3"
"Transportation, storage, and distribution managers","=""11-3071""","Line Item","0.1","0.1","0.1","0.1","0.1","0.0","0.0","-9.2","23","3"
