"Occupation Title","Occupation Code","Occupation Type","2022 Employment","2022 Percent of Industry","2022 Percent of Occupation","Projected 2032 Employment","Projected 2032 Percent of Industry","Projected 2032 Percent of Occupation","Employment Change, 2022-2032","Employment Percent Change, 2022-2032","Occupation Sort","Display Level"
"Total, all occupations","=""00-0000""","Summary","71.7","100.0","0.0","67.6","100.0","0.0","-4.1","-5.7","","0"
"Management occupations","=""11-0000""","Summary","6.4","9.0","0.1","6.2","9.2","0.0","-0.2","-3.6","2","1"
"Top executives","=""11-1000""","Summary","4.6","6.4","0.1","4.4","6.5","0.1","-0.2","-4.1","3","2"
"Chief executives","=""11-1011""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-18.2","4","3"
"General and operations managers","=""11-1021""","Line Item","4.5","6.3","0.1","4.4","6.5","0.1","-0.2","-3.8","5","3"
"Advertising, marketing, promotions, public relations, and sales managers","=""11-2000""","Summary","0.5","0.7","0.0","0.5","0.7","0.0","0.0","-3.8","7","2"
"Marketing and sales managers","=""11-2020""","Summary","0.5","0.7","0.1","0.5","0.7","0.0","0.0","-3.8","9","3"
"Marketing managers","=""11-2021""","Line Item","0.1","0.2","0.0","0.1","0.2","0.0","0.0","-3.8","10","4"
"Sales managers","=""11-2022""","Line Item","0.4","0.5","0.1","0.4","0.5","0.1","0.0","-3.8","11","4"
"Operations specialties managers","=""11-3000""","Summary","1.0","1.3","0.0","0.9","1.4","0.0","0.0","-1.0","15","2"
"Administrative services and facilities managers","=""11-3010""","Summary","0.1","0.2","0.0","0.1","0.2","0.0","0.0","-3.8","16","3"
"Facilities managers","=""11-3013""","Line Item","0.1","0.1","0.1","0.1","0.1","0.1","0.0","-3.8","18","4"
"Computer and information systems managers","=""11-3021""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","2.9","19","3"
"Financial managers","=""11-3031""","Line Item","0.2","0.3","0.0","0.3","0.4","0.0","0.0","5.8","20","3"
"Industrial production managers","=""11-3051""","Line Item","0.2","0.3","0.1","0.2","0.3","0.1","0.0","-3.8","21","3"
"Transportation, storage, and distribution managers","=""11-3071""","Line Item","0.2","0.3","0.1","0.2","0.3","0.1","0.0","-3.8","23","3"
"Other management occupations","=""11-9000""","Summary","0.3","0.5","0.0","0.3","0.5","0.0","0.0","-3.8","27","2"
"Farmers, ranchers, and other agricultural managers","=""11-9013""","Line Item","0.2","0.3","0.0","0.2","0.3","0.0","0.0","-3.8","28","3"
"Managers, all other","=""11-9199""","Line Item","0.1","0.2","0.0","0.1","0.2","0.0","0.0","-3.8","50","3"
"Business and financial operations occupations","=""13-0000""","Summary","3.5","4.9","0.0","3.3","4.8","0.0","-0.3","-7.3","51","1"
"Business operations specialists","=""13-1000""","Summary","2.6","3.6","0.0","2.4","3.5","0.0","-0.2","-8.5","52","2"
"Buyers and purchasing agents","=""13-1020""","Line Item","1.5","2.1","0.3","1.3","1.9","0.3","-0.2","-13.4","54","3"
"Compliance officers","=""13-1041""","Line Item","0.1","0.2","0.0","0.1","0.2","0.0","0.0","-3.8","58","3"
"Human resources workers","=""13-1070""","Summary","0.2","0.3","0.0","0.2","0.3","0.0","0.0","-5.7","60","3"
"Human resources specialists","=""13-1071""","Line Item","0.2","0.3","0.0","0.2","0.3","0.0","0.0","-5.7","61","4"
"Logisticians and project management specialists","=""13-1080""","Summary","0.2","0.2","0.0","0.2","0.3","0.0","0.0","4.1","64","3"
"Logisticians","=""13-1081""","Line Item","0.1","0.2","0.1","0.1","0.2","0.1","0.0","7.7","65","4"
"Project management specialists","=""13-1082""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-3.8","66","4"
"Market research analysts and marketing specialists","=""13-1161""","Line Item","0.2","0.3","0.0","0.2","0.3","0.0","0.0","2.9","72","3"
"Business operations specialists, all other","=""13-1199""","Line Item","0.2","0.3","0.0","0.2","0.3","0.0","0.0","-3.8","73","3"
"Financial specialists","=""13-2000""","Summary","0.9","1.3","0.0","0.9","1.3","0.0","0.0","-4.0","74","2"
"Accountants and auditors","=""13-2011""","Line Item","0.8","1.2","0.1","0.8","1.2","0.1","0.0","-3.8","75","3"
"Financial analysts and advisors","=""13-2050""","Summary","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-3.8","79","3"
"Financial risk specialists","=""13-2054""","Line Item","0.1","0.1","0.1","0.1","0.1","0.1","0.0","-3.8","83","4"
"Computer and mathematical occupations","=""15-0000""","Summary","0.4","0.5","0.0","0.4","0.5","0.0","0.0","-1.9","92","1"
"Computer occupations","=""15-1200""","Summary","0.4","0.5","0.0","0.4","0.5","0.0","0.0","-2.3","93","2"
"Computer support specialists","=""15-1230""","Summary","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-7.5","98","3"
"Computer user support specialists","=""15-1232""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-7.7","100","4"
"Database and network administrators and architects","=""15-1240""","Summary","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-8.0","101","3"
"Network and computer systems administrators","=""15-1244""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-8.6","105","4"
"Software and web developers, programmers, and testers","=""15-1250""","Summary","0.1","0.2","0.0","0.1","0.2","0.0","0.0","7.1","106","3"
"Software developers","=""15-1252""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","10.6","108","4"
"Architecture and engineering occupations","=""17-0000""","Summary","0.1","0.1","0.0","0.1","0.1","0.0","0.0","2.1","120","1"
"Engineers","=""17-2000""","Summary","0.1","0.1","0.0","0.1","0.1","0.0","0.0","2.1","128","2"
"Industrial engineers, including health and safety","=""17-2110""","Summary","0.1","0.1","0.0","0.1","0.1","0.0","0.0","4.9","139","3"
"Industrial engineers","=""17-2112""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","4.9","141","4"
"Life, physical, and social science occupations","=""19-0000""","Summary","1.0","1.4","0.1","1.0","1.5","0.1","0.0","-3.0","166","1"
"Life scientists","=""19-1000""","Summary","0.6","0.8","0.2","0.5","0.8","0.1","0.0","-3.8","167","2"
"Agricultural and food scientists","=""19-1010""","Summary","0.5","0.8","1.5","0.5","0.8","1.4","0.0","-3.8","168","3"
"Soil and plant scientists","=""19-1013""","Line Item","0.5","0.7","2.7","0.5","0.7","2.5","0.0","-3.8","171","4"
"Life, physical, and social science technicians","=""19-4000""","Summary","0.3","0.4","0.1","0.3","0.5","0.1","0.0","-3.8","213","2"
"Agricultural and food science technicians","=""19-4010""","Summary","0.3","0.4","0.7","0.2","0.4","0.6","0.0","-3.8","214","3"
"Agricultural technicians","=""19-4012""","Line Item","0.2","0.3","1.3","0.2","0.3","1.2","0.0","-3.8","215","4"
"Chemical technicians","=""19-4031""","Line Item","0.1","0.1","0.1","0.1","0.1","0.1","0.0","-3.8","218","3"
"Occupational health and safety specialists and technicians","=""19-5000""","Summary","0.1","0.1","0.1","0.1","0.1","0.1","0.0","4.8","229","2"
"Occupational health and safety specialists","=""19-5011""","Line Item","0.1","0.1","0.1","0.1","0.1","0.1","0.0","6.8","230","3"
"Arts, design, entertainment, sports, and media occupations","=""27-0000""","Summary","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-5.2","355","1"
"Protective service occupations","=""33-0000""","Summary","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-10.5","522","1"
"Other protective service workers","=""33-9000""","Summary","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-9.8","546","2"
"Security guards and gambling surveillance officers","=""33-9030""","Summary","0.1","0.1","0.0","0.0","0.1","0.0","0.0","-11.5","549","3"
"Security guards","=""33-9032""","Line Item","0.1","0.1","0.0","0.0","0.1","0.0","0.0","-11.5","551","4"
"Food preparation and serving related occupations","=""35-0000""","Summary","0.3","0.4","0.0","0.3","0.4","0.0","0.0","-3.5","558","1"
"Cooks and food preparation workers","=""35-2000""","Summary","0.1","0.1","0.0","0.1","0.2","0.0","0.0","-2.9","562","2"
"Cooks","=""35-2010""","Summary","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-2.3","563","3"
"Food and beverage serving workers","=""35-3000""","Summary","0.2","0.2","0.0","0.1","0.2","0.0","0.0","-3.8","571","2"
"Fast food and counter workers","=""35-3023""","Line Item","0.1","0.2","0.0","0.1","0.2","0.0","0.0","-3.8","573","3"
"Building and grounds cleaning and maintenance occupations","=""37-0000""","Summary","1.0","1.5","0.0","1.0","1.5","0.0","0.0","-4.1","581","1"
"Building cleaning and pest control workers","=""37-2000""","Summary","0.3","0.4","0.0","0.3","0.4","0.0","0.0","-4.8","585","2"
"Building cleaning workers","=""37-2010""","Summary","0.3","0.4","0.0","0.3","0.4","0.0","0.0","-4.8","586","3"
"Janitors and cleaners, except maids and housekeeping cleaners","=""37-2011""","Line Item","0.3","0.4","0.0","0.3","0.4","0.0","0.0","-4.8","587","4"
"Grounds maintenance workers","=""37-3000""","Summary","0.7","1.0","0.1","0.7","1.0","0.1","0.0","-3.8","591","2"
"Pesticide handlers, sprayers, and applicators, vegetation","=""37-3012""","Line Item","0.7","1.0","3.0","0.7","1.0","2.8","0.0","-3.8","593","3"
"Personal care and service occupations","=""39-0000""","Summary","0.3","0.4","0.0","0.3","0.4","0.0","0.0","-3.8","596","1"
"Animal care and service workers","=""39-2000""","Summary","0.3","0.4","0.1","0.3","0.4","0.1","0.0","-3.8","602","2"
"Animal caretakers","=""39-2021""","Line Item","0.3","0.4","0.1","0.3","0.4","0.1","0.0","-3.8","604","3"
"Sales and related occupations","=""41-0000""","Summary","7.0","9.7","0.0","6.6","9.8","0.0","-0.3","-4.4","644","1"
"Supervisors of sales workers","=""41-1000""","Summary","0.4","0.5","0.0","0.4","0.5","0.0","0.0","-3.8","645","2"
"First-line supervisors of retail sales workers","=""41-1011""","Line Item","0.2","0.2","0.0","0.2","0.2","0.0","0.0","-3.8","646","3"
"First-line supervisors of non-retail sales workers","=""41-1012""","Line Item","0.2","0.3","0.1","0.2","0.3","0.1","0.0","-3.8","647","3"
"Retail sales workers","=""41-2000""","Summary","1.1","1.5","0.0","1.0","1.4","0.0","-0.1","-7.7","648","2"
"Cashiers","=""41-2010""","Summary","0.3","0.4","0.0","0.2","0.4","0.0","-0.1","-18.2","649","3"
"Cashiers","=""41-2011""","Line Item","0.3","0.4","0.0","0.2","0.4","0.0","-0.1","-18.2","650","4"
"Counter and rental clerks and parts salespersons","=""41-2020""","Summary","0.2","0.2","0.0","0.2","0.2","0.0","0.0","-3.8","652","3"
"Counter and rental clerks","=""41-2021""","Line Item","0.2","0.2","0.0","0.2","0.2","0.0","0.0","-3.8","653","4"
"Retail salespersons","=""41-2031""","Line Item","0.6","0.8","0.0","0.6","0.9","0.0","0.0","-3.8","655","3"
"Sales representatives, services","=""41-3000""","Summary","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-3.8","656","2"
"Sales representatives of services, except advertising, insurance, financial services, and travel","=""41-3091""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-3.8","661","3"
"Sales representatives, wholesale and manufacturing","=""41-4000""","Summary","4.9","6.8","0.3","4.7","6.9","0.3","-0.2","-3.8","662","2"
"Sales representatives, wholesale and manufacturing, technical and scientific products","=""41-4011""","Line Item","0.1","0.2","0.0","0.1","0.2","0.0","0.0","-3.8","663","3"
"Sales representatives, wholesale and manufacturing, except technical and scientific products","=""41-4012""","Line Item","4.7","6.6","0.4","4.6","6.7","0.3","-0.2","-3.8","664","3"
"Other sales and related workers","=""41-9000""","Summary","0.5","0.8","0.1","0.5","0.8","0.1","0.0","-3.8","665","2"
"Miscellaneous sales and related workers","=""41-9090""","Summary","0.5","0.7","0.3","0.5","0.7","0.3","0.0","-3.8","674","3"
"Sales and related workers, all other","=""41-9099""","Line Item","0.5","0.7","0.4","0.5","0.7","0.3","0.0","-3.8","676","4"
"Office and administrative support occupations","=""43-0000""","Summary","10.9","15.2","0.1","9.3","13.8","0.0","-1.6","-14.4","677","1"
"Supervisors of office and administrative support workers","=""43-1000""","Summary","0.8","1.1","0.0","0.7","1.0","0.0","-0.1","-13.4","678","2"
"First-line supervisors of office and administrative support workers","=""43-1011""","Line Item","0.8","1.1","0.0","0.7","1.0","0.0","-0.1","-13.4","679","3"
"Financial clerks","=""43-3000""","Summary","2.2","3.0","0.1","1.9","2.8","0.1","-0.3","-13.6","684","2"
"Billing and posting clerks","=""43-3021""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-13.4","686","3"
