"Occupation Title","Occupation Code","Occupation Type","2022 Employment","2022 Percent of Industry","2022 Percent of Occupation","Projected 2032 Employment","Projected 2032 Percent of Industry","Projected 2032 Percent of Occupation","Employment Change, 2022-2032","Employment Percent Change, 2022-2032","Occupation Sort","Display Level"
"Total, all occupations","=""00-0000""","Summary","152.1","100.0","0.1","156.1","100.0","0.1","4.0","2.6","","0"
"Management occupations","=""11-0000""","Summary","16.4","10.8","0.1","17.1","10.9","0.1","0.7","4.1","2","1"
"Top executives","=""11-1000""","Summary","11.0","7.3","0.3","11.4","7.3","0.3","0.4","3.4","3","2"
"General and operations managers","=""11-1021""","Line Item","10.7","7.1","0.3","11.1","7.1","0.3","0.4","3.9","5","3"
"Advertising, marketing, promotions, public relations, and sales managers","=""11-2000""","Summary","1.6","1.0","0.1","1.6","1.0","0.1","0.1","3.9","7","2"
"Marketing and sales managers","=""11-2020""","Summary","1.5","1.0","0.2","1.5","1.0","0.2","0.1","3.9","9","3"
"Marketing managers","=""11-2021""","Line Item","0.6","0.4","0.2","0.6","0.4","0.2","0.0","3.9","10","4"
"Sales managers","=""11-2022""","Line Item","0.9","0.6","0.2","0.9","0.6","0.2","0.0","3.9","11","4"
"Public relations and fundraising managers","=""11-2030""","Summary","0.1","0.0","0.1","0.1","0.0","0.1","0.0","3.9","12","3"
"Public relations managers","=""11-2032""","Line Item","0.1","0.0","0.1","0.1","0.0","0.1","0.0","3.9","13","4"
"Operations specialties managers","=""11-3000""","Summary","1.9","1.2","0.1","2.0","1.3","0.1","0.2","8.2","15","2"
"Administrative services and facilities managers","=""11-3010""","Summary","0.2","0.2","0.1","0.2","0.2","0.1","0.0","3.9","16","3"
"Administrative services managers","=""11-3012""","Line Item","0.2","0.1","0.1","0.2","0.1","0.1","0.0","3.9","17","4"
"Computer and information systems managers","=""11-3021""","Line Item","0.5","0.3","0.1","0.5","0.3","0.1","0.1","11.1","19","3"
"Financial managers","=""11-3031""","Line Item","0.5","0.3","0.1","0.5","0.3","0.1","0.1","14.2","20","3"
"Industrial production managers","=""11-3051""","Line Item","0.3","0.2","0.1","0.3","0.2","0.1","0.0","3.9","21","3"
"Purchasing managers","=""11-3061""","Line Item","0.2","0.1","0.2","0.2","0.1","0.2","0.0","3.9","22","3"
"Transportation, storage, and distribution managers","=""11-3071""","Line Item","0.2","0.1","0.1","0.2","0.1","0.1","0.0","3.9","23","3"
"Human resources managers","=""11-3121""","Line Item","0.1","0.1","0.1","0.1","0.1","0.1","0.0","3.9","25","3"
"Other management occupations","=""11-9000""","Summary","1.9","1.3","0.0","2.0","1.3","0.0","0.1","4.0","27","2"
"Architectural and engineering managers","=""11-9041""","Line Item","0.9","0.6","0.5","1.0","0.6","0.5","0.0","3.9","35","3"
"Managers, all other","=""11-9199""","Line Item","0.9","0.6","0.1","1.0","0.6","0.1","0.0","3.9","50","3"
"Business and financial operations occupations","=""13-0000""","Summary","14.5","9.5","0.1","15.2","9.7","0.1","0.6","4.5","51","1"
"Business operations specialists","=""13-1000""","Summary","12.2","8.0","0.2","12.7","8.2","0.2","0.6","4.6","52","2"
"Buyers and purchasing agents","=""13-1020""","Line Item","1.3","0.8","0.3","1.2","0.8","0.3","-0.1","-6.5","54","3"
"Cost estimators","=""13-1051""","Line Item","0.3","0.2","0.1","0.3","0.2","0.1","0.0","-1.3","59","3"
"Human resources workers","=""13-1070""","Summary","0.4","0.3","0.0","0.4","0.3","0.0","0.0","1.8","60","3"
"Human resources specialists","=""13-1071""","Line Item","0.4","0.3","0.0","0.4","0.3","0.0","0.0","1.8","61","4"
"Logisticians and project management specialists","=""13-1080""","Summary","5.0","3.3","0.5","5.2","3.4","0.4","0.2","4.7","64","3"
"Logisticians","=""13-1081""","Line Item","0.3","0.2","0.2","0.4","0.3","0.2","0.1","16.3","65","4"
"Project management specialists","=""13-1082""","Line Item","4.7","3.1","0.5","4.8","3.1","0.5","0.2","3.9","66","4"
"Management analysts","=""13-1111""","Line Item","0.4","0.3","0.0","0.5","0.3","0.0","0.0","3.9","67","3"
"Meeting, convention, and event planners","=""13-1121""","Line Item","0.2","0.1","0.2","0.2","0.2","0.2","0.0","3.9","68","3"
"Market research analysts and marketing specialists","=""13-1161""","Line Item","2.8","1.8","0.3","3.1","2.0","0.3","0.3","11.1","72","3"
"Business operations specialists, all other","=""13-1199""","Line Item","1.6","1.0","0.1","1.6","1.1","0.1","0.1","3.9","73","3"
"Financial specialists","=""13-2000""","Summary","2.3","1.5","0.1","2.4","1.6","0.1","0.1","3.8","74","2"
"Accountants and auditors","=""13-2011""","Line Item","2.2","1.5","0.1","2.3","1.5","0.1","0.1","3.9","75","3"
"Financial analysts and advisors","=""13-2050""","Summary","0.1","0.0","0.0","0.1","0.0","0.0","0.0","3.9","79","3"
