"Occupation Title","Occupation Code","Occupation Type","2022 Employment","2022 Percent of Industry","2022 Percent of Occupation","Projected 2032 Employment","Projected 2032 Percent of Industry","Projected 2032 Percent of Occupation","Employment Change, 2022-2032","Employment Percent Change, 2022-2032","Occupation Sort","Display Level"
"Total, all occupations","=""00-0000""","Summary","19.8","100.0","0.0","18.0","100.0","0.0","-1.8","-9.1","","0"
"Management occupations","=""11-0000""","Summary","1.5","7.5","0.0","1.4","7.8","0.0","-0.1","-5.8","2","1"
"Top executives","=""11-1000""","Summary","0.4","1.9","0.0","0.4","1.9","0.0","0.0","-7.0","3","2"
"General and operations managers","=""11-1021""","Line Item","0.4","1.8","0.0","0.3","1.9","0.0","0.0","-6.4","5","3"
"Advertising, marketing, promotions, public relations, and sales managers","=""11-2000""","Summary","0.1","0.6","0.0","0.1","0.6","0.0","0.0","-6.4","7","2"
"Marketing and sales managers","=""11-2020""","Summary","0.1","0.6","0.0","0.1","0.6","0.0","0.0","-6.4","9","3"
"Sales managers","=""11-2022""","Line Item","0.1","0.4","0.0","0.1","0.4","0.0","0.0","-6.4","11","4"
"Operations specialties managers","=""11-3000""","Summary","0.7","3.5","0.0","0.7","3.7","0.0","0.0","-4.8","15","2"
"Financial managers","=""11-3031""","Line Item","0.1","0.5","0.0","0.1","0.6","0.0","0.0","3.0","20","3"
"Industrial production managers","=""11-3051""","Line Item","0.3","1.7","0.2","0.3","1.8","0.1","0.0","-6.4","21","3"
"Purchasing managers","=""11-3061""","Line Item","0.1","0.5","0.1","0.1","0.5","0.1","0.0","-6.4","22","3"
"Transportation, storage, and distribution managers","=""11-3071""","Line Item","0.1","0.3","0.0","0.1","0.3","0.0","0.0","-6.4","23","3"
"Other management occupations","=""11-9000""","Summary","0.3","1.6","0.0","0.3","1.6","0.0","0.0","-6.4","27","2"
"Architectural and engineering managers","=""11-9041""","Line Item","0.2","1.2","0.1","0.2","1.2","0.1","0.0","-6.4","35","3"
"Managers, all other","=""11-9199""","Line Item","0.1","0.4","0.0","0.1","0.4","0.0","0.0","-6.4","50","3"
"Business and financial operations occupations","=""13-0000""","Summary","1.3","6.3","0.0","1.1","6.3","0.0","-0.1","-9.0","51","1"
"Business operations specialists","=""13-1000""","Summary","1.0","5.1","0.0","0.9","5.1","0.0","-0.1","-9.6","52","2"
"Buyers and purchasing agents","=""13-1020""","Line Item","0.4","2.1","0.1","0.3","1.9","0.1","-0.1","-15.7","54","3"
"Human resources workers","=""13-1070""","Summary","0.1","0.5","0.0","0.1","0.5","0.0","0.0","-8.2","60","3"
"Human resources specialists","=""13-1071""","Line Item","0.1","0.5","0.0","0.1","0.5","0.0","0.0","-8.2","61","4"
"Logisticians and project management specialists","=""13-1080""","Summary","0.3","1.4","0.0","0.3","1.5","0.0","0.0","-4.4","64","3"
"Project management specialists","=""13-1082""","Line Item","0.2","1.2","0.0","0.2","1.2","0.0","0.0","-6.4","66","4"
"Business operations specialists, all other","=""13-1199""","Line Item","0.1","0.4","0.0","0.1","0.4","0.0","0.0","-6.4","73","3"
"Financial specialists","=""13-2000""","Summary","0.2","1.2","0.0","0.2","1.3","0.0","0.0","-6.4","74","2"
"Accountants and auditors","=""13-2011""","Line Item","0.2","0.8","0.0","0.1","0.8","0.0","0.0","-6.4","75","3"
"Financial analysts and advisors","=""13-2050""","Summary","0.1","0.4","0.0","0.1","0.4","0.0","0.0","-6.4","79","3"
"Financial and investment analysts","=""13-2051""","Line Item","0.1","0.4","0.0","0.1","0.4","0.0","0.0","-6.4","80","4"
"Computer and mathematical occupations","=""15-0000""","Summary","0.3","1.5","0.0","0.3","1.7","0.0","0.0","3.1","92","1"
"Computer occupations","=""15-1200""","Summary","0.3","1.3","0.0","0.3","1.4","0.0","0.0","0.5","93","2"
"Software and web developers, programmers, and testers","=""15-1250""","Summary","0.2","0.8","0.0","0.2","1.0","0.0","0.0","6.0","106","3"
"Software developers","=""15-1252""","Line Item","0.1","0.6","0.0","0.1","0.8","0.0","0.0","7.7","108","4"
"Architecture and engineering occupations","=""17-0000""","Summary","2.1","10.5","0.1","2.1","11.4","0.1","0.0","-1.5","120","1"
"Engineers","=""17-2000""","Summary","1.6","8.1","0.1","1.6","9.0","0.1","0.0","0.8","128","2"
"Electrical and electronics engineers","=""17-2070""","Summary","0.1","0.4","0.0","0.1","0.5","0.0","0.0","-6.4","135","3"
"Electrical engineers","=""17-2071""","Line Item","0.1","0.4","0.0","0.1","0.4","0.0","0.0","-6.4","136","4"
"Industrial engineers, including health and safety","=""17-2110""","Summary","1.0","5.0","0.3","1.0","5.6","0.3","0.0","2.0","139","3"
"Industrial engineers","=""17-2112""","Line Item","1.0","5.0","0.3","1.0","5.6","0.3","0.0","2.1","141","4"
"Mechanical engineers","=""17-2141""","Line Item","0.4","2.2","0.2","0.4","2.4","0.1","0.0","1.1","144","3"
"Drafters, engineering technicians, and mapping technicians","=""17-3000""","Summary","0.5","2.4","0.1","0.4","2.4","0.1","0.0","-9.3","149","2"
"Mechanical drafters","=""17-3013""","Line Item","0.1","0.6","0.2","0.1","0.6","0.2","0.0","-15.7","153","4"
"Industrial engineering technologists and technicians","=""17-3026""","Line Item","0.1","0.7","0.2","0.1","0.7","0.2","0.0","-6.4","161","4"
"Engineering technologists and technicians, except drafters, all other","=""17-3029""","Line Item","0.1","0.6","0.2","0.1","0.7","0.2","0.0","-6.4","164","4"
"Life, physical, and social science occupations","=""19-0000""","Summary","0.1","0.4","0.0","0.1","0.4","0.0","0.0","0.5","166","1"
"Occupational health and safety specialists and technicians","=""19-5000""","Summary","0.1","0.3","0.0","0.1","0.3","0.0","0.0","3.5","229","2"
"Occupational health and safety specialists","=""19-5011""","Line Item","0.1","0.3","0.0","0.1","0.3","0.0","0.0","3.9","230","3"
"Building and grounds cleaning and maintenance occupations","=""37-0000""","Summary","0.1","0.3","0.0","0.0","0.3","0.0","0.0","-7.2","581","1"
"Sales and related occupations","=""41-0000""","Summary","0.3","1.4","0.0","0.3","1.5","0.0","0.0","-6.4","644","1"
"Sales representatives, wholesale and manufacturing","=""41-4000""","Summary","0.3","1.3","0.0","0.2","1.3","0.0","0.0","-6.4","662","2"
"Sales representatives, wholesale and manufacturing, except technical and scientific products","=""41-4012""","Line Item","0.3","1.3","0.0","0.2","1.3","0.0","0.0","-6.4","664","3"
"Office and administrative support occupations","=""43-0000""","Summary","1.6","8.3","0.0","1.4","7.8","0.0","-0.2","-14.8","677","1"
"Supervisors of office and administrative support workers","=""43-1000""","Summary","0.1","0.7","0.0","0.1","0.7","0.0","0.0","-15.7","678","2"
"First-line supervisors of office and administrative support workers","=""43-1011""","Line Item","0.1","0.7","0.0","0.1","0.7","0.0","0.0","-15.7","679","3"
