"Occupation Title","Occupation Code","Occupation Type","2022 Employment","2022 Percent of Industry","2022 Percent of Occupation","Projected 2032 Employment","Projected 2032 Percent of Industry","Projected 2032 Percent of Occupation","Employment Change, 2022-2032","Employment Percent Change, 2022-2032","Occupation Sort","Display Level"
"Total, all occupations","=""00-0000""","Summary","207.6","100.0","0.1","209.2","100.0","0.1","1.6","0.7","","0"
"Management occupations","=""11-0000""","Summary","10.5","5.0","0.1","10.8","5.2","0.1","0.3","3.0","2","1"
"Top executives","=""11-1000""","Summary","7.1","3.4","0.2","7.2","3.5","0.2","0.1","1.6","3","2"
"Chief executives","=""11-1011""","Line Item","0.1","0.0","0.0","0.1","0.0","0.0","0.0","-13.5","4","3"
"General and operations managers","=""11-1021""","Line Item","7.0","3.4","0.2","7.1","3.4","0.2","0.1","1.8","5","3"
"Advertising, marketing, promotions, public relations, and sales managers","=""11-2000""","Summary","0.3","0.1","0.0","0.3","0.1","0.0","0.0","1.8","7","2"
"Marketing and sales managers","=""11-2020""","Summary","0.3","0.1","0.0","0.3","0.1","0.0","0.0","1.8","9","3"
"Operations specialties managers","=""11-3000""","Summary","0.4","0.2","0.0","0.4","0.2","0.0","0.0","4.6","15","2"
"Administrative services and facilities managers","=""11-3010""","Summary","0.2","0.1","0.0","0.2","0.1","0.0","0.0","1.8","16","3"
"Administrative services managers","=""11-3012""","Line Item","0.2","0.1","0.1","0.2","0.1","0.1","0.0","1.8","17","4"
"Financial managers","=""11-3031""","Line Item","0.1","0.0","0.0","0.1","0.1","0.0","0.0","11.9","20","3"
"Other management occupations","=""11-9000""","Summary","2.7","1.3","0.1","2.9","1.4","0.1","0.2","6.6","27","2"
"Construction managers","=""11-9021""","Line Item","2.6","1.2","0.5","2.7","1.3","0.5","0.2","6.9","29","3"
"Managers, all other","=""11-9199""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","1.8","50","3"
"Business and financial operations occupations","=""13-0000""","Summary","7.7","3.7","0.1","7.5","3.6","0.1","-0.1","-1.4","51","1"
"Business operations specialists","=""13-1000""","Summary","6.9","3.3","0.1","6.8","3.2","0.1","-0.1","-1.8","52","2"
"Buyers and purchasing agents","=""13-1020""","Line Item","0.1","0.0","0.0","0.1","0.0","0.0","0.0","-8.4","54","3"
"Cost estimators","=""13-1051""","Line Item","4.9","2.4","2.1","4.7","2.3","2.1","-0.2","-3.3","59","3"
"Human resources workers","=""13-1070""","Summary","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-0.3","60","3"
"Human resources specialists","=""13-1071""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-0.3","61","4"
"Logisticians and project management specialists","=""13-1080""","Summary","1.4","0.7","0.1","1.4","0.7","0.1","0.0","1.8","64","3"
"Project management specialists","=""13-1082""","Line Item","1.4","0.7","0.2","1.4","0.7","0.2","0.0","1.8","66","4"
"Business operations specialists, all other","=""13-1199""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","1.8","73","3"
"Financial specialists","=""13-2000""","Summary","0.7","0.4","0.0","0.8","0.4","0.0","0.0","1.8","74","2"
"Accountants and auditors","=""13-2011""","Line Item","0.7","0.4","0.0","0.8","0.4","0.0","0.0","1.8","75","3"
"Computer and mathematical occupations","=""15-0000""","Summary","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-1.1","92","1"
"Computer occupations","=""15-1200""","Summary","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-1.1","93","2"
