"Occupation Title","Occupation Code","Occupation Type","2022 Employment","2022 Percent of Industry","2022 Percent of Occupation","Projected 2032 Employment","Projected 2032 Percent of Industry","Projected 2032 Percent of Occupation","Employment Change, 2022-2032","Employment Percent Change, 2022-2032","Occupation Sort","Display Level"
"Total, all occupations","=""00-0000""","Summary","19.9","100.0","0.0","17.9","100.0","0.0","-1.9","-9.8","","0"
"Management occupations","=""11-0000""","Summary","2.6","13.1","0.0","2.4","13.4","0.0","-0.2","-7.7","2","1"
"Top executives","=""11-1000""","Summary","0.8","4.0","0.0","0.7","4.1","0.0","-0.1","-9.3","3","2"
"General and operations managers","=""11-1021""","Line Item","0.8","3.9","0.0","0.7","3.9","0.0","-0.1","-8.7","5","3"
"Advertising, marketing, promotions, public relations, and sales managers","=""11-2000""","Summary","0.4","2.2","0.0","0.4","2.2","0.0","0.0","-8.7","7","2"
"Marketing and sales managers","=""11-2020""","Summary","0.4","2.2","0.0","0.4","2.2","0.0","0.0","-8.7","9","3"
"Marketing managers","=""11-2021""","Line Item","0.2","1.0","0.1","0.2","1.0","0.0","0.0","-8.7","10","4"
"Sales managers","=""11-2022""","Line Item","0.2","1.2","0.0","0.2","1.2","0.0","0.0","-8.7","11","4"
"Operations specialties managers","=""11-3000""","Summary","0.9","4.3","0.0","0.8","4.5","0.0","0.0","-4.9","15","2"
"Administrative services and facilities managers","=""11-3010""","Summary","0.1","0.3","0.0","0.1","0.3","0.0","0.0","-8.7","16","3"
"Administrative services managers","=""11-3012""","Line Item","0.1","0.3","0.0","0.1","0.3","0.0","0.0","-8.7","17","4"
"Computer and information systems managers","=""11-3021""","Line Item","0.3","1.3","0.0","0.3","1.4","0.0","0.0","-2.3","19","3"
"Financial managers","=""11-3031""","Line Item","0.2","0.9","0.0","0.2","1.0","0.0","0.0","0.4","20","3"
"Industrial production managers","=""11-3051""","Line Item","0.2","1.2","0.1","0.2","1.2","0.1","0.0","-8.7","21","3"
"Other management occupations","=""11-9000""","Summary","0.5","2.6","0.0","0.5","2.6","0.0","0.0","-8.7","27","2"
"Managers, all other","=""11-9199""","Line Item","0.1","0.7","0.0","0.1","0.7","0.0","0.0","-8.7","50","3"
"Business and financial operations occupations","=""13-0000""","Summary","1.6","8.3","0.0","1.5","8.4","0.0","-0.1","-8.6","51","1"
"Business operations specialists","=""13-1000""","Summary","1.3","6.5","0.0","1.2","6.6","0.0","-0.1","-8.6","52","2"
"Buyers and purchasing agents","=""13-1020""","Line Item","0.2","1.0","0.0","0.2","0.9","0.0","0.0","-17.9","54","3"
"Human resources workers","=""13-1070""","Summary","0.1","0.7","0.0","0.1","0.7","0.0","0.0","-10.6","60","3"
"Human resources specialists","=""13-1071""","Line Item","0.1","0.7","0.0","0.1","0.7","0.0","0.0","-10.6","61","4"
"Logisticians and project management specialists","=""13-1080""","Summary","0.3","1.4","0.0","0.3","1.5","0.0","0.0","-6.3","64","3"
"Logisticians","=""13-1081""","Line Item","0.1","0.3","0.0","0.1","0.4","0.0","0.0","2.2","65","4"
"Project management specialists","=""13-1082""","Line Item","0.2","1.1","0.0","0.2","1.1","0.0","0.0","-8.7","66","4"
"Management analysts","=""13-1111""","Line Item","0.1","0.7","0.0","0.1","0.7","0.0","0.0","-8.7","67","3"
"Training and development specialists","=""13-1151""","Line Item","0.1","0.4","0.0","0.1","0.4","0.0","0.0","-8.7","71","3"
"Market research analysts and marketing specialists","=""13-1161""","Line Item","0.3","1.3","0.0","0.3","1.4","0.0","0.0","-2.3","72","3"
"Business operations specialists, all other","=""13-1199""","Line Item","0.1","0.7","0.0","0.1","0.7","0.0","0.0","-8.7","73","3"
"Financial specialists","=""13-2000""","Summary","0.4","1.8","0.0","0.3","1.8","0.0","0.0","-8.9","74","2"
"Accountants and auditors","=""13-2011""","Line Item","0.3","1.3","0.0","0.2","1.3","0.0","0.0","-8.7","75","3"
"Financial analysts and advisors","=""13-2050""","Summary","0.1","0.3","0.0","0.0","0.3","0.0","0.0","-8.7","79","3"
"Computer and mathematical occupations","=""15-0000""","Summary","2.0","10.0","0.0","2.0","11.0","0.0","0.0","-1.1","92","1"
