"Occupation Title","Occupation Code","Occupation Type","2022 Employment","2022 Percent of Industry","2022 Percent of Occupation","Projected 2032 Employment","Projected 2032 Percent of Industry","Projected 2032 Percent of Occupation","Employment Change, 2022-2032","Employment Percent Change, 2022-2032","Occupation Sort","Display Level"
"Total, all occupations","=""00-0000""","Summary","446.7","100.0","0.3","470.9","100.0","0.3","24.2","5.4","","0"
"Management occupations","=""11-0000""","Summary","55.1","12.3","0.4","63.0","13.4","0.5","8.0","14.5","2","1"
"Top executives","=""11-1000""","Summary","21.7","4.9","0.6","23.8","5.1","0.6","2.1","9.9","3","2"
"Chief executives","=""11-1011""","Line Item","0.8","0.2","0.3","0.7","0.2","0.3","0.0","-6.1","4","3"
"General and operations managers","=""11-1021""","Line Item","20.9","4.7","0.6","23.1","4.9","0.6","2.2","10.5","5","3"
"Advertising, marketing, promotions, public relations, and sales managers","=""11-2000""","Summary","6.1","1.4","0.6","6.8","1.4","0.6","0.6","10.5","7","2"
"Advertising and promotions managers","=""11-2011""","Line Item","0.1","0.0","0.2","0.1","0.0","0.2","0.0","10.5","8","3"
"Marketing and sales managers","=""11-2020""","Summary","5.9","1.3","0.6","6.5","1.4","0.7","0.6","10.5","9","3"
"Marketing managers","=""11-2021""","Line Item","1.9","0.4","0.5","2.1","0.4","0.5","0.2","10.5","10","4"
"Sales managers","=""11-2022""","Line Item","4.0","0.9","0.7","4.4","0.9","0.8","0.4","10.5","11","4"
"Public relations and fundraising managers","=""11-2030""","Summary","0.2","0.0","0.2","0.2","0.0","0.2","0.0","10.5","12","3"
"Public relations managers","=""11-2032""","Line Item","0.2","0.0","0.2","0.2","0.0","0.2","0.0","10.5","13","4"
"Operations specialties managers","=""11-3000""","Summary","24.7","5.5","1.0","29.6","6.3","1.1","4.9","19.9","15","2"
"Administrative services and facilities managers","=""11-3010""","Summary","1.3","0.3","0.3","1.4","0.3","0.4","0.1","10.5","16","3"
"Administrative services managers","=""11-3012""","Line Item","1.1","0.3","0.5","1.3","0.3","0.5","0.1","10.5","17","4"
"Facilities managers","=""11-3013""","Line Item","0.1","0.0","0.1","0.2","0.0","0.1","0.0","10.5","18","4"
"Computer and information systems managers","=""11-3021""","Line Item","3.0","0.7","0.5","3.6","0.8","0.6","0.5","18.2","19","3"
"Financial managers","=""11-3031""","Line Item","19.0","4.2","2.4","23.1","4.9","2.5","4.1","21.5","20","3"
"Compensation and benefits managers","=""11-3111""","Line Item","0.1","0.0","0.6","0.1","0.0","0.6","0.0","4.9","24","3"
"Human resources managers","=""11-3121""","Line Item","0.9","0.2","0.5","1.0","0.2","0.5","0.1","10.5","25","3"
"Training and development managers","=""11-3131""","Line Item","0.3","0.1","0.6","0.3","0.1","0.7","0.0","10.5","26","3"
"Other management occupations","=""11-9000""","Summary","2.6","0.6","0.1","2.9","0.6","0.1","0.3","10.7","27","2"
"Construction managers","=""11-9021""","Line Item","0.1","0.0","0.0","0.1","0.0","0.0","0.0","16.0","29","3"
"Property, real estate, and community association managers","=""11-9141""","Line Item","0.2","0.0","0.0","0.2","0.0","0.0","0.0","10.5","44","3"
"Managers, all other","=""11-9199""","Line Item","2.4","0.5","0.2","2.6","0.6","0.2","0.2","10.5","50","3"
"Business and financial operations occupations","=""13-0000""","Summary","157.2","35.2","1.5","167.9","35.6","1.5","10.7","6.8","51","1"
"Business operations specialists","=""13-1000""","Summary","23.8","5.3","0.3","26.6","5.6","0.3","2.8","11.6","52","2"
"Buyers and purchasing agents","=""13-1020""","Line Item","0.4","0.1","0.1","0.4","0.1","0.1","0.0","-0.6","54","3"
