"Occupation Title","Occupation Code","Occupation Type","2022 Employment","2022 Percent of Industry","2022 Percent of Occupation","Projected 2032 Employment","Projected 2032 Percent of Industry","Projected 2032 Percent of Occupation","Employment Change, 2022-2032","Employment Percent Change, 2022-2032","Occupation Sort","Display Level"
"Total, all occupations","=""00-0000""","Summary","70.0","100.0","0.0","63.8","100.0","0.0","-6.2","-8.9","","0"
"Management occupations","=""11-0000""","Summary","6.1","8.7","0.0","5.9","9.3","0.0","-0.2","-3.3","2","1"
"Top executives","=""11-1000""","Summary","1.0","1.4","0.0","0.9","1.5","0.0","-0.1","-5.1","3","2"
"General and operations managers","=""11-1021""","Line Item","1.0","1.4","0.0","0.9","1.4","0.0","0.0","-4.5","5","3"
"Advertising, marketing, promotions, public relations, and sales managers","=""11-2000""","Summary","1.3","1.8","0.1","1.2","1.9","0.1","-0.1","-4.5","7","2"
"Marketing and sales managers","=""11-2020""","Summary","1.2","1.7","0.1","1.1","1.8","0.1","-0.1","-4.5","9","3"
"Marketing managers","=""11-2021""","Line Item","0.6","0.9","0.2","0.6","1.0","0.2","0.0","-4.5","10","4"
"Sales managers","=""11-2022""","Line Item","0.6","0.8","0.1","0.5","0.8","0.1","0.0","-4.5","11","4"
"Operations specialties managers","=""11-3000""","Summary","2.7","3.9","0.1","2.7","4.2","0.1","0.0","-1.6","15","2"
"Administrative services and facilities managers","=""11-3010""","Summary","0.2","0.3","0.1","0.2","0.3","0.1","0.0","-4.5","16","3"
"Administrative services managers","=""11-3012""","Line Item","0.2","0.3","0.1","0.2","0.3","0.1","0.0","-4.5","17","4"
"Computer and information systems managers","=""11-3021""","Line Item","0.5","0.7","0.1","0.5","0.8","0.1","0.0","2.1","19","3"
"Financial managers","=""11-3031""","Line Item","0.5","0.7","0.1","0.5","0.9","0.1","0.0","5.0","20","3"
"Industrial production managers","=""11-3051""","Line Item","0.5","0.7","0.2","0.5","0.8","0.2","0.0","-4.5","21","3"
"Purchasing managers","=""11-3061""","Line Item","0.4","0.6","0.5","0.4","0.6","0.5","0.0","-4.5","22","3"
"Transportation, storage, and distribution managers","=""11-3071""","Line Item","0.3","0.4","0.2","0.3","0.4","0.1","0.0","-4.5","23","3"
"Human resources managers","=""11-3121""","Line Item","0.2","0.3","0.1","0.2","0.4","0.1","0.0","-4.5","25","3"
