"Occupation Title","Occupation Code","Occupation Type","2022 Employment","2022 Percent of Industry","2022 Percent of Occupation","Projected 2032 Employment","Projected 2032 Percent of Industry","Projected 2032 Percent of Occupation","Employment Change, 2022-2032","Employment Percent Change, 2022-2032","Occupation Sort","Display Level"
"Total, all occupations","=""00-0000""","Summary","364.1","100.0","0.2","355.6","100.0","0.2","-8.5","-2.3","","0"
"Management occupations","=""11-0000""","Summary","27.3","7.5","0.2","27.0","7.6","0.2","-0.3","-1.1","2","1"
"Top executives","=""11-1000""","Summary","14.9","4.1","0.4","14.6","4.1","0.4","-0.3","-1.9","3","2"
"Chief executives","=""11-1011""","Line Item","0.4","0.1","0.1","0.3","0.1","0.1","-0.1","-16.3","4","3"
"General and operations managers","=""11-1021""","Line Item","14.6","4.0","0.4","14.3","4.0","0.4","-0.2","-1.5","5","3"
"Advertising, marketing, promotions, public relations, and sales managers","=""11-2000""","Summary","4.4","1.2","0.4","4.3","1.2","0.4","-0.1","-1.5","7","2"
"Marketing and sales managers","=""11-2020""","Summary","4.3","1.2","0.5","4.3","1.2","0.4","-0.1","-1.5","9","3"
"Marketing managers","=""11-2021""","Line Item","0.9","0.2","0.2","0.8","0.2","0.2","0.0","-1.5","10","4"
"Sales managers","=""11-2022""","Line Item","3.5","1.0","0.6","3.4","1.0","0.6","-0.1","-1.5","11","4"
"Operations specialties managers","=""11-3000""","Summary","6.6","1.8","0.3","6.7","1.9","0.2","0.1","1.1","15","2"
"Administrative services and facilities managers","=""11-3010""","Summary","1.0","0.3","0.3","0.9","0.3","0.2","0.0","-1.5","16","3"
"Administrative services managers","=""11-3012""","Line Item","0.6","0.2","0.2","0.6","0.2","0.2","0.0","-1.5","17","4"
"Facilities managers","=""11-3013""","Line Item","0.4","0.1","0.3","0.4","0.1","0.3","0.0","-1.5","18","4"
"Computer and information systems managers","=""11-3021""","Line Item","0.6","0.2","0.1","0.7","0.2","0.1","0.0","5.4","19","3"
"Financial managers","=""11-3031""","Line Item","1.3","0.4","0.2","1.4","0.4","0.2","0.1","8.3","20","3"
"Industrial production managers","=""11-3051""","Line Item","0.9","0.2","0.4","0.8","0.2","0.4","0.0","-1.5","21","3"
"Purchasing managers","=""11-3061""","Line Item","0.4","0.1","0.5","0.3","0.1","0.4","0.0","-1.5","22","3"
"Transportation, storage, and distribution managers","=""11-3071""","Line Item","2.0","0.6","1.2","2.0","0.6","1.0","0.0","-1.5","23","3"
"Human resources managers","=""11-3121""","Line Item","0.4","0.1","0.2","0.4","0.1","0.2","0.0","-1.5","25","3"
"Training and development managers","=""11-3131""","Line Item","0.1","0.0","0.2","0.1","0.0","0.1","0.0","-1.5","26","3"
"Other management occupations","=""11-9000""","Summary","1.4","0.4","0.0","1.4","0.4","0.0","0.0","-1.5","27","2"
"Architectural and engineering managers","=""11-9041""","Line Item","0.7","0.2","0.3","0.7","0.2","0.3","0.0","-1.5","35","3"
"Managers, all other","=""11-9199""","Line Item","0.7","0.2","0.1","0.7","0.2","0.1","0.0","-1.5","50","3"
"Business and financial operations occupations","=""13-0000""","Summary","14.4","4.0","0.1","14.1","4.0","0.1","-0.4","-2.6","51","1"
"Business operations specialists","=""13-1000""","Summary","10.9","3.0","0.1","10.6","3.0","0.1","-0.3","-2.9","52","2"
"Buyers and purchasing agents","=""13-1020""","Line Item","3.3","0.9","0.7","2.9","0.8","0.6","-0.4","-11.4","54","3"
"Compliance officers","=""13-1041""","Line Item","0.3","0.1","0.1","0.3","0.1","0.1","0.0","-1.5","58","3"
"Cost estimators","=""13-1051""","Line Item","0.2","0.1","0.1","0.2","0.1","0.1","0.0","-6.4","59","3"
"Human resources workers","=""13-1070""","Summary","1.3","0.3","0.1","1.2","0.3","0.1","0.0","-3.5","60","3"
"Human resources specialists","=""13-1071""","Line Item","1.3","0.3","0.1","1.2","0.3","0.1","0.0","-3.5","61","4"
"Logisticians and project management specialists","=""13-1080""","Summary","1.6","0.4","0.1","1.6","0.5","0.1","0.0","2.4","64","3"
"Logisticians","=""13-1081""","Line Item","0.5","0.1","0.3","0.6","0.2","0.2","0.1","10.3","65","4"
"Project management specialists","=""13-1082""","Line Item","1.1","0.3","0.1","1.1","0.3","0.1","0.0","-1.5","66","4"
"Management analysts","=""13-1111""","Line Item","0.3","0.1","0.0","0.3","0.1","0.0","0.0","-1.5","67","3"
"Compensation, benefits, and job analysis specialists","=""13-1141""","Line Item","0.1","0.0","0.1","0.1","0.0","0.1","0.0","-1.5","70","3"
"Training and development specialists","=""13-1151""","Line Item","0.5","0.1","0.1","0.5","0.1","0.1","0.0","-1.5","71","3"
"Market research analysts and marketing specialists","=""13-1161""","Line Item","2.1","0.6","0.2","2.2","0.6","0.2","0.1","5.4","72","3"
"Business operations specialists, all other","=""13-1199""","Line Item","1.2","0.3","0.1","1.2","0.3","0.1","0.0","-1.5","73","3"
"Financial specialists","=""13-2000""","Summary","3.6","1.0","0.1","3.5","1.0","0.1","-0.1","-1.7","74","2"
"Accountants and auditors","=""13-2011""","Line Item","3.0","0.8","0.2","2.9","0.8","0.2","0.0","-1.5","75","3"
"Property appraisers and assessors","=""13-2020""","Line Item","0.1","0.0","0.1","0.1","0.0","0.1","0.0","-1.5","76","3"
"Credit analysts","=""13-2041""","Line Item","0.1","0.0","0.1","0.1","0.0","0.1","0.0","-11.4","78","3"
"Financial analysts and advisors","=""13-2050""","Summary","0.2","0.1","0.0","0.2","0.1","0.0","0.0","-1.5","79","3"
"Financial and investment analysts","=""13-2051""","Line Item","0.2","0.1","0.1","0.2","0.1","0.1","0.0","-1.5","80","4"
"Credit counselors and loan officers","=""13-2070""","Summary","0.1","0.0","0.0","0.1","0.0","0.0","0.0","-1.5","85","3"
"Loan officers","=""13-2072""","Line Item","0.1","0.0","0.0","0.1","0.0","0.0","0.0","-1.5","87","4"
"Financial specialists, all other","=""13-2099""","Line Item","0.1","0.0","0.1","0.1","0.0","0.1","0.0","-1.5","91","3"
"Computer and mathematical occupations","=""15-0000""","Summary","4.8","1.3","0.1","5.0","1.4","0.1","0.1","2.9","92","1"
"Computer occupations","=""15-1200""","Summary","4.5","1.2","0.1","4.6","1.3","0.1","0.1","1.5","93","2"
"Computer systems analysts","=""15-1211""","Line Item","0.3","0.1","0.1","0.3","0.1","0.0","0.0","-1.5","95","4"
"Computer support specialists","=""15-1230""","Summary","1.3","0.4","0.1","1.3","0.4","0.1","-0.1","-4.8","98","3"
"Computer network support specialists","=""15-1231""","Line Item","0.2","0.1","0.1","0.2","0.1","0.1","0.0","-1.5","99","4"
"Computer user support specialists","=""15-1232""","Line Item","1.1","0.3","0.1","1.0","0.3","0.1","-0.1","-5.4","100","4"
"Database and network administrators and architects","=""15-1240""","Summary","0.8","0.2","0.1","0.7","0.2","0.1","0.0","-5.5","101","3"
"Database administrators","=""15-1242""","Line Item","0.1","0.0","0.1","0.1","0.0","0.1","0.0","-1.5","103","4"
"Database architects","=""15-1243""","Line Item","0.1","0.0","0.1","0.1","0.0","0.1","0.0","-1.5","104","4"
"Network and computer systems administrators","=""15-1244""","Line Item","0.6","0.2","0.2","0.6","0.2","0.2","0.0","-6.4","105","4"
"Software and web developers, programmers, and testers","=""15-1250""","Summary","1.6","0.5","0.1","1.8","0.5","0.1","0.2","10.3","106","3"
"Computer programmers","=""15-1251""","Line Item","0.1","0.0","0.0","0.1","0.0","0.0","0.0","-19.2","107","4"
"Software developers","=""15-1252""","Line Item","1.1","0.3","0.1","1.2","0.3","0.1","0.1","13.3","108","4"
"Software quality assurance analysts and testers","=""15-1253""","Line Item","0.2","0.1","0.1","0.3","0.1","0.1","0.0","8.3","109","4"
"Web developers","=""15-1254""","Line Item","0.1","0.0","0.1","0.1","0.0","0.1","0.0","8.3","110","4"
"Web and digital interface designers","=""15-1255""","Line Item","0.1","0.0","0.1","0.1","0.0","0.1","0.0","8.3","111","4"
"Mathematical science occupations","=""15-2000""","Summary","0.3","0.1","0.1","0.4","0.1","0.1","0.1","21.9","113","2"
"Data scientists","=""15-2051""","Line Item","0.3","0.1","0.2","0.3","0.1","0.2","0.1","23.1","118","3"
"Architecture and engineering occupations","=""17-0000""","Summary","4.3","1.2","0.2","4.4","1.2","0.2","0.1","2.1","120","1"
"Engineers","=""17-2000""","Summary","3.3","0.9","0.2","3.4","1.0","0.2","0.1","4.3","128","2"
