"Occupation Title","Occupation Code","Occupation Type","2022 Employment","2022 Percent of Industry","2022 Percent of Occupation","Projected 2032 Employment","Projected 2032 Percent of Industry","Projected 2032 Percent of Occupation","Employment Change, 2022-2032","Employment Percent Change, 2022-2032","Occupation Sort","Display Level"
"Total, all occupations","=""00-0000""","Summary","248.3","100.0","0.2","250.0","100.0","0.1","1.7","0.7","","0"
"Management occupations","=""11-0000""","Summary","12.6","5.1","0.1","13.3","5.3","0.1","0.7","5.5","2","1"
"Top executives","=""11-1000""","Summary","6.3","2.6","0.2","6.5","2.6","0.2","0.2","2.9","3","2"
"Chief executives","=""11-1011""","Line Item","0.1","0.1","0.0","0.1","0.0","0.0","0.0","-12.2","4","3"
"General and operations managers","=""11-1021""","Line Item","6.2","2.5","0.2","6.4","2.6","0.2","0.2","3.2","5","3"
"Advertising, marketing, promotions, public relations, and sales managers","=""11-2000""","Summary","0.1","0.0","0.0","0.1","0.0","0.0","0.0","3.2","7","2"
"Marketing and sales managers","=""11-2020""","Summary","0.1","0.0","0.0","0.1","0.0","0.0","0.0","3.2","9","3"
"Sales managers","=""11-2022""","Line Item","0.1","0.0","0.0","0.1","0.0","0.0","0.0","3.2","11","4"
"Operations specialties managers","=""11-3000""","Summary","0.6","0.2","0.0","0.6","0.3","0.0","0.1","8.6","15","2"
"Administrative services and facilities managers","=""11-3010""","Summary","0.2","0.1","0.0","0.2","0.1","0.0","0.0","3.2","16","3"
"Administrative services managers","=""11-3012""","Line Item","0.2","0.1","0.1","0.2","0.1","0.1","0.0","3.2","17","4"
"Financial managers","=""11-3031""","Line Item","0.3","0.1","0.0","0.3","0.1","0.0","0.0","13.6","20","3"
"Transportation, storage, and distribution managers","=""11-3071""","Line Item","0.1","0.0","0.0","0.1","0.0","0.0","0.0","3.2","23","3"
"Other management occupations","=""11-9000""","Summary","5.5","2.2","0.1","6.0","2.4","0.1","0.5","8.2","27","2"
"Construction managers","=""11-9021""","Line Item","5.3","2.1","1.0","5.7","2.3","1.1","0.4","8.4","29","3"
"Managers, all other","=""11-9199""","Line Item","0.2","0.1","0.0","0.2","0.1","0.0","0.0","3.2","50","3"
"Business and financial operations occupations","=""13-0000""","Summary","6.7","2.7","0.1","6.7","2.7","0.1","0.0","0.7","51","1"
"Business operations specialists","=""13-1000""","Summary","5.8","2.3","0.1","5.8","2.3","0.1","0.0","0.3","52","2"
"Buyers and purchasing agents","=""13-1020""","Line Item","0.1","0.0","0.0","0.1","0.0","0.0","0.0","-7.1","54","3"
"Cost estimators","=""13-1051""","Line Item","3.2","1.3","1.4","3.1","1.2","1.4","-0.1","-1.9","59","3"
"Human resources workers","=""13-1070""","Summary","0.3","0.1","0.0","0.3","0.1","0.0","0.0","1.2","60","3"
"Human resources specialists","=""13-1071""","Line Item","0.3","0.1","0.0","0.3","0.1","0.0","0.0","1.2","61","4"
"Logisticians and project management specialists","=""13-1080""","Summary","2.0","0.8","0.2","2.1","0.8","0.2","0.1","3.5","64","3"
"Project management specialists","=""13-1082""","Line Item","2.0","0.8","0.2","2.0","0.8","0.2","0.1","3.2","66","4"
"Market research analysts and marketing specialists","=""13-1161""","Line Item","0.1","0.0","0.0","0.1","0.0","0.0","0.0","10.5","72","3"
"Business operations specialists, all other","=""13-1199""","Line Item","0.2","0.1","0.0","0.2","0.1","0.0","0.0","3.2","73","3"
"Financial specialists","=""13-2000""","Summary","0.8","0.3","0.0","0.9","0.3","0.0","0.0","3.2","74","2"
"Accountants and auditors","=""13-2011""","Line Item","0.8","0.3","0.1","0.8","0.3","0.1","0.0","3.2","75","3"
"Computer and mathematical occupations","=""15-0000""","Summary","0.1","0.0","0.0","0.1","0.0","0.0","0.0","-0.8","92","1"
"Computer occupations","=""15-1200""","Summary","0.1","0.0","0.0","0.1","0.0","0.0","0.0","-0.9","93","2"
"Architecture and engineering occupations","=""17-0000""","Summary","1.3","0.5","0.0","1.3","0.5","0.0","0.0","3.1","120","1"
"Architects, surveyors, and cartographers","=""17-1000""","Summary","0.1","0.1","0.1","0.1","0.1","0.1","0.0","3.2","121","2"
"Surveyors, cartographers, and photogrammetrists","=""17-1020""","Summary","0.1","0.1","0.2","0.1","0.1","0.2","0.0","3.2","125","3"
"Surveyors","=""17-1022""","Line Item","0.1","0.1","0.3","0.1","0.1","0.3","0.0","3.2","127","4"
"Engineers","=""17-2000""","Summary","0.9","0.4","0.1","0.9","0.4","0.1","0.0","3.5","128","2"
"Civil engineers","=""17-2051""","Line Item","0.8","0.3","0.2","0.8","0.3","0.2","0.0","3.2","133","3"
"Industrial engineers, including health and safety","=""17-2110""","Summary","0.1","0.0","0.0","0.1","0.0","0.0","0.0","5.7","139","3"
"Health and safety engineers, except mining safety engineers and inspectors","=""17-2111""","Line Item","0.1","0.0","0.3","0.1","0.0","0.3","0.0","3.2","140","4"
"Drafters, engineering technicians, and mapping technicians","=""17-3000""","Summary","0.2","0.1","0.0","0.2","0.1","0.0","0.0","1.4","149","2"
"Drafters","=""17-3010""","Summary","0.1","0.1","0.1","0.1","0.1","0.1","0.0","2.7","150","3"
"Architectural and civil drafters","=""17-3011""","Line Item","0.1","0.1","0.1","0.1","0.1","0.1","0.0","3.2","151","4"
"Engineering technologists and technicians, except drafters","=""17-3020""","Summary","0.1","0.0","0.0","0.1","0.0","0.0","0.0","-1.9","155","3"
"Civil engineering technologists and technicians","=""17-3022""","Line Item","0.1","0.0","0.1","0.1","0.0","0.1","0.0","-1.9","157","4"
"Life, physical, and social science occupations","=""19-0000""","Summary","0.4","0.2","0.0","0.5","0.2","0.0","0.1","13.1","166","1"
"Occupational health and safety specialists and technicians","=""19-5000""","Summary","0.4","0.2","0.3","0.5","0.2","0.3","0.1","13.1","229","2"
"Occupational health and safety specialists","=""19-5011""","Line Item","0.3","0.1","0.3","0.4","0.2","0.3","0.0","14.6","230","3"
"Occupational health and safety technicians","=""19-5012""","Line Item","0.1","0.0","0.3","0.1","0.0","0.3","0.0","6.3","231","3"
"Building and grounds cleaning and maintenance occupations","=""37-0000""","Summary","0.8","0.3","0.0","0.9","0.3","0.0","0.0","2.7","581","1"
