"Occupation Title","Occupation Code","Occupation Type","2022 Employment","2022 Percent of Industry","2022 Percent of Occupation","Projected 2032 Employment","Projected 2032 Percent of Industry","Projected 2032 Percent of Occupation","Employment Change, 2022-2032","Employment Percent Change, 2022-2032","Occupation Sort","Display Level"
"Total, all occupations","=""00-0000""","Summary","10.8","100.0","0.0","11.1","100.0","0.0","0.3","3.1","","0"
"Management occupations","=""11-0000""","Summary","1.1","10.5","0.0","1.2","10.7","0.0","0.1","5.2","2","1"
"Top executives","=""11-1000""","Summary","0.6","5.8","0.0","0.6","5.8","0.0","0.0","3.7","3","2"
"General and operations managers","=""11-1021""","Line Item","0.6","5.6","0.0","0.6","5.7","0.0","0.0","4.2","5","3"
"Advertising, marketing, promotions, public relations, and sales managers","=""11-2000""","Summary","0.1","0.6","0.0","0.1","0.6","0.0","0.0","4.2","7","2"
"Marketing and sales managers","=""11-2020""","Summary","0.1","0.6","0.0","0.1","0.6","0.0","0.0","4.2","9","3"
"Marketing managers","=""11-2021""","Line Item","0.1","0.6","0.0","0.1","0.6","0.0","0.0","4.2","10","4"
"Operations specialties managers","=""11-3000""","Summary","0.3","2.9","0.0","0.3","3.1","0.0","0.0","8.4","15","2"
"Financial managers","=""11-3031""","Line Item","0.1","1.0","0.0","0.1","1.2","0.0","0.0","14.6","20","3"
"Industrial production managers","=""11-3051""","Line Item","0.1","0.8","0.0","0.1","0.8","0.0","0.0","4.2","21","3"
"Other management occupations","=""11-9000""","Summary","0.1","1.1","0.0","0.1","1.2","0.0","0.0","5.1","27","2"
"Architectural and engineering managers","=""11-9041""","Line Item","0.1","0.5","0.0","0.1","0.5","0.0","0.0","4.2","35","3"
"Business and financial operations occupations","=""13-0000""","Summary","0.7","6.4","0.0","0.7","6.5","0.0","0.0","4.5","51","1"
"Business operations specialists","=""13-1000""","Summary","0.5","5.0","0.0","0.6","5.0","0.0","0.0","4.6","52","2"
"Compliance officers","=""13-1041""","Line Item","0.1","0.5","0.0","0.1","0.5","0.0","0.0","4.2","58","3"
"Logisticians and project management specialists","=""13-1080""","Summary","0.3","2.6","0.0","0.3","2.6","0.0","0.0","4.2","64","3"
"Project management specialists","=""13-1082""","Line Item","0.3","2.6","0.0","0.3","2.6","0.0","0.0","4.2","66","4"
"Business operations specialists, all other","=""13-1199""","Line Item","0.1","0.7","0.0","0.1","0.7","0.0","0.0","4.2","73","3"
"Financial specialists","=""13-2000""","Summary","0.2","1.4","0.0","0.2","1.5","0.0","0.0","4.2","74","2"
"Accountants and auditors","=""13-2011""","Line Item","0.1","1.2","0.0","0.1","1.2","0.0","0.0","4.2","75","3"
"Computer and mathematical occupations","=""15-0000""","Summary","0.3","2.3","0.0","0.3","2.3","0.0","0.0","2.5","92","1"
"Computer occupations","=""15-1200""","Summary","0.3","2.3","0.0","0.3","2.3","0.0","0.0","2.5","93","2"
"Computer systems analysts","=""15-1211""","Line Item","0.1","0.5","0.0","0.1","0.5","0.0","0.0","4.2","95","4"
"Database and network administrators and architects","=""15-1240""","Summary","0.1","0.9","0.0","0.1","0.8","0.0","0.0","-0.7","101","3"
