"Occupation Title","Occupation Code","Occupation Type","2022 Employment","2022 Percent of Industry","2022 Percent of Occupation","Projected 2032 Employment","Projected 2032 Percent of Industry","Projected 2032 Percent of Occupation","Employment Change, 2022-2032","Employment Percent Change, 2022-2032","Occupation Sort","Display Level"
"Total, all occupations","=""00-0000""","Summary","486.4","100.0","0.3","525.5","100.0","0.3","39.1","8.0","","0"
"Management occupations","=""11-0000""","Summary","78.9","16.2","0.6","87.7","16.7","0.7","8.8","11.1","2","1"
"Top executives","=""11-1000""","Summary","30.9","6.3","0.8","33.7","6.4","0.9","2.8","9.2","3","2"
"Chief executives","=""11-1011""","Line Item","3.2","0.7","1.1","3.0","0.6","1.2","-0.2","-5.7","4","3"
"General and operations managers","=""11-1021""","Line Item","27.7","5.7","0.8","30.7","5.8","0.8","3.0","10.9","5","3"
"Advertising, marketing, promotions, public relations, and sales managers","=""11-2000""","Summary","34.0","7.0","3.2","37.7","7.2","3.4","3.7","10.9","7","2"
"Advertising and promotions managers","=""11-2011""","Line Item","8.8","1.8","28.5","9.8","1.9","31.1","1.0","10.9","8","3"
"Marketing and sales managers","=""11-2020""","Summary","17.8","3.7","2.0","19.8","3.8","2.1","2.0","10.9","9","3"
"Marketing managers","=""11-2021""","Line Item","10.8","2.2","3.0","12.0","2.3","3.1","1.2","10.9","10","4"
"Sales managers","=""11-2022""","Line Item","7.0","1.4","1.3","7.8","1.5","1.3","0.8","10.9","11","4"
"Public relations and fundraising managers","=""11-2030""","Summary","7.4","1.5","7.0","8.2","1.6","7.3","0.8","10.9","12","3"
"Public relations managers","=""11-2032""","Line Item","7.3","1.5","10.1","8.1","1.5","10.6","0.8","10.9","13","4"
"Fundraising managers","=""11-2033""","Line Item","0.1","0.0","0.2","0.1","0.0","0.2","0.0","10.9","14","4"
"Operations specialties managers","=""11-3000""","Summary","10.0","2.1","0.4","11.8","2.2","0.4","1.7","17.3","15","2"
"Administrative services and facilities managers","=""11-3010""","Summary","1.2","0.2","0.3","1.3","0.3","0.3","0.1","10.9","16","3"
"Administrative services managers","=""11-3012""","Line Item","1.0","0.2","0.4","1.2","0.2","0.4","0.1","10.9","17","4"
"Facilities managers","=""11-3013""","Line Item","0.2","0.0","0.1","0.2","0.0","0.1","0.0","10.9","18","4"
"Computer and information systems managers","=""11-3021""","Line Item","3.5","0.7","0.6","4.2","0.8","0.6","0.7","18.7","19","3"
"Financial managers","=""11-3031""","Line Item","3.3","0.7","0.4","4.0","0.8","0.4","0.7","22.0","20","3"
"Industrial production managers","=""11-3051""","Line Item","0.3","0.1","0.2","0.4","0.1","0.2","0.0","10.9","21","3"
"Purchasing managers","=""11-3061""","Line Item","0.3","0.1","0.4","0.3","0.1","0.4","0.0","10.9","22","3"
"Transportation, storage, and distribution managers","=""11-3071""","Line Item","0.2","0.0","0.1","0.2","0.0","0.1","0.0","10.9","23","3"
"Compensation and benefits managers","=""11-3111""","Line Item","0.1","0.0","0.3","0.1","0.0","0.3","0.0","5.4","24","3"
"Human resources managers","=""11-3121""","Line Item","1.1","0.2","0.6","1.2","0.2","0.6","0.1","10.9","25","3"
"Training and development managers","=""11-3131""","Line Item","0.1","0.0","0.2","0.1","0.0","0.2","0.0","10.9","26","3"
"Other management occupations","=""11-9000""","Summary","4.0","0.8","0.1","4.5","0.9","0.1","0.5","11.4","27","2"
"Medical and health services managers","=""11-9111""","Line Item","0.1","0.0","0.0","0.1","0.0","0.0","0.0","33.1","41","3"
"Property, real estate, and community association managers","=""11-9141""","Line Item","0.2","0.0","0.0","0.2","0.0","0.0","0.0","10.9","44","3"
"Managers, all other","=""11-9199""","Line Item","3.7","0.8","0.3","4.1","0.8","0.3","0.4","10.9","50","3"
"Business and financial operations occupations","=""13-0000""","Summary","77.2","15.9","0.7","89.5","17.0","0.8","12.3","16.0","51","1"
"Business operations specialists","=""13-1000""","Summary","67.7","13.9","0.9","78.9","15.0","1.0","11.3","16.7","52","2"
"Buyers and purchasing agents","=""13-1020""","Line Item","3.9","0.8","0.8","3.9","0.7","0.9","0.0","-0.1","54","3"
"Compliance officers","=""13-1041""","Line Item","0.5","0.1","0.1","0.5","0.1","0.1","0.1","10.9","58","3"
"Cost estimators","=""13-1051""","Line Item","0.3","0.1","0.1","0.3","0.1","0.1","0.0","5.4","59","3"
