"Occupation Title","Occupation Code","Occupation Type","2022 Employment","2022 Percent of Industry","2022 Percent of Occupation","Projected 2032 Employment","Projected 2032 Percent of Industry","Projected 2032 Percent of Occupation","Employment Change, 2022-2032","Employment Percent Change, 2022-2032","Occupation Sort","Display Level"
"Total, all occupations","=""00-0000""","Summary","54.1","100.0","0.0","50.2","100.0","0.0","-3.9","-7.1","","0"
"Management occupations","=""11-0000""","Summary","3.1","5.7","0.0","3.0","6.0","0.0","-0.1","-2.5","2","1"
"Top executives","=""11-1000""","Summary","1.0","1.8","0.0","1.0","1.9","0.0","0.0","-3.7","3","2"
"General and operations managers","=""11-1021""","Line Item","0.9","1.8","0.0","0.9","1.8","0.0","0.0","-3.1","5","3"
"Advertising, marketing, promotions, public relations, and sales managers","=""11-2000""","Summary","0.3","0.6","0.0","0.3","0.7","0.0","0.0","-3.1","7","2"
"Marketing and sales managers","=""11-2020""","Summary","0.3","0.6","0.0","0.3","0.7","0.0","0.0","-3.1","9","3"
"Sales managers","=""11-2022""","Line Item","0.3","0.5","0.1","0.3","0.6","0.0","0.0","-3.1","11","4"
"Operations specialties managers","=""11-3000""","Summary","1.5","2.7","0.1","1.5","2.9","0.1","0.0","-1.4","15","2"
"Administrative services and facilities managers","=""11-3010""","Summary","0.1","0.2","0.0","0.1","0.2","0.0","0.0","-3.1","16","3"
"Facilities managers","=""11-3013""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-3.1","18","4"
"Computer and information systems managers","=""11-3021""","Line Item","0.1","0.2","0.0","0.1","0.2","0.0","0.0","3.7","19","3"
"Financial managers","=""11-3031""","Line Item","0.2","0.4","0.0","0.2","0.4","0.0","0.0","6.6","20","3"
"Industrial production managers","=""11-3051""","Line Item","0.8","1.5","0.4","0.8","1.6","0.4","0.0","-3.1","21","3"
"Purchasing managers","=""11-3061""","Line Item","0.1","0.2","0.1","0.1","0.2","0.1","0.0","-3.1","22","3"
"Transportation, storage, and distribution managers","=""11-3071""","Line Item","0.1","0.2","0.1","0.1","0.2","0.0","0.0","-3.1","23","3"
"Human resources managers","=""11-3121""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-3.1","25","3"
"Other management occupations","=""11-9000""","Summary","0.3","0.6","0.0","0.3","0.6","0.0","0.0","-2.7","27","2"
"Architectural and engineering managers","=""11-9041""","Line Item","0.1","0.3","0.1","0.1","0.3","0.1","0.0","-3.1","35","3"
"Managers, all other","=""11-9199""","Line Item","0.1","0.2","0.0","0.1","0.3","0.0","0.0","-3.1","50","3"
"Business and financial operations occupations","=""13-0000""","Summary","1.9","3.5","0.0","1.8","3.6","0.0","-0.1","-4.7","51","1"
"Business operations specialists","=""13-1000""","Summary","1.4","2.7","0.0","1.4","2.7","0.0","-0.1","-5.2","52","2"
"Buyers and purchasing agents","=""13-1020""","Line Item","0.4","0.8","0.1","0.4","0.7","0.1","-0.1","-12.8","54","3"
"Cost estimators","=""13-1051""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-8.0","59","3"
"Human resources workers","=""13-1070""","Summary","0.3","0.6","0.0","0.3","0.6","0.0","0.0","-5.1","60","3"
"Human resources specialists","=""13-1071""","Line Item","0.3","0.6","0.0","0.3","0.6","0.0","0.0","-5.1","61","4"
"Logisticians and project management specialists","=""13-1080""","Summary","0.3","0.6","0.0","0.3","0.6","0.0","0.0","1.5","64","3"
"Logisticians","=""13-1081""","Line Item","0.1","0.2","0.1","0.1","0.3","0.1","0.0","8.5","65","4"
"Project management specialists","=""13-1082""","Line Item","0.2","0.4","0.0","0.2","0.4","0.0","0.0","-3.1","66","4"
"Training and development specialists","=""13-1151""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-3.1","71","3"
"Market research analysts and marketing specialists","=""13-1161""","Line Item","0.1","0.2","0.0","0.1","0.2","0.0","0.0","3.7","72","3"
"Business operations specialists, all other","=""13-1199""","Line Item","0.1","0.2","0.0","0.1","0.2","0.0","0.0","-3.1","73","3"
"Financial specialists","=""13-2000""","Summary","0.4","0.8","0.0","0.4","0.8","0.0","0.0","-3.2","74","2"
"Accountants and auditors","=""13-2011""","Line Item","0.4","0.7","0.0","0.4","0.7","0.0","0.0","-3.1","75","3"
"Computer and mathematical occupations","=""15-0000""","Summary","0.4","0.8","0.0","0.4","0.8","0.0","0.0","-3.3","92","1"
"Computer occupations","=""15-1200""","Summary","0.4","0.8","0.0","0.4","0.8","0.0","0.0","-3.4","93","2"
"Computer and information analysts","=""15-1210""","Summary","0.1","0.1","0.0","0.1","0.1","0.0","0.0","0.4","94","3"
"Computer support specialists","=""15-1230""","Summary","0.1","0.2","0.0","0.1","0.2","0.0","0.0","-6.0","98","3"
"Computer user support specialists","=""15-1232""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-7.0","100","4"
"Database and network administrators and architects","=""15-1240""","Summary","0.2","0.3","0.0","0.1","0.3","0.0","0.0","-7.7","101","3"
"Network and computer systems administrators","=""15-1244""","Line Item","0.1","0.2","0.0","0.1","0.2","0.0","0.0","-8.0","105","4"
"Software and web developers, programmers, and testers","=""15-1250""","Summary","0.1","0.1","0.0","0.1","0.2","0.0","0.0","6.3","106","3"
"Software developers","=""15-1252""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","11.4","108","4"
"Architecture and engineering occupations","=""17-0000""","Summary","2.2","4.0","0.1","2.2","4.3","0.1","0.0","1.3","120","1"
