"Occupation Title","Occupation Code","Occupation Type","2022 Employment","2022 Percent of Industry","2022 Percent of Occupation","Projected 2032 Employment","Projected 2032 Percent of Industry","Projected 2032 Percent of Occupation","Employment Change, 2022-2032","Employment Percent Change, 2022-2032","Occupation Sort","Display Level"
"Total, all occupations","=""00-0000""","Summary","42.9","100.0","0.0","45.4","100.0","0.0","2.5","5.7","","0"
"Management occupations","=""11-0000""","Summary","1.9","4.5","0.0","2.1","4.6","0.0","0.1","7.7","2","1"
"Top executives","=""11-1000""","Summary","0.8","1.8","0.0","0.8","1.8","0.0","0.0","5.4","3","2"
"Chief executives","=""11-1011""","Line Item","0.1","0.2","0.0","0.1","0.2","0.0","0.0","-9.1","4","3"
"General and operations managers","=""11-1021""","Line Item","0.7","1.7","0.0","0.8","1.7","0.0","0.0","7.0","5","3"
"Operations specialties managers","=""11-3000""","Summary","0.5","1.2","0.0","0.5","1.2","0.0","0.1","10.6","15","2"
"Administrative services and facilities managers","=""11-3010""","Summary","0.1","0.2","0.0","0.1","0.2","0.0","0.0","7.0","16","3"
"Financial managers","=""11-3031""","Line Item","0.1","0.3","0.0","0.2","0.4","0.0","0.0","17.7","20","3"
"Industrial production managers","=""11-3051""","Line Item","0.1","0.2","0.0","0.1","0.2","0.0","0.0","7.0","21","3"
"Human resources managers","=""11-3121""","Line Item","0.1","0.2","0.0","0.1","0.2","0.0","0.0","7.0","25","3"
"Other management occupations","=""11-9000""","Summary","0.6","1.4","0.0","0.7","1.4","0.0","0.1","8.4","27","2"
"Construction managers","=""11-9021""","Line Item","0.2","0.4","0.0","0.2","0.4","0.0","0.0","12.3","29","3"
"Architectural and engineering managers","=""11-9041""","Line Item","0.1","0.3","0.1","0.1","0.3","0.1","0.0","7.0","35","3"
"Managers, all other","=""11-9199""","Line Item","0.3","0.7","0.0","0.3","0.7","0.0","0.0","7.0","50","3"
"Business and financial operations occupations","=""13-0000""","Summary","1.6","3.6","0.0","1.7","3.7","0.0","0.1","6.3","51","1"
"Business operations specialists","=""13-1000""","Summary","1.3","3.0","0.0","1.4","3.0","0.0","0.1","6.2","52","2"
"Buyers and purchasing agents","=""13-1020""","Line Item","0.2","0.4","0.0","0.2","0.3","0.0","0.0","-3.7","54","3"
"Compliance officers","=""13-1041""","Line Item","0.1","0.3","0.0","0.1","0.3","0.0","0.0","7.0","58","3"
"Human resources workers","=""13-1070""","Summary","0.2","0.4","0.0","0.2","0.4","0.0","0.0","4.8","60","3"
"Human resources specialists","=""13-1071""","Line Item","0.2","0.4","0.0","0.2","0.4","0.0","0.0","4.8","61","4"
"Logisticians and project management specialists","=""13-1080""","Summary","0.5","1.1","0.0","0.5","1.1","0.0","0.0","9.5","64","3"
"Logisticians","=""13-1081""","Line Item","0.1","0.2","0.0","0.1","0.2","0.0","0.0","19.8","65","4"
"Project management specialists","=""13-1082""","Line Item","0.4","0.8","0.0","0.4","0.9","0.0","0.0","7.0","66","4"
"Training and development specialists","=""13-1151""","Line Item","0.2","0.5","0.1","0.2","0.5","0.1","0.0","7.0","71","3"
"Business operations specialists, all other","=""13-1199""","Line Item","0.1","0.2","0.0","0.1","0.2","0.0","0.0","7.0","73","3"
"Financial specialists","=""13-2000""","Summary","0.3","0.6","0.0","0.3","0.6","0.0","0.0","7.0","74","2"
"Accountants and auditors","=""13-2011""","Line Item","0.3","0.6","0.0","0.3","0.6","0.0","0.0","7.0","75","3"
"Computer and mathematical occupations","=""15-0000""","Summary","0.3","0.8","0.0","0.4","0.8","0.0","0.0","10.0","92","1"
"Computer occupations","=""15-1200""","Summary","0.3","0.6","0.0","0.3","0.6","0.0","0.0","6.4","93","2"
"Computer support specialists","=""15-1230""","Summary","0.1","0.3","0.0","0.1","0.3","0.0","0.0","4.3","98","3"
"Computer network support specialists","=""15-1231""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","7.0","99","4"
"Computer user support specialists","=""15-1232""","Line Item","0.1","0.2","0.0","0.1","0.2","0.0","0.0","2.7","100","4"
"Database and network administrators and architects","=""15-1240""","Summary","0.1","0.1","0.0","0.1","0.1","0.0","0.0","2.4","101","3"
"Mathematical science occupations","=""15-2000""","Summary","0.1","0.2","0.0","0.1","0.2","0.0","0.0","25.2","113","2"
"Architecture and engineering occupations","=""17-0000""","Summary","2.9","6.7","0.1","3.1","6.8","0.1","0.2","7.0","120","1"
"Architects, surveyors, and cartographers","=""17-1000""","Summary","0.3","0.7","0.1","0.3","0.7","0.1","0.0","7.0","121","2"
"Surveyors, cartographers, and photogrammetrists","=""17-1020""","Summary","0.3","0.7","0.4","0.3","0.7","0.4","0.0","7.0","125","3"
"Surveyors","=""17-1022""","Line Item","0.3","0.6","0.5","0.3","0.6","0.5","0.0","7.0","127","4"
"Engineers","=""17-2000""","Summary","1.7","3.9","0.1","1.8","4.0","0.1","0.1","7.8","128","2"
"Civil engineers","=""17-2051""","Line Item","0.1","0.2","0.0","0.1","0.2","0.0","0.0","7.0","133","3"
"Environmental engineers","=""17-2081""","Line Item","0.1","0.2","0.2","0.1","0.2","0.2","0.0","8.0","138","3"
