"Occupation Title","Occupation Code","Occupation Type","2022 Employment","2022 Percent of Industry","2022 Percent of Occupation","Projected 2032 Employment","Projected 2032 Percent of Industry","Projected 2032 Percent of Occupation","Employment Change, 2022-2032","Employment Percent Change, 2022-2032","Occupation Sort","Display Level"
"Sales representatives, wholesale and manufacturing","=""41-4000""","Summary","0.3","0.1","0.0","0.3","0.1","0.0","0.0","-0.3","662","2"
"Sales representatives, wholesale and manufacturing, except technical and scientific products","=""41-4012""","Line Item","0.2","0.1","0.0","0.2","0.1","0.0","0.0","-0.3","664","3"
"Other sales and related workers","=""41-9000""","Summary","0.1","0.0","0.0","0.1","0.0","0.0","0.0","-0.3","665","2"
"Office and administrative support occupations","=""43-0000""","Summary","18.9","5.3","0.1","16.7","4.6","0.1","-2.2","-11.8","677","1"
"Supervisors of office and administrative support workers","=""43-1000""","Summary","1.4","0.4","0.1","1.3","0.4","0.1","-0.1","-10.3","678","2"
"First-line supervisors of office and administrative support workers","=""43-1011""","Line Item","1.4","0.4","0.1","1.3","0.4","0.1","-0.1","-10.3","679","3"
"Financial clerks","=""43-3000""","Summary","5.1","1.4","0.2","4.5","1.2","0.2","-0.6","-12.2","684","2"
"Billing and posting clerks","=""43-3021""","Line Item","0.1","0.0","0.0","0.1","0.0","0.0","0.0","-10.3","686","3"
"Bookkeeping, accounting, and auditing clerks","=""43-3031""","Line Item","3.9","1.1","0.2","3.5","1.0","0.2","-0.4","-10.3","687","3"
"Payroll and timekeeping clerks","=""43-3051""","Line Item","1.0","0.3","0.6","0.8","0.2","0.5","-0.2","-20.3","689","3"
"Procurement clerks","=""43-3061""","Line Item","0.1","0.0","0.1","0.1","0.0","0.1","0.0","-10.3","690","3"
"Information and record clerks","=""43-4000""","Summary","0.8","0.2","0.0","0.8","0.2","0.0","-0.1","-10.8","693","2"
"Customer service representatives","=""43-4051""","Line Item","0.1","0.0","0.0","0.1","0.0","0.0","0.0","-10.3","698","3"
"Human resources assistants, except payroll and timekeeping","=""43-4161""","Line Item","0.1","0.0","0.1","0.1","0.0","0.1","0.0","-10.3","707","3"
"Receptionists and information clerks","=""43-4171""","Line Item","0.5","0.1","0.0","0.5","0.1","0.0","-0.1","-11.3","708","3"
"Material recording, scheduling, dispatching, and distributing workers","=""43-5000""","Summary","1.5","0.4","0.1","1.4","0.4","0.1","-0.1","-5.1","711","2"
"Couriers and messengers","=""43-5021""","Line Item","0.1","0.0","0.0","0.1","0.0","0.0","0.0","-0.3","713","3"
"Dispatchers","=""43-5030""","Summary","0.6","0.2","0.2","0.6","0.2","0.2","0.0","-5.3","714","3"
"Dispatchers, except police, fire, and ambulance","=""43-5032""","Line Item","0.6","0.2","0.3","0.6","0.2","0.3","0.0","-5.3","716","4"
"Production, planning, and expediting clerks","=""43-5061""","Line Item","0.4","0.1","0.1","0.4","0.1","0.1","0.0","-0.3","722","3"
"Shipping, receiving, and inventory clerks","=""43-5071""","Line Item","0.1","0.0","0.0","0.1","0.0","0.0","0.0","-10.3","723","3"
"Weighers, measurers, checkers, and samplers, recordkeeping","=""43-5111""","Line Item","0.3","0.1","0.5","0.3","0.1","0.5","0.0","-10.3","724","3"
"Secretaries and administrative assistants","=""43-6000""","Summary","3.8","1.1","0.1","3.1","0.9","0.1","-0.6","-16.8","725","2"
"Executive secretaries and executive administrative assistants","=""43-6011""","Line Item","0.6","0.2","0.1","0.4","0.1","0.1","-0.1","-25.3","726","3"
"Secretaries and administrative assistants, except legal, medical, and executive","=""43-6014""","Line Item","3.2","0.9","0.2","2.7","0.8","0.2","-0.5","-15.3","729","3"
"Other office and administrative support workers","=""43-9000""","Summary","6.3","1.8","0.2","5.6","1.6","0.2","-0.7","-10.7","730","2"
"Data entry and information processing workers","=""43-9020""","Summary","0.1","0.0","0.0","0.1","0.0","0.0","0.0","-30.2","731","3"
"Data entry keyers","=""43-9021""","Line Item","0.1","0.0","0.1","0.1","0.0","0.1","0.0","-30.2","732","4"
"Office clerks, general","=""43-9061""","Line Item","6.1","1.7","0.2","5.4","1.5","0.2","-0.6","-10.3","737","3"
"Office and administrative support workers, all other","=""43-9199""","Line Item","0.1","0.0","0.0","0.1","0.0","0.0","0.0","-12.3","741","3"
"Construction and extraction occupations","=""47-0000""","Summary","228.2","64.6","3.1","235.2","65.5","3.1","7.0","3.1","763","1"
"Supervisors of construction and extraction workers","=""47-1000""","Summary","32.2","9.1","4.0","33.7","9.4","4.1","1.5","4.6","764","2"
"First-line supervisors of construction trades and extraction workers","=""47-1011""","Line Item","32.2","9.1","4.0","33.7","9.4","4.1","1.5","4.6","765","3"
"Construction trades workers","=""47-2000""","Summary","185.8","52.6","3.3","191.1","53.2","3.3","5.3","2.9","766","2"
"Brickmasons, blockmasons, and stonemasons","=""47-2020""","Summary","0.1","0.0","0.1","0.1","0.0","0.1","0.0","-0.3","768","3"
"Brickmasons and blockmasons","=""47-2021""","Line Item","0.1","0.0","0.2","0.1","0.0","0.2","0.0","-0.3","769","4"
"Carpenters","=""47-2031""","Line Item","12.1","3.4","1.3","12.0","3.3","1.2","0.0","-0.3","771","3"
"Cement masons, concrete finishers, and terrazzo workers","=""47-2050""","Summary","15.2","4.3","7.3","13.6","3.8","6.8","-1.6","-10.3","777","3"
"Cement masons and concrete finishers","=""47-2051""","Line Item","15.2","4.3","7.4","13.6","3.8","6.9","-1.6","-10.3","778","4"
"Construction laborers","=""47-2061""","Line Item","85.8","24.3","6.0","89.8","25.0","6.1","4.0","4.6","780","3"
"Construction equipment operators","=""47-2070""","Summary","64.9","18.3","13.4","67.9","18.9","13.7","3.0","4.6","781","3"
"Paving, surfacing, and tamping equipment operators","=""47-2071""","Line Item","14.2","4.0","33.6","14.9","4.1","33.9","0.7","4.6","782","4"
"Pile driver operators","=""47-2072""","Line Item","0.6","0.2","16.7","0.6","0.2","16.9","0.0","4.6","783","4"
"Operating engineers and other construction equipment operators","=""47-2073""","Line Item","50.1","14.2","11.4","52.4","14.6","11.7","2.3","4.6","784","4"
"Electricians","=""47-2111""","Line Item","0.6","0.2","0.1","0.6","0.2","0.1","0.0","-0.3","788","3"
"Painters and paperhangers","=""47-2140""","Summary","2.4","0.7","0.6","2.4","0.7","0.6","0.0","-0.3","793","3"
"Painters, construction and maintenance","=""47-2141""","Line Item","2.4","0.7","0.6","2.4","0.7","0.6","0.0","-0.3","794","4"
"Pipelayers, plumbers, pipefitters, and steamfitters","=""47-2150""","Summary","2.5","0.7","0.5","2.5","0.7","0.5","0.0","-0.3","796","3"
"Pipelayers","=""47-2151""","Line Item","2.0","0.6","5.3","2.0","0.6","5.5","0.0","-0.3","797","4"
"Plumbers, pipefitters, and steamfitters","=""47-2152""","Line Item","0.5","0.1","0.1","0.5","0.1","0.1","0.0","-0.3","798","4"
"Reinforcing iron and rebar workers","=""47-2171""","Line Item","0.7","0.2","3.0","0.6","0.2","2.5","-0.1","-15.3","800","3"
"Structural iron and steel workers","=""47-2221""","Line Item","1.5","0.4","2.0","1.5","0.4","2.1","0.1","4.6","803","3"
"Helpers, construction trades","=""47-3000""","Summary","0.8","0.2","0.4","0.8","0.2","0.4","0.0","-0.3","805","2"
"Helpers--carpenters","=""47-3012""","Line Item","0.2","0.1","0.8","0.2","0.1","0.9","0.0","-0.3","807","3"
"Helpers--pipelayers, plumbers, pipefitters, and steamfitters","=""47-3015""","Line Item","0.2","0.1","0.4","0.2","0.1","0.4","0.0","-0.3","810","3"
"Helpers, construction trades, all other","=""47-3019""","Line Item","0.4","0.1","1.3","0.4","0.1","1.3","0.0","-0.3","812","3"
"Other construction and related workers","=""47-4000""","Summary","7.0","2.0","1.5","7.2","2.0","1.5","0.2","3.1","813","2"
"Construction and building inspectors","=""47-4011""","Line Item","0.6","0.2","0.4","0.5","0.1","0.4","0.0","-5.3","814","3"
"Fence erectors","=""47-4031""","Line Item","0.2","0.1","0.5","0.2","0.0","0.5","0.0","-0.3","816","3"
"Highway maintenance workers","=""47-4051""","Line Item","5.4","1.5","3.5","5.6","1.6","3.4","0.2","4.6","818","3"
"Miscellaneous construction and related workers","=""47-4090""","Line Item","0.9","0.2","2.7","0.9","0.2","2.6","0.0","-0.3","821","3"
"Extraction workers","=""47-5000""","Summary","2.4","0.7","1.1","2.4","0.7","1.2","0.0","-0.3","822","2"
"Surface mining machine operators and earth drillers","=""47-5020""","Summary","2.0","0.6","3.6","2.0","0.6","3.6","0.0","-0.3","827","3"
"Excavating and loading machine and dragline operators, surface mining","=""47-5022""","Line Item","1.9","0.5","5.2","1.9","0.5","5.4","0.0","-0.3","828","4"
"Earth drillers, except oil and gas","=""47-5023""","Line Item","0.1","0.0","0.6","0.1","0.0","0.6","0.0","-0.3","829","4"
"Underground mining machine operators","=""47-5040""","Summary","0.2","0.0","0.7","0.2","0.0","0.7","0.0","-0.3","831","3"
"Loading and moving machine operators, underground mining","=""47-5044""","Line Item","0.1","0.0","2.7","0.1","0.0","3.3","0.0","-0.3","834","4"
"Extraction workers, all other","=""47-5099""","Line Item","0.2","0.0","2.6","0.2","0.0","2.7","0.0","-0.3","839","3"
"Installation, maintenance, and repair occupations","=""49-0000""","Summary","14.0","4.0","0.2","13.9","3.9","0.2","-0.1","-0.8","840","1"
"Supervisors of installation, maintenance, and repair workers","=""49-1000""","Summary","1.0","0.3","0.2","1.0","0.3","0.2","0.0","-0.3","841","2"
"First-line supervisors of mechanics, installers, and repairers","=""49-1011""","Line Item","1.0","0.3","0.2","1.0","0.3","0.2","0.0","-0.3","842","3"
"Electrical and electronic equipment mechanics, installers, and repairers","=""49-2000""","Summary","0.1","0.0","0.0","0.1","0.0","0.0","0.0","-1.0","843","2"
"Miscellaneous electrical and electronic equipment mechanics, installers, and repairers","=""49-2090""","Summary","0.1","0.0","0.1","0.1","0.0","0.1","0.0","-1.0","848","3"
"Electric motor, power tool, and related repairers","=""49-2092""","Line Item","0.1","0.0","0.6","0.1","0.0","0.6","0.0","-0.3","850","4"
"Vehicle and mobile equipment mechanics, installers, and repairers","=""49-3000""","Summary","10.3","2.9","0.6","10.2","2.8","0.5","-0.1","-0.9","857","2"
"Automotive technicians and repairers","=""49-3020""","Summary","0.3","0.1","0.0","0.3","0.1","0.0","0.0","-4.1","859","3"
"Automotive service technicians and mechanics","=""49-3023""","Line Item","0.3","0.1","0.0","0.3","0.1","0.0","0.0","-4.3","862","4"
"Bus and truck mechanics and diesel engine specialists","=""49-3031""","Line Item","1.6","0.5","0.6","1.6","0.4","0.5","-0.1","-3.3","863","3"
"Heavy vehicle and mobile equipment service technicians and mechanics","=""49-3040""","Summary","8.3","2.4","3.6","8.3","2.3","3.4","0.0","-0.3","864","3"
"Mobile heavy equipment mechanics, except engines","=""49-3042""","Line Item","8.3","2.4","4.9","8.3","2.3","4.7","0.0","-0.3","866","4"
"Other installation, maintenance, and repair occupations","=""49-9000""","Summary","2.6","0.7","0.1","2.6","0.7","0.1","0.0","-0.3","876","2"
"Industrial machinery installation, repair, and maintenance workers","=""49-9040""","Summary","0.5","0.1","0.1","0.5","0.1","0.1","0.0","-0.3","882","3"
"Industrial machinery mechanics","=""49-9041""","Line Item","0.1","0.0","0.0","0.1","0.0","0.0","0.0","-0.3","883","4"
"Maintenance workers, machinery","=""49-9043""","Line Item","0.3","0.1","0.5","0.3","0.1","0.5","0.0","-0.3","884","4"
"Millwrights","=""49-9044""","Line Item","0.1","0.0","0.2","0.1","0.0","0.1","0.0","-0.3","885","4"
"Maintenance and repair workers, general","=""49-9071""","Line Item","1.0","0.3","0.1","1.0","0.3","0.1","0.0","-0.3","896","3"
"Miscellaneous installation, maintenance, and repair workers","=""49-9090""","Summary","0.8","0.2","0.2","0.8","0.2","0.2","0.0","-0.3","898","3"
"Helpers--installation, maintenance, and repair workers","=""49-9098""","Line Item","0.3","0.1","0.3","0.3","0.1","0.3","0.0","-0.3","905","4"
"Installation, maintenance, and repair workers, all other","=""49-9099""","Line Item","0.5","0.1","0.3","0.5","0.1","0.3","0.0","-0.3","906","4"
"Production occupations","=""51-0000""","Summary","4.9","1.4","0.1","4.6","1.3","0.1","-0.3","-6.0","907","1"
"Supervisors of production workers","=""51-1000""","Summary","0.5","0.1","0.1","0.5","0.1","0.1","0.0","-0.3","908","2"
"First-line supervisors of production and operating workers","=""51-1011""","Line Item","0.5","0.1","0.1","0.5","0.1","0.1","0.0","-0.3","909","3"
"Assemblers and fabricators","=""51-2000""","Summary","0.3","0.1","0.0","0.2","0.1","0.0","-0.1","-19.3","910","2"
"Structural metal fabricators and fitters","=""51-2041""","Line Item","0.2","0.1","0.4","0.2","0.0","0.3","0.0","-20.3","916","3"
"Metal workers and plastic workers","=""51-4000""","Summary","1.3","0.4","0.1","1.3","0.4","0.1","0.0","-2.7","931","2"
"Forming machine setters, operators, and tenders, metal and plastic","=""51-4020""","Summary","0.1","0.0","0.1","0.1","0.0","0.1","0.0","-10.3","932","3"
"Rolling machine setters, operators, and tenders, metal and plastic","=""51-4023""","Line Item","0.1","0.0","0.3","0.1","0.0","0.3","0.0","-10.3","935","4"
"Machine tool cutting setters, operators, and tenders, metal and plastic","=""51-4030""","Summary","0.1","0.0","0.0","0.1","0.0","0.0","0.0","-14.2","936","3"
"Milling and planing machine setters, operators, and tenders, metal and plastic","=""51-4035""","Line Item","0.1","0.0","0.7","0.1","0.0","0.7","0.0","-15.3","941","4"
"Machinists","=""51-4041""","Line Item","0.1","0.0","0.0","0.1","0.0","0.0","0.0","-0.3","942","3"
"Welding, soldering, and brazing workers","=""51-4120""","Summary","1.0","0.3","0.2","1.0","0.3","0.2","0.0","-0.6","954","3"
"Welders, cutters, solderers, and brazers","=""51-4121""","Line Item","0.9","0.3","0.2","0.9","0.3","0.2","0.0","-0.3","955","4"
"Plant and system operators","=""51-8000""","Summary","0.5","0.1","0.2","0.5","0.1","0.2","0.0","-0.6","997","2"
"Miscellaneous plant and system operators","=""51-8090""","Summary","0.5","0.1","0.6","0.5","0.1","0.6","0.0","-0.3","1004","3"
"Plant and system operators, all other","=""51-8099""","Line Item","0.5","0.1","2.9","0.5","0.1","2.9","0.0","-0.3","1008","4"
"Other production occupations","=""51-9000""","Summary","2.4","0.7","0.1","2.2","0.6","0.1","-0.2","-8.6","1009","2"
"Crushing, grinding, polishing, mixing, and blending workers","=""51-9020""","Summary","0.9","0.2","0.5","0.8","0.2","0.5","0.0","-1.9","1013","3"
"Crushing, grinding, and polishing machine setters, operators, and tenders","=""51-9021""","Line Item","0.3","0.1","0.9","0.3","0.1","0.9","0.0","-5.3","1014","4"
"Mixing and blending machine setters, operators, and tenders","=""51-9023""","Line Item","0.6","0.2","0.5","0.6","0.2","0.5","0.0","-0.3","1016","4"
"Inspectors, testers, sorters, samplers, and weighers","=""51-9061""","Line Item","1.2","0.3","0.2","1.0","0.3","0.2","-0.2","-15.3","1022","3"
"Painting workers","=""51-9120""","Summary","0.1","0.0","0.1","0.1","0.0","0.1","0.0","-0.3","1029","3"
"Coating, painting, and spraying machine setters, operators, and tenders","=""51-9124""","Line Item","0.1","0.0","0.1","0.1","0.0","0.1","0.0","-0.3","1031","4"
