"Occupation Title","Occupation Code","Occupation Type","2022 Employment","2022 Percent of Industry","2022 Percent of Occupation","Projected 2032 Employment","Projected 2032 Percent of Industry","Projected 2032 Percent of Occupation","Employment Change, 2022-2032","Employment Percent Change, 2022-2032","Occupation Sort","Display Level"
"Total, all occupations","=""00-0000""","Summary","112.8","100.0","0.1","104.4","100.0","0.1","-8.4","-7.4","","0"
"Management occupations","=""11-0000""","Summary","8.0","7.0","0.1","7.6","7.3","0.1","-0.4","-4.5","2","1"
"Top executives","=""11-1000""","Summary","2.4","2.1","0.1","2.2","2.1","0.1","-0.2","-6.5","3","2"
"Chief executives","=""11-1011""","Line Item","0.1","0.1","0.1","0.1","0.1","0.0","0.0","-19.8","4","3"
"General and operations managers","=""11-1021""","Line Item","2.2","2.0","0.1","2.1","2.0","0.1","-0.1","-5.6","5","3"
"Advertising, marketing, promotions, public relations, and sales managers","=""11-2000""","Summary","1.1","0.9","0.1","1.0","1.0","0.1","-0.1","-5.6","7","2"
"Marketing and sales managers","=""11-2020""","Summary","0.9","0.8","0.1","0.8","0.8","0.1","-0.1","-5.6","9","3"
"Marketing managers","=""11-2021""","Line Item","0.3","0.2","0.1","0.3","0.2","0.1","0.0","-5.6","10","4"
"Sales managers","=""11-2022""","Line Item","0.6","0.5","0.1","0.6","0.6","0.1","0.0","-5.6","11","4"
"Public relations and fundraising managers","=""11-2030""","Summary","0.2","0.1","0.2","0.2","0.1","0.1","0.0","-5.6","12","3"
"Public relations managers","=""11-2032""","Line Item","0.2","0.1","0.2","0.2","0.1","0.2","0.0","-5.6","13","4"
"Operations specialties managers","=""11-3000""","Summary","2.4","2.1","0.1","2.3","2.2","0.1","-0.1","-2.7","15","2"
"Administrative services and facilities managers","=""11-3010""","Summary","0.4","0.3","0.1","0.3","0.3","0.1","0.0","-5.6","16","3"
"Administrative services managers","=""11-3012""","Line Item","0.3","0.2","0.1","0.3","0.2","0.1","0.0","-5.6","17","4"
"Facilities managers","=""11-3013""","Line Item","0.1","0.1","0.1","0.1","0.1","0.1","0.0","-5.6","18","4"
"Computer and information systems managers","=""11-3021""","Line Item","0.4","0.4","0.1","0.4","0.4","0.1","0.0","1.0","19","3"
"Financial managers","=""11-3031""","Line Item","0.5","0.4","0.1","0.5","0.5","0.1","0.0","3.8","20","3"
"Industrial production managers","=""11-3051""","Line Item","0.5","0.4","0.2","0.4","0.4","0.2","0.0","-5.6","21","3"
"Purchasing managers","=""11-3061""","Line Item","0.1","0.1","0.1","0.1","0.1","0.1","0.0","-5.6","22","3"
"Transportation, storage, and distribution managers","=""11-3071""","Line Item","0.4","0.4","0.2","0.4","0.4","0.2","0.0","-5.6","23","3"
"Human resources managers","=""11-3121""","Line Item","0.1","0.1","0.1","0.1","0.1","0.1","0.0","-5.6","25","3"
"Training and development managers","=""11-3131""","Line Item","0.1","0.1","0.2","0.1","0.1","0.1","0.0","-5.6","26","3"
"Other management occupations","=""11-9000""","Summary","2.2","1.9","0.0","2.1","2.0","0.0","-0.1","-3.7","27","2"
"Construction managers","=""11-9021""","Line Item","0.9","0.8","0.2","0.8","0.8","0.2","0.0","-0.9","29","3"
"Architectural and engineering managers","=""11-9041""","Line Item","0.4","0.4","0.2","0.4","0.4","0.2","0.0","-5.6","35","3"
"Managers, all other","=""11-9199""","Line Item","0.8","0.7","0.1","0.7","0.7","0.1","0.0","-5.6","50","3"
"Business and financial operations occupations","=""13-0000""","Summary","15.3","13.5","0.1","14.4","13.8","0.1","-0.9","-5.9","51","1"
"Business operations specialists","=""13-1000""","Summary","13.3","11.8","0.2","12.5","12.0","0.2","-0.8","-5.9","52","2"
"Buyers and purchasing agents","=""13-1020""","Line Item","1.0","0.9","0.2","0.8","0.8","0.2","-0.1","-15.1","54","3"
"Compliance officers","=""13-1041""","Line Item","1.4","1.3","0.4","1.3","1.3","0.3","-0.1","-5.6","58","3"
"Human resources workers","=""13-1070""","Summary","0.5","0.4","0.0","0.4","0.4","0.0","0.0","-7.5","60","3"
"Human resources specialists","=""13-1071""","Line Item","0.3","0.3","0.0","0.3","0.3","0.0","0.0","-7.5","61","4"
