"Occupation Title","Occupation Code","Occupation Type","2022 Employment","2022 Percent of Industry","2022 Percent of Occupation","Projected 2032 Employment","Projected 2032 Percent of Industry","Projected 2032 Percent of Occupation","Employment Change, 2022-2032","Employment Percent Change, 2022-2032","Occupation Sort","Display Level"
"Total, all occupations","=""00-0000""","Summary","1,015.2","100.0","0.6","1,038.3","100.0","0.6","23.1","2.3","","0"
"Management occupations","=""11-0000""","Summary","55.2","5.4","0.4","53.7","5.2","0.4","-1.5","-2.6","2","1"
"Top executives","=""11-1000""","Summary","28.1","2.8","0.7","26.8","2.6","0.7","-1.4","-4.8","3","2"
"Chief executives","=""11-1011""","Line Item","1.0","0.1","0.4","0.8","0.1","0.3","-0.2","-18.6","4","3"
"General and operations managers","=""11-1021""","Line Item","27.1","2.7","0.8","25.9","2.5","0.7","-1.2","-4.3","5","3"
"Advertising, marketing, promotions, public relations, and sales managers","=""11-2000""","Summary","1.4","0.1","0.1","1.4","0.1","0.1","-0.1","-4.3","7","2"
"Marketing and sales managers","=""11-2020""","Summary","1.4","0.1","0.2","1.4","0.1","0.1","-0.1","-4.3","9","3"
"Marketing managers","=""11-2021""","Line Item","0.3","0.0","0.1","0.3","0.0","0.1","0.0","-4.3","10","4"
"Sales managers","=""11-2022""","Line Item","1.1","0.1","0.2","1.1","0.1","0.2","0.0","-4.3","11","4"
"Operations specialties managers","=""11-3000""","Summary","5.3","0.5","0.2","5.3","0.5","0.2","0.0","0.1","15","2"
"Administrative services and facilities managers","=""11-3010""","Summary","1.3","0.1","0.3","1.3","0.1","0.3","-0.1","-4.3","16","3"
"Administrative services managers","=""11-3012""","Line Item","1.2","0.1","0.5","1.1","0.1","0.4","-0.1","-4.3","17","4"
"Facilities managers","=""11-3013""","Line Item","0.1","0.0","0.1","0.1","0.0","0.1","0.0","-4.3","18","4"
"Computer and information systems managers","=""11-3021""","Line Item","1.0","0.1","0.2","1.0","0.1","0.2","0.0","2.4","19","3"
"Financial managers","=""11-3031""","Line Item","1.7","0.2","0.2","1.8","0.2","0.2","0.1","5.3","20","3"
"Industrial production managers","=""11-3051""","Line Item","0.1","0.0","0.1","0.1","0.0","0.1","0.0","-4.3","21","3"
"Purchasing managers","=""11-3061""","Line Item","0.3","0.0","0.4","0.3","0.0","0.4","0.0","-4.3","22","3"
"Transportation, storage, and distribution managers","=""11-3071""","Line Item","0.3","0.0","0.2","0.3","0.0","0.2","0.0","-4.3","23","3"
"Human resources managers","=""11-3121""","Line Item","0.4","0.0","0.2","0.4","0.0","0.2","0.0","-4.3","25","3"
"Training and development managers","=""11-3131""","Line Item","0.1","0.0","0.2","0.1","0.0","0.2","0.0","-4.3","26","3"
"Other management occupations","=""11-9000""","Summary","20.3","2.0","0.4","20.2","1.9","0.4","0.0","-0.2","27","2"
"Construction managers","=""11-9021""","Line Item","17.3","1.7","3.4","17.4","1.7","3.3","0.1","0.5","29","3"
"Architectural and engineering managers","=""11-9041""","Line Item","0.7","0.1","0.3","0.7","0.1","0.3","0.0","-4.3","35","3"
"Managers, all other","=""11-9199""","Line Item","2.3","0.2","0.2","2.2","0.2","0.2","-0.1","-4.3","50","3"
"Business and financial operations occupations","=""13-0000""","Summary","54.8","5.4","0.5","51.6","5.0","0.5","-3.3","-5.9","51","1"
"Business operations specialists","=""13-1000""","Summary","48.8","4.8","0.7","45.8","4.4","0.6","-3.0","-6.1","52","2"
"Buyers and purchasing agents","=""13-1020""","Line Item","3.1","0.3","0.6","2.6","0.3","0.6","-0.4","-13.8","54","3"
"Compliance officers","=""13-1041""","Line Item","0.8","0.1","0.2","0.8","0.1","0.2","0.0","-4.3","58","3"
"Cost estimators","=""13-1051""","Line Item","14.6","1.4","6.3","13.3","1.3","5.9","-1.3","-9.1","59","3"
"Human resources workers","=""13-1070""","Summary","2.3","0.2","0.2","2.2","0.2","0.2","-0.1","-6.2","60","3"
"Human resources specialists","=""13-1071""","Line Item","2.3","0.2","0.3","2.2","0.2","0.2","-0.1","-6.2","61","4"
"Logisticians and project management specialists","=""13-1080""","Summary","22.8","2.2","2.1","21.9","2.1","1.8","-0.9","-4.0","64","3"
"Logisticians","=""13-1081""","Line Item","0.5","0.0","0.2","0.5","0.0","0.2","0.0","7.2","65","4"
"Project management specialists","=""13-1082""","Line Item","22.3","2.2","2.5","21.4","2.1","2.3","-1.0","-4.3","66","4"
"Management analysts","=""13-1111""","Line Item","0.5","0.1","0.1","0.5","0.0","0.0","0.0","-4.3","67","3"
"Compensation, benefits, and job analysis specialists","=""13-1141""","Line Item","0.1","0.0","0.1","0.1","0.0","0.1","0.0","-4.3","70","3"
"Training and development specialists","=""13-1151""","Line Item","0.7","0.1","0.2","0.6","0.1","0.2","0.0","-4.3","71","3"
"Market research analysts and marketing specialists","=""13-1161""","Line Item","1.2","0.1","0.1","1.2","0.1","0.1","0.0","2.4","72","3"
"Business operations specialists, all other","=""13-1199""","Line Item","2.7","0.3","0.2","2.6","0.2","0.2","-0.1","-4.3","73","3"
"Financial specialists","=""13-2000""","Summary","6.1","0.6","0.2","5.8","0.6","0.2","-0.3","-4.3","74","2"
"Accountants and auditors","=""13-2011""","Line Item","5.6","0.6","0.4","5.4","0.5","0.3","-0.2","-4.3","75","3"
"Budget analysts","=""13-2031""","Line Item","0.1","0.0","0.2","0.1","0.0","0.1","0.0","-4.3","77","3"
"Financial analysts and advisors","=""13-2050""","Summary","0.2","0.0","0.0","0.1","0.0","0.0","0.0","-4.3","79","3"
"Financial and investment analysts","=""13-2051""","Line Item","0.1","0.0","0.0","0.1","0.0","0.0","0.0","-4.3","80","4"
"Computer and mathematical occupations","=""15-0000""","Summary","7.7","0.8","0.1","7.3","0.7","0.1","-0.4","-4.9","92","1"
"Computer occupations","=""15-1200""","Summary","7.6","0.7","0.2","7.2","0.7","0.1","-0.4","-5.3","93","2"
"Computer and information analysts","=""15-1210""","Summary","0.4","0.0","0.1","0.5","0.0","0.1","0.0","3.1","94","3"
"Computer systems analysts","=""15-1211""","Line Item","0.3","0.0","0.0","0.3","0.0","0.0","0.0","-4.3","95","4"
"Information security analysts","=""15-1212""","Line Item","0.2","0.0","0.1","0.2","0.0","0.1","0.0","13.9","96","4"
"Computer support specialists","=""15-1230""","Summary","3.1","0.3","0.3","2.9","0.3","0.3","-0.2","-7.5","98","3"
"Computer network support specialists","=""15-1231""","Line Item","0.5","0.0","0.3","0.5","0.0","0.3","0.0","-4.3","99","4"
"Computer user support specialists","=""15-1232""","Line Item","2.6","0.3","0.4","2.4","0.2","0.3","-0.2","-8.1","100","4"
"Database and network administrators and architects","=""15-1240""","Summary","1.5","0.1","0.2","1.3","0.1","0.2","-0.1","-8.7","101","3"
"Computer network architects","=""15-1241""","Line Item","0.4","0.0","0.2","0.4","0.0","0.2","0.0","-9.1","102","4"
"Database administrators","=""15-1242""","Line Item","0.1","0.0","0.1","0.1","0.0","0.1","0.0","-4.3","103","4"
