"Occupation Title","Occupation Code","Occupation Type","2022 Employment","2022 Percent of Industry","2022 Percent of Occupation","Projected 2032 Employment","Projected 2032 Percent of Industry","Projected 2032 Percent of Occupation","Employment Change, 2022-2032","Employment Percent Change, 2022-2032","Occupation Sort","Display Level"
"Total, all occupations","=""00-0000""","Summary","32.7","100.0","0.0","28.9","100.0","0.0","-3.8","-11.7","","0"
"Management occupations","=""11-0000""","Summary","1.3","4.1","0.0","1.2","4.2","0.0","-0.1","-10.2","2","1"
"Top executives","=""11-1000""","Summary","0.7","2.0","0.0","0.6","2.1","0.0","-0.1","-11.2","3","2"
"General and operations managers","=""11-1021""","Line Item","0.6","2.0","0.0","0.6","2.0","0.0","-0.1","-10.7","5","3"
"Advertising, marketing, promotions, public relations, and sales managers","=""11-2000""","Summary","0.1","0.3","0.0","0.1","0.3","0.0","0.0","-10.7","7","2"
"Marketing and sales managers","=""11-2020""","Summary","0.1","0.3","0.0","0.1","0.3","0.0","0.0","-10.7","9","3"
"Sales managers","=""11-2022""","Line Item","0.1","0.2","0.0","0.1","0.2","0.0","0.0","-10.7","11","4"
"Operations specialties managers","=""11-3000""","Summary","0.5","1.5","0.0","0.4","1.5","0.0","0.0","-8.6","15","2"
"Financial managers","=""11-3031""","Line Item","0.1","0.3","0.0","0.1","0.3","0.0","0.0","-1.8","20","3"
"Industrial production managers","=""11-3051""","Line Item","0.2","0.6","0.1","0.2","0.6","0.1","0.0","-10.7","21","3"
"Transportation, storage, and distribution managers","=""11-3071""","Line Item","0.1","0.3","0.1","0.1","0.3","0.0","0.0","-10.7","23","3"
"Other management occupations","=""11-9000""","Summary","0.1","0.3","0.0","0.1","0.3","0.0","0.0","-10.5","27","2"
"Managers, all other","=""11-9199""","Line Item","0.1","0.2","0.0","0.1","0.2","0.0","0.0","-10.7","50","3"
"Business and financial operations occupations","=""13-0000""","Summary","0.7","2.2","0.0","0.6","2.2","0.0","-0.1","-11.1","51","1"
"Business operations specialists","=""13-1000""","Summary","0.5","1.5","0.0","0.4","1.5","0.0","-0.1","-11.3","52","2"
"Buyers and purchasing agents","=""13-1020""","Line Item","0.1","0.3","0.0","0.1","0.3","0.0","0.0","-19.7","54","3"
"Human resources workers","=""13-1070""","Summary","0.2","0.5","0.0","0.1","0.5","0.0","0.0","-12.5","60","3"
"Human resources specialists","=""13-1071""","Line Item","0.2","0.5","0.0","0.1","0.5","0.0","0.0","-12.5","61","4"
"Logisticians and project management specialists","=""13-1080""","Summary","0.1","0.3","0.0","0.1","0.3","0.0","0.0","-2.3","64","3"
"Logisticians","=""13-1081""","Line Item","0.1","0.2","0.0","0.1","0.2","0.0","0.0","0.0","65","4"
"Financial specialists","=""13-2000""","Summary","0.2","0.7","0.0","0.2","0.7","0.0","0.0","-10.8","74","2"
"Accountants and auditors","=""13-2011""","Line Item","0.2","0.6","0.0","0.2","0.6","0.0","0.0","-10.7","75","3"
"Computer and mathematical occupations","=""15-0000""","Summary","0.1","0.2","0.0","0.1","0.2","0.0","0.0","-10.0","92","1"
"Computer occupations","=""15-1200""","Summary","0.1","0.2","0.0","0.1","0.2","0.0","0.0","-11.2","93","2"
"Architecture and engineering occupations","=""17-0000""","Summary","0.2","0.7","0.0","0.2","0.7","0.0","0.0","-9.1","120","1"
