"Occupation Title","Occupation Code","Occupation Type","2022 Employment","2022 Percent of Industry","2022 Percent of Occupation","Projected 2032 Employment","Projected 2032 Percent of Industry","Projected 2032 Percent of Occupation","Employment Change, 2022-2032","Employment Percent Change, 2022-2032","Occupation Sort","Display Level"
"Total, all occupations","=""00-0000""","Summary","146.5","100.0","0.1","137.5","100.0","0.1","-9.0","-6.1","","0"
"Management occupations","=""11-0000""","Summary","16.9","11.5","0.1","16.4","11.9","0.1","-0.6","-3.3","2","1"
"Top executives","=""11-1000""","Summary","7.4","5.1","0.2","7.1","5.2","0.2","-0.3","-4.6","3","2"
"Chief executives","=""11-1011""","Line Item","0.3","0.2","0.1","0.2","0.2","0.1","-0.1","-18.4","4","3"
"General and operations managers","=""11-1021""","Line Item","7.1","4.9","0.2","6.9","5.0","0.2","-0.3","-4.0","5","3"
"Advertising, marketing, promotions, public relations, and sales managers","=""11-2000""","Summary","4.9","3.4","0.5","4.7","3.4","0.4","-0.2","-4.0","7","2"
"Advertising and promotions managers","=""11-2011""","Line Item","0.1","0.0","0.2","0.1","0.0","0.2","0.0","-4.0","8","3"
"Marketing and sales managers","=""11-2020""","Summary","4.8","3.3","0.5","4.6","3.4","0.5","-0.2","-4.0","9","3"
"Marketing managers","=""11-2021""","Line Item","1.6","1.1","0.5","1.6","1.1","0.4","-0.1","-4.0","10","4"
"Sales managers","=""11-2022""","Line Item","3.2","2.2","0.6","3.1","2.2","0.5","-0.1","-4.0","11","4"
"Operations specialties managers","=""11-3000""","Summary","4.1","2.8","0.2","4.1","3.0","0.2","0.0","0.0","15","2"
"Administrative services and facilities managers","=""11-3010""","Summary","0.3","0.2","0.1","0.3","0.2","0.1","0.0","-4.0","16","3"
"Administrative services managers","=""11-3012""","Line Item","0.2","0.2","0.1","0.2","0.2","0.1","0.0","-4.0","17","4"
"Facilities managers","=""11-3013""","Line Item","0.1","0.0","0.0","0.1","0.0","0.0","0.0","-4.0","18","4"
"Computer and information systems managers","=""11-3021""","Line Item","0.6","0.4","0.1","0.7","0.5","0.1","0.0","2.7","19","3"
"Financial managers","=""11-3031""","Line Item","1.3","0.9","0.2","1.3","1.0","0.1","0.1","5.6","20","3"
"Industrial production managers","=""11-3051""","Line Item","0.4","0.3","0.2","0.4","0.3","0.2","0.0","-4.0","21","3"
"Purchasing managers","=""11-3061""","Line Item","0.5","0.3","0.6","0.4","0.3","0.6","0.0","-4.0","22","3"
"Transportation, storage, and distribution managers","=""11-3071""","Line Item","0.7","0.5","0.4","0.7","0.5","0.4","0.0","-4.0","23","3"
"Human resources managers","=""11-3121""","Line Item","0.3","0.2","0.1","0.3","0.2","0.1","0.0","-4.0","25","3"
"Other management occupations","=""11-9000""","Summary","0.4","0.3","0.0","0.4","0.3","0.0","0.0","-4.0","27","2"
"Business and financial operations occupations","=""13-0000""","Summary","13.2","9.0","0.1","12.6","9.2","0.1","-0.5","-4.1","51","1"
"Business operations specialists","=""13-1000""","Summary","10.1","6.9","0.1","9.7","7.1","0.1","-0.4","-3.9","52","2"
"Buyers and purchasing agents","=""13-1020""","Line Item","2.7","1.9","0.6","2.4","1.7","0.5","-0.4","-13.6","54","3"
"Compliance officers","=""13-1041""","Line Item","0.2","0.2","0.1","0.2","0.2","0.1","0.0","-4.0","58","3"
"Human resources workers","=""13-1070""","Summary","0.8","0.6","0.1","0.8","0.6","0.1","0.0","-5.9","60","3"
"Human resources specialists","=""13-1071""","Line Item","0.8","0.6","0.1","0.8","0.6","0.1","0.0","-5.9","61","4"
"Logisticians and project management specialists","=""13-1080""","Summary","1.1","0.7","0.1","1.1","0.8","0.1","0.0","3.4","64","3"
