"Occupation Title","Occupation Code","Occupation Type","2022 Employment","2022 Percent of Industry","2022 Percent of Occupation","Projected 2032 Employment","Projected 2032 Percent of Industry","Projected 2032 Percent of Occupation","Employment Change, 2022-2032","Employment Percent Change, 2022-2032","Occupation Sort","Display Level"
"Total, all occupations","=""00-0000""","Summary","74.3","100.0","0.0","48.0","100.0","0.0","-26.3","-35.4","","0"
"Management occupations","=""11-0000""","Summary","5.2","6.9","0.0","3.4","7.1","0.0","-1.8","-34.2","2","1"
"Top executives","=""11-1000""","Summary","1.6","2.2","0.0","1.1","2.2","0.0","-0.6","-35.3","3","2"
"Chief executives","=""11-1011""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-44.5","4","3"
"General and operations managers","=""11-1021""","Line Item","1.5","2.1","0.0","1.0","2.1","0.0","-0.5","-34.7","5","3"
"Advertising, marketing, promotions, public relations, and sales managers","=""11-2000""","Summary","0.2","0.3","0.0","0.1","0.3","0.0","-0.1","-34.7","7","2"
"Marketing and sales managers","=""11-2020""","Summary","0.1","0.2","0.0","0.1","0.2","0.0","0.0","-34.7","9","3"
"Marketing managers","=""11-2021""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-34.7","10","4"
"Public relations and fundraising managers","=""11-2030""","Summary","0.1","0.1","0.1","0.0","0.1","0.0","0.0","-34.7","12","3"
"Public relations managers","=""11-2032""","Line Item","0.1","0.1","0.1","0.0","0.1","0.1","0.0","-34.7","13","4"
"Operations specialties managers","=""11-3000""","Summary","1.8","2.4","0.1","1.2","2.5","0.0","-0.6","-33.2","15","2"
"Administrative services and facilities managers","=""11-3010""","Summary","0.4","0.5","0.1","0.2","0.5","0.1","-0.1","-34.7","16","3"
"Administrative services managers","=""11-3012""","Line Item","0.2","0.2","0.1","0.1","0.2","0.0","-0.1","-34.7","17","4"
"Facilities managers","=""11-3013""","Line Item","0.2","0.3","0.2","0.1","0.3","0.1","-0.1","-34.7","18","4"
"Computer and information systems managers","=""11-3021""","Line Item","0.3","0.4","0.0","0.2","0.4","0.0","-0.1","-30.2","19","3"
"Financial managers","=""11-3031""","Line Item","0.2","0.3","0.0","0.2","0.4","0.0","-0.1","-28.2","20","3"
"Industrial production managers","=""11-3051""","Line Item","0.6","0.8","0.3","0.4","0.9","0.2","-0.2","-34.7","21","3"
"Purchasing managers","=""11-3061""","Line Item","0.1","0.1","0.1","0.0","0.1","0.1","0.0","-34.7","22","3"
"Transportation, storage, and distribution managers","=""11-3071""","Line Item","0.1","0.1","0.1","0.1","0.1","0.0","0.0","-34.7","23","3"
"Human resources managers","=""11-3121""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-34.7","25","3"
"Other management occupations","=""11-9000""","Summary","1.6","2.1","0.0","1.0","2.1","0.0","-0.5","-34.2","27","2"
"Construction managers","=""11-9021""","Line Item","0.3","0.4","0.1","0.2","0.4","0.0","-0.1","-31.5","29","3"
"Architectural and engineering managers","=""11-9041""","Line Item","0.6","0.8","0.3","0.4","0.8","0.2","-0.2","-34.7","35","3"
"Managers, all other","=""11-9199""","Line Item","0.6","0.8","0.0","0.4","0.8","0.0","-0.2","-34.7","50","3"
"Business and financial operations occupations","=""13-0000""","Summary","5.6","7.6","0.1","3.6","7.6","0.0","-2.0","-35.0","51","1"
"Business operations specialists","=""13-1000""","Summary","4.6","6.2","0.1","3.0","6.2","0.0","-1.6","-35.0","52","2"
"Buyers and purchasing agents","=""13-1020""","Line Item","0.5","0.6","0.1","0.3","0.6","0.1","-0.2","-41.3","54","3"
"Compliance officers","=""13-1041""","Line Item","0.4","0.6","0.1","0.3","0.6","0.1","-0.1","-34.7","58","3"
"Human resources workers","=""13-1070""","Summary","0.3","0.4","0.0","0.2","0.4","0.0","-0.1","-36.1","60","3"
"Human resources specialists","=""13-1071""","Line Item","0.3","0.4","0.0","0.2","0.4","0.0","-0.1","-36.1","61","4"
"Logisticians and project management specialists","=""13-1080""","Summary","1.2","1.6","0.1","0.8","1.7","0.1","-0.4","-33.2","64","3"
"Logisticians","=""13-1081""","Line Item","0.2","0.3","0.1","0.2","0.4","0.1","-0.1","-26.9","65","4"
"Project management specialists","=""13-1082""","Line Item","1.0","1.3","0.1","0.6","1.3","0.1","-0.3","-34.7","66","4"
"Management analysts","=""13-1111""","Line Item","0.7","0.9","0.1","0.5","1.0","0.0","-0.2","-34.7","67","3"
"Training and development specialists","=""13-1151""","Line Item","0.3","0.4","0.1","0.2","0.5","0.1","-0.1","-34.7","71","3"
"Market research analysts and marketing specialists","=""13-1161""","Line Item","0.1","0.2","0.0","0.1","0.2","0.0","0.0","-30.2","72","3"
"Business operations specialists, all other","=""13-1199""","Line Item","0.9","1.2","0.1","0.6","1.3","0.0","-0.3","-34.7","73","3"
"Financial specialists","=""13-2000""","Summary","1.0","1.4","0.0","0.7","1.4","0.0","-0.4","-34.8","74","2"
"Accountants and auditors","=""13-2011""","Line Item","0.7","0.9","0.0","0.4","0.9","0.0","-0.2","-34.7","75","3"
"Budget analysts","=""13-2031""","Line Item","0.1","0.1","0.2","0.1","0.1","0.1","0.0","-34.7","77","3"
"Financial analysts and advisors","=""13-2050""","Summary","0.2","0.3","0.0","0.2","0.3","0.0","-0.1","-34.7","79","3"
"Financial and investment analysts","=""13-2051""","Line Item","0.2","0.3","0.1","0.1","0.3","0.0","-0.1","-34.7","80","4"
"Computer and mathematical occupations","=""15-0000""","Summary","3.1","4.1","0.1","2.1","4.3","0.0","-1.0","-32.2","92","1"
"Computer occupations","=""15-1200""","Summary","2.8","3.8","0.1","1.9","3.9","0.0","-0.9","-33.0","93","2"
"Computer and information analysts","=""15-1210""","Summary","1.2","1.6","0.2","0.8","1.8","0.1","-0.4","-29.9","94","3"
