"Occupation Title","Occupation Code","Occupation Type","2022 Employment","2022 Percent of Industry","2022 Percent of Occupation","Projected 2032 Employment","Projected 2032 Percent of Industry","Projected 2032 Percent of Occupation","Employment Change, 2022-2032","Employment Percent Change, 2022-2032","Occupation Sort","Display Level"
"Total, all occupations","=""00-0000""","Summary","251.0","100.0","0.2","298.1","100.0","0.2","47.1","18.8","","0"
"Management occupations","=""11-0000""","Summary","13.7","5.4","0.1","16.4","5.5","0.1","2.8","20.3","2","1"
"Top executives","=""11-1000""","Summary","4.8","1.9","0.1","5.6","1.9","0.1","0.9","18.7","3","2"
"Chief executives","=""11-1011""","Line Item","0.3","0.1","0.1","0.3","0.1","0.1","0.0","1.8","4","3"
"General and operations managers","=""11-1021""","Line Item","4.5","1.8","0.1","5.4","1.8","0.1","0.9","19.8","5","3"
"Advertising, marketing, promotions, public relations, and sales managers","=""11-2000""","Summary","1.5","0.6","0.1","1.9","0.6","0.2","0.3","19.8","7","2"
"Marketing and sales managers","=""11-2020""","Summary","1.5","0.6","0.2","1.8","0.6","0.2","0.3","19.8","9","3"
"Marketing managers","=""11-2021""","Line Item","0.5","0.2","0.1","0.6","0.2","0.2","0.1","19.8","10","4"
"Sales managers","=""11-2022""","Line Item","1.0","0.4","0.2","1.2","0.4","0.2","0.2","19.8","11","4"
"Public relations and fundraising managers","=""11-2030""","Summary","0.1","0.0","0.1","0.1","0.0","0.1","0.0","19.8","12","3"
"Public relations managers","=""11-2032""","Line Item","0.1","0.0","0.1","0.1","0.0","0.1","0.0","19.8","13","4"
"Operations specialties managers","=""11-3000""","Summary","6.3","2.5","0.3","7.6","2.6","0.3","1.4","21.7","15","2"
"Administrative services and facilities managers","=""11-3010""","Summary","0.6","0.2","0.2","0.7","0.2","0.2","0.1","19.8","16","3"
"Administrative services managers","=""11-3012""","Line Item","0.2","0.1","0.1","0.3","0.1","0.1","0.0","19.8","17","4"
"Facilities managers","=""11-3013""","Line Item","0.4","0.1","0.3","0.4","0.1","0.3","0.1","19.8","18","4"
"Computer and information systems managers","=""11-3021""","Line Item","0.3","0.1","0.0","0.3","0.1","0.1","0.1","28.2","19","3"
"Financial managers","=""11-3031""","Line Item","0.8","0.3","0.1","1.1","0.4","0.1","0.3","31.7","20","3"
"Industrial production managers","=""11-3051""","Line Item","3.0","1.2","1.3","3.6","1.2","1.6","0.6","19.8","21","3"
"Purchasing managers","=""11-3061""","Line Item","0.3","0.1","0.4","0.4","0.1","0.5","0.1","19.8","22","3"
"Transportation, storage, and distribution managers","=""11-3071""","Line Item","0.8","0.3","0.4","0.9","0.3","0.5","0.2","19.8","23","3"
"Human resources managers","=""11-3121""","Line Item","0.4","0.2","0.2","0.5","0.2","0.3","0.1","19.8","25","3"
"Other management occupations","=""11-9000""","Summary","1.1","0.4","0.0","1.3","0.4","0.0","0.2","19.8","27","2"
"Architectural and engineering managers","=""11-9041""","Line Item","0.1","0.1","0.1","0.2","0.1","0.1","0.0","19.8","35","3"
"Food service managers","=""11-9051""","Line Item","0.1","0.0","0.0","0.1","0.0","0.0","0.0","19.8","36","3"
"Natural sciences managers","=""11-9121""","Line Item","0.2","0.1","0.2","0.2","0.1","0.3","0.0","19.8","42","3"
"Managers, all other","=""11-9199""","Line Item","0.6","0.3","0.1","0.8","0.3","0.1","0.1","19.8","50","3"
"Business and financial operations occupations","=""13-0000""","Summary","8.9","3.6","0.1","10.6","3.6","0.1","1.7","19.2","51","1"
"Business operations specialists","=""13-1000""","Summary","7.2","2.9","0.1","8.5","2.9","0.1","1.4","19.1","52","2"
"Buyers and purchasing agents","=""13-1020""","Line Item","1.7","0.7","0.3","1.8","0.6","0.4","0.1","7.8","54","3"
"Compliance officers","=""13-1041""","Line Item","0.4","0.2","0.1","0.5","0.2","0.1","0.1","19.8","58","3"
"Human resources workers","=""13-1070""","Summary","1.4","0.6","0.1","1.6","0.5","0.2","0.2","17.4","60","3"
"Human resources specialists","=""13-1071""","Line Item","1.4","0.6","0.2","1.6","0.5","0.2","0.2","17.4","61","4"
"Logisticians and project management specialists","=""13-1080""","Summary","1.0","0.4","0.1","1.3","0.4","0.1","0.3","30.3","64","3"
"Logisticians","=""13-1081""","Line Item","0.7","0.3","0.4","1.0","0.3","0.4","0.3","34.1","65","4"
"Project management specialists","=""13-1082""","Line Item","0.3","0.1","0.0","0.3","0.1","0.0","0.1","19.8","66","4"
"Management analysts","=""13-1111""","Line Item","0.2","0.1","0.0","0.2","0.1","0.0","0.0","19.8","67","3"
"Compensation, benefits, and job analysis specialists","=""13-1141""","Line Item","0.1","0.0","0.1","0.1","0.0","0.1","0.0","19.8","70","3"
"Training and development specialists","=""13-1151""","Line Item","0.5","0.2","0.1","0.6","0.2","0.2","0.1","19.8","71","3"
"Market research analysts and marketing specialists","=""13-1161""","Line Item","1.0","0.4","0.1","1.3","0.4","0.1","0.3","28.2","72","3"
"Business operations specialists, all other","=""13-1199""","Line Item","0.8","0.3","0.1","1.0","0.3","0.1","0.2","19.8","73","3"
"Financial specialists","=""13-2000""","Summary","1.8","0.7","0.1","2.1","0.7","0.1","0.3","19.7","74","2"
"Accountants and auditors","=""13-2011""","Line Item","1.5","0.6","0.1","1.8","0.6","0.1","0.3","19.8","75","3"
"Financial analysts and advisors","=""13-2050""","Summary","0.2","0.1","0.0","0.2","0.1","0.0","0.0","19.8","79","3"
"Financial and investment analysts","=""13-2051""","Line Item","0.2","0.1","0.1","0.2","0.1","0.1","0.0","19.8","80","4"
"Computer and mathematical occupations","=""15-0000""","Summary","1.4","0.6","0.0","1.8","0.6","0.0","0.3","22.3","92","1"
"Computer occupations","=""15-1200""","Summary","1.4","0.5","0.0","1.7","0.6","0.0","0.3","21.1","93","2"
"Computer and information analysts","=""15-1210""","Summary","0.2","0.1","0.0","0.2","0.1","0.0","0.0","24.5","94","3"
"Computer systems analysts","=""15-1211""","Line Item","0.1","0.0","0.0","0.1","0.0","0.0","0.0","19.8","95","4"
"Computer support specialists","=""15-1230""","Summary","0.4","0.2","0.0","0.5","0.2","0.0","0.1","15.4","98","3"
"Computer user support specialists","=""15-1232""","Line Item","0.4","0.1","0.0","0.4","0.1","0.1","0.1","15.0","100","4"
"Database and network administrators and architects","=""15-1240""","Summary","0.3","0.1","0.0","0.3","0.1","0.0","0.0","14.6","101","3"
"Network and computer systems administrators","=""15-1244""","Line Item","0.2","0.1","0.1","0.3","0.1","0.1","0.0","13.8","105","4"
"Software and web developers, programmers, and testers","=""15-1250""","Summary","0.3","0.1","0.0","0.4","0.2","0.0","0.1","32.4","106","3"
"Software developers","=""15-1252""","Line Item","0.2","0.1","0.0","0.2","0.1","0.0","0.1","37.7","108","4"
"Web developers","=""15-1254""","Line Item","0.1","0.0","0.1","0.1","0.0","0.1","0.0","31.7","110","4"
"Web and digital interface designers","=""15-1255""","Line Item","0.1","0.0","0.0","0.1","0.0","0.1","0.0","31.7","111","4"
"Computer occupations, all other","=""15-1299""","Line Item","0.2","0.1","0.0","0.2","0.1","0.1","0.0","19.8","112","3"
"Mathematical science occupations","=""15-2000""","Summary","0.1","0.0","0.0","0.1","0.0","0.0","0.0","47.0","113","2"
"Architecture and engineering occupations","=""17-0000""","Summary","2.5","1.0","0.1","3.1","1.1","0.1","0.7","26.9","120","1"
"Engineers","=""17-2000""","Summary","1.9","0.7","0.1","2.4","0.8","0.1","0.5","29.4","128","2"
"Industrial engineers, including health and safety","=""17-2110""","Summary","1.4","0.6","0.4","1.9","0.6","0.5","0.4","30.2","139","3"
"Industrial engineers","=""17-2112""","Line Item","1.4","0.5","0.4","1.8","0.6","0.5","0.4","30.5","141","4"
"Mechanical engineers","=""17-2141""","Line Item","0.3","0.1","0.1","0.4","0.1","0.1","0.1","29.4","144","3"
"Engineers, all other","=""17-2199""","Line Item","0.1","0.0","0.0","0.1","0.0","0.0","0.0","19.8","148","3"
