"Occupation Title","Occupation Code","Occupation Type","2022 Employment","2022 Percent of Industry","2022 Percent of Occupation","Projected 2032 Employment","Projected 2032 Percent of Industry","Projected 2032 Percent of Occupation","Employment Change, 2022-2032","Employment Percent Change, 2022-2032","Occupation Sort","Display Level"
"Total, all occupations","=""00-0000""","Summary","120.3","100.0","0.1","122.3","100.0","0.1","2.0","1.6","","0"
"Management occupations","=""11-0000""","Summary","9.7","8.1","0.1","10.4","8.5","0.1","0.7","7.0","2","1"
"Top executives","=""11-1000""","Summary","3.5","2.9","0.1","3.6","2.9","0.1","0.1","1.7","3","2"
"Chief executives","=""11-1011""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-13.1","4","3"
"General and operations managers","=""11-1021""","Line Item","3.4","2.8","0.1","3.5","2.8","0.1","0.1","2.3","5","3"
"Advertising, marketing, promotions, public relations, and sales managers","=""11-2000""","Summary","0.2","0.1","0.0","0.2","0.2","0.0","0.0","2.3","7","2"
"Marketing and sales managers","=""11-2020""","Summary","0.2","0.1","0.0","0.2","0.1","0.0","0.0","2.3","9","3"
"Marketing managers","=""11-2021""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","2.3","10","4"
"Sales managers","=""11-2022""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","2.3","11","4"
"Operations specialties managers","=""11-3000""","Summary","0.7","0.6","0.0","0.7","0.6","0.0","0.0","7.2","15","2"
"Administrative services and facilities managers","=""11-3010""","Summary","0.1","0.1","0.0","0.1","0.1","0.0","0.0","2.3","16","3"
"Administrative services managers","=""11-3012""","Line Item","0.1","0.1","0.1","0.1","0.1","0.0","0.0","2.3","17","4"
"Financial managers","=""11-3031""","Line Item","0.3","0.3","0.0","0.3","0.3","0.0","0.0","12.5","20","3"
"Industrial production managers","=""11-3051""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","2.3","21","3"
"Other management occupations","=""11-9000""","Summary","5.3","4.4","0.1","5.9","4.8","0.1","0.6","10.7","27","2"
"Construction managers","=""11-9021""","Line Item","4.4","3.6","0.9","4.9","4.0","0.9","0.5","12.5","29","3"
"Architectural and engineering managers","=""11-9041""","Line Item","0.1","0.1","0.1","0.1","0.1","0.1","0.0","2.3","35","3"
"Managers, all other","=""11-9199""","Line Item","0.8","0.7","0.1","0.8","0.7","0.1","0.0","2.3","50","3"
"Business and financial operations occupations","=""13-0000""","Summary","6.0","5.0","0.1","6.1","5.0","0.1","0.1","1.0","51","1"
"Business operations specialists","=""13-1000""","Summary","5.2","4.3","0.1","5.2","4.3","0.1","0.0","0.8","52","2"
"Buyers and purchasing agents","=""13-1020""","Line Item","0.2","0.2","0.0","0.2","0.2","0.0","0.0","-7.9","54","3"
"Compliance officers","=""13-1041""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","2.3","58","3"
"Cost estimators","=""13-1051""","Line Item","1.3","1.1","0.6","1.3","1.1","0.6","0.0","-2.8","59","3"
"Human resources workers","=""13-1070""","Summary","0.4","0.3","0.0","0.4","0.3","0.0","0.0","0.2","60","3"
"Human resources specialists","=""13-1071""","Line Item","0.4","0.3","0.0","0.4","0.3","0.0","0.0","0.2","61","4"
"Logisticians and project management specialists","=""13-1080""","Summary","2.6","2.1","0.2","2.6","2.2","0.2","0.1","2.6","64","3"
"Logisticians","=""13-1081""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","14.6","65","4"
"Project management specialists","=""13-1082""","Line Item","2.5","2.1","0.3","2.6","2.1","0.3","0.1","2.3","66","4"
"Training and development specialists","=""13-1151""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","2.3","71","3"
"Market research analysts and marketing specialists","=""13-1161""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","9.4","72","3"
"Business operations specialists, all other","=""13-1199""","Line Item","0.4","0.3","0.0","0.4","0.3","0.0","0.0","2.3","73","3"
"Financial specialists","=""13-2000""","Summary","0.8","0.7","0.0","0.9","0.7","0.0","0.0","2.3","74","2"
"Accountants and auditors","=""13-2011""","Line Item","0.8","0.7","0.1","0.8","0.7","0.1","0.0","2.3","75","3"
"Computer and mathematical occupations","=""15-0000""","Summary","0.2","0.2","0.0","0.2","0.2","0.0","0.0","3.6","92","1"
"Computer occupations","=""15-1200""","Summary","0.2","0.1","0.0","0.2","0.1","0.0","0.0","1.8","93","2"
"Computer support specialists","=""15-1230""","Summary","0.1","0.0","0.0","0.1","0.0","0.0","0.0","-1.5","98","3"
"Computer user support specialists","=""15-1232""","Line Item","0.1","0.0","0.0","0.0","0.0","0.0","0.0","-1.8","100","4"
"Architecture and engineering occupations","=""17-0000""","Summary","3.9","3.3","0.2","4.0","3.3","0.1","0.1","2.5","120","1"
"Architects, surveyors, and cartographers","=""17-1000""","Summary","0.3","0.3","0.2","0.4","0.3","0.2","0.0","2.3","121","2"
"Architects, except naval","=""17-1010""","Summary","0.1","0.1","0.0","0.1","0.1","0.0","0.0","2.3","122","3"
"Surveyors, cartographers, and photogrammetrists","=""17-1020""","Summary","0.3","0.2","0.4","0.3","0.2","0.4","0.0","2.3","125","3"
"Surveyors","=""17-1022""","Line Item","0.3","0.2","0.5","0.3","0.2","0.5","0.0","2.3","127","4"
"Engineers","=""17-2000""","Summary","3.0","2.5","0.2","3.1","2.6","0.2","0.1","3.1","128","2"
"Civil engineers","=""17-2051""","Line Item","2.4","2.0","0.7","2.4","2.0","0.7","0.1","2.3","133","3"
"Electrical and electronics engineers","=""17-2070""","Summary","0.1","0.1","0.0","0.1","0.1","0.0","0.0","2.3","135","3"
