"Occupation Title","Occupation Code","Occupation Type","2022 Employment","2022 Percent of Industry","2022 Percent of Occupation","Projected 2032 Employment","Projected 2032 Percent of Industry","Projected 2032 Percent of Occupation","Employment Change, 2022-2032","Employment Percent Change, 2022-2032","Occupation Sort","Display Level"
"Total, all occupations","=""00-0000""","Summary","154.2","100.0","0.1","156.5","100.0","0.1","2.3","1.5","","0"
"Management occupations","=""11-0000""","Summary","11.2","7.2","0.1","11.8","7.5","0.1","0.6","5.4","2","1"
"Top executives","=""11-1000""","Summary","7.2","4.7","0.2","7.6","4.8","0.2","0.3","4.6","3","2"
"Chief executives","=""11-1011""","Line Item","0.1","0.1","0.1","0.1","0.1","0.0","0.0","-10.9","4","3"
"General and operations managers","=""11-1021""","Line Item","7.1","4.6","0.2","7.4","4.8","0.2","0.3","4.9","5","3"
"Advertising, marketing, promotions, public relations, and sales managers","=""11-2000""","Summary","1.4","0.9","0.1","1.5","0.9","0.1","0.1","4.9","7","2"
"Marketing and sales managers","=""11-2020""","Summary","1.4","0.9","0.2","1.5","0.9","0.2","0.1","4.9","9","3"
"Marketing managers","=""11-2021""","Line Item","0.2","0.1","0.1","0.2","0.1","0.1","0.0","4.9","10","4"
"Sales managers","=""11-2022""","Line Item","1.2","0.8","0.2","1.2","0.8","0.2","0.1","4.9","11","4"
"Operations specialties managers","=""11-3000""","Summary","1.8","1.2","0.1","2.0","1.3","0.1","0.2","9.4","15","2"
"Administrative services and facilities managers","=""11-3010""","Summary","0.5","0.3","0.1","0.5","0.3","0.1","0.0","4.9","16","3"
"Administrative services managers","=""11-3012""","Line Item","0.3","0.2","0.1","0.3","0.2","0.1","0.0","4.9","17","4"
"Facilities managers","=""11-3013""","Line Item","0.2","0.1","0.1","0.2","0.1","0.1","0.0","4.9","18","4"
"Computer and information systems managers","=""11-3021""","Line Item","0.5","0.3","0.1","0.6","0.4","0.1","0.1","12.2","19","3"
"Financial managers","=""11-3031""","Line Item","0.4","0.3","0.1","0.5","0.3","0.1","0.1","15.4","20","3"
"Purchasing managers","=""11-3061""","Line Item","0.1","0.0","0.1","0.1","0.0","0.1","0.0","4.9","22","3"
"Transportation, storage, and distribution managers","=""11-3071""","Line Item","0.1","0.0","0.0","0.1","0.0","0.0","0.0","4.9","23","3"
