"Occupation Title","Occupation Code","Occupation Type","2022 Employment","2022 Percent of Industry","2022 Percent of Occupation","Projected 2032 Employment","Projected 2032 Percent of Industry","Projected 2032 Percent of Occupation","Employment Change, 2022-2032","Employment Percent Change, 2022-2032","Occupation Sort","Display Level"
"Total, all occupations","=""00-0000""","Summary","128.6","100.0","0.1","121.5","100.0","0.1","-7.1","-5.6","","0"
"Management occupations","=""11-0000""","Summary","8.4","6.5","0.1","8.3","6.9","0.1","0.0","-0.4","2","1"
"Top executives","=""11-1000""","Summary","4.6","3.6","0.1","4.6","3.8","0.1","0.0","-1.0","3","2"
"Chief executives","=""11-1011""","Line Item","0.1","0.1","0.1","0.1","0.1","0.0","0.0","-15.5","4","3"
"General and operations managers","=""11-1021""","Line Item","4.5","3.5","0.1","4.5","3.7","0.1","0.0","-0.5","5","3"
"Advertising, marketing, promotions, public relations, and sales managers","=""11-2000""","Summary","0.3","0.2","0.0","0.3","0.2","0.0","0.0","-0.5","7","2"
"Marketing and sales managers","=""11-2020""","Summary","0.3","0.2","0.0","0.3","0.2","0.0","0.0","-0.5","9","3"
"Sales managers","=""11-2022""","Line Item","0.2","0.2","0.0","0.2","0.2","0.0","0.0","-0.5","11","4"
"Operations specialties managers","=""11-3000""","Summary","3.1","2.4","0.1","3.1","2.6","0.1","0.0","0.5","15","2"
"Administrative services and facilities managers","=""11-3010""","Summary","0.2","0.1","0.0","0.2","0.1","0.0","0.0","-0.5","16","3"
"Administrative services managers","=""11-3012""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-0.5","17","4"
"Facilities managers","=""11-3013""","Line Item","0.1","0.0","0.0","0.1","0.0","0.0","0.0","-0.5","18","4"
"Financial managers","=""11-3031""","Line Item","0.3","0.2","0.0","0.3","0.3","0.0","0.0","9.4","20","3"
"Industrial production managers","=""11-3051""","Line Item","2.4","1.9","1.1","2.4","2.0","1.1","0.0","-0.5","21","3"
"Human resources managers","=""11-3121""","Line Item","0.1","0.1","0.1","0.1","0.1","0.0","0.0","-0.5","25","3"
"Other management occupations","=""11-9000""","Summary","0.3","0.3","0.0","0.3","0.3","0.0","0.0","-0.5","27","2"
"Architectural and engineering managers","=""11-9041""","Line Item","0.2","0.1","0.1","0.2","0.2","0.1","0.0","-0.5","35","3"
"Managers, all other","=""11-9199""","Line Item","0.2","0.1","0.0","0.2","0.1","0.0","0.0","-0.5","50","3"
"Business and financial operations occupations","=""13-0000""","Summary","2.7","2.1","0.0","2.7","2.2","0.0","-0.1","-2.3","51","1"
"Business operations specialists","=""13-1000""","Summary","2.0","1.5","0.0","1.9","1.6","0.0","-0.1","-3.0","52","2"
"Buyers and purchasing agents","=""13-1020""","Line Item","0.4","0.3","0.1","0.3","0.3","0.1","0.0","-10.5","54","3"
"Compliance officers","=""13-1041""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-0.5","58","3"
"Cost estimators","=""13-1051""","Line Item","0.3","0.3","0.1","0.3","0.3","0.1","0.0","-5.5","59","3"
"Human resources workers","=""13-1070""","Summary","0.5","0.4","0.1","0.5","0.4","0.0","0.0","-2.5","60","3"
"Human resources specialists","=""13-1071""","Line Item","0.5","0.4","0.1","0.5","0.4","0.1","0.0","-2.5","61","4"
"Logisticians and project management specialists","=""13-1080""","Summary","0.2","0.2","0.0","0.2","0.2","0.0","0.0","4.0","64","3"
"Logisticians","=""13-1081""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","11.4","65","4"
"Project management specialists","=""13-1082""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-0.5","66","4"
"Training and development specialists","=""13-1151""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-0.5","71","3"
"Market research analysts and marketing specialists","=""13-1161""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","6.4","72","3"
"Business operations specialists, all other","=""13-1199""","Line Item","0.2","0.2","0.0","0.2","0.2","0.0","0.0","-0.5","73","3"
"Financial specialists","=""13-2000""","Summary","0.8","0.6","0.0","0.8","0.6","0.0","0.0","-0.6","74","2"
"Accountants and auditors","=""13-2011""","Line Item","0.7","0.6","0.0","0.7","0.6","0.0","0.0","-0.5","75","3"
"Computer and mathematical occupations","=""15-0000""","Summary","0.4","0.3","0.0","0.4","0.4","0.0","0.0","-1.6","92","1"
"Computer occupations","=""15-1200""","Summary","0.4","0.3","0.0","0.4","0.4","0.0","0.0","-1.7","93","2"
"Computer support specialists","=""15-1230""","Summary","0.2","0.1","0.0","0.2","0.1","0.0","0.0","-3.4","98","3"
"Computer user support specialists","=""15-1232""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-4.5","100","4"
"Database and network administrators and architects","=""15-1240""","Summary","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-5.2","101","3"
"Network and computer systems administrators","=""15-1244""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-5.5","105","4"
"Software and web developers, programmers, and testers","=""15-1250""","Summary","0.1","0.0","0.0","0.1","0.0","0.0","0.0","8.7","106","3"
"Computer occupations, all other","=""15-1299""","Line Item","0.1","0.0","0.0","0.1","0.0","0.0","0.0","-0.5","112","3"
"Architecture and engineering occupations","=""17-0000""","Summary","2.4","1.8","0.1","2.5","2.0","0.1","0.1","4.2","120","1"
"Engineers","=""17-2000""","Summary","1.8","1.4","0.1","1.9","1.6","0.1","0.1","6.3","128","2"
"Electrical and electronics engineers","=""17-2070""","Summary","0.1","0.0","0.0","0.1","0.0","0.0","0.0","-0.5","135","3"
"Electrical engineers","=""17-2071""","Line Item","0.1","0.0","0.0","0.1","0.0","0.0","0.0","-0.5","136","4"
"Industrial engineers, including health and safety","=""17-2110""","Summary","1.2","0.9","0.3","1.2","1.0","0.3","0.1","8.2","139","3"
"Industrial engineers","=""17-2112""","Line Item","1.1","0.9","0.3","1.2","1.0","0.3","0.1","8.4","141","4"
"Materials engineers","=""17-2131""","Line Item","0.2","0.1","0.8","0.2","0.1","0.8","0.0","-0.5","143","3"
"Mechanical engineers","=""17-2141""","Line Item","0.3","0.2","0.1","0.3","0.2","0.1","0.0","7.4","144","3"
"Engineers, all other","=""17-2199""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-0.5","148","3"
"Drafters, engineering technicians, and mapping technicians","=""17-3000""","Summary","0.6","0.5","0.1","0.6","0.5","0.1","0.0","-2.4","149","2"
"Drafters","=""17-3010""","Summary","0.1","0.0","0.0","0.1","0.0","0.0","0.0","-10.5","150","3"
"Mechanical drafters","=""17-3013""","Line Item","0.1","0.0","0.1","0.0","0.0","0.1","0.0","-10.5","153","4"
"Engineering technologists and technicians, except drafters","=""17-3020""","Summary","0.5","0.4","0.1","0.5","0.4","0.1","0.0","-1.4","155","3"
"Industrial engineering technologists and technicians","=""17-3026""","Line Item","0.2","0.2","0.3","0.2","0.2","0.3","0.0","-0.5","161","4"
"Mechanical engineering technologists and technicians","=""17-3027""","Line Item","0.1","0.1","0.2","0.1","0.1","0.2","0.0","-5.5","162","4"
"Engineering technologists and technicians, except drafters, all other","=""17-3029""","Line Item","0.1","0.1","0.1","0.1","0.1","0.1","0.0","-0.5","164","4"
"Life, physical, and social science occupations","=""19-0000""","Summary","1.0","0.8","0.1","1.0","0.9","0.1","0.0","1.3","166","1"
"Physical scientists","=""19-2000""","Summary","0.2","0.2","0.1","0.2","0.2","0.1","0.0","-0.5","184","2"
"Chemists and materials scientists","=""19-2030""","Summary","0.2","0.2","0.2","0.2","0.2","0.2","0.0","-0.5","189","3"
"Chemists","=""19-2031""","Line Item","0.2","0.2","0.2","0.2","0.2","0.2","0.0","-0.5","190","4"
"Life, physical, and social science technicians","=""19-4000""","Summary","0.6","0.5","0.1","0.6","0.5","0.1","0.0","-0.5","213","2"
"Chemical technicians","=""19-4031""","Line Item","0.5","0.4","0.8","0.5","0.4","0.8","0.0","-0.5","218","3"
"Miscellaneous life, physical, and social science technicians","=""19-4090""","Summary","0.1","0.1","0.1","0.1","0.1","0.1","0.0","-0.5","226","3"
"Life, physical, and social science technicians, all other","=""19-4099""","Line Item","0.1","0.1","0.2","0.1","0.1","0.1","0.0","-0.5","228","4"
"Occupational health and safety specialists and technicians","=""19-5000""","Summary","0.2","0.2","0.2","0.2","0.2","0.2","0.0","8.0","229","2"
"Occupational health and safety specialists","=""19-5011""","Line Item","0.2","0.1","0.1","0.2","0.1","0.1","0.0","10.4","230","3"
"Occupational health and safety technicians","=""19-5012""","Line Item","0.1","0.1","0.3","0.1","0.1","0.3","0.0","2.4","231","3"
"Arts, design, entertainment, sports, and media occupations","=""27-0000""","Summary","0.2","0.1","0.0","0.2","0.1","0.0","0.0","-0.5","355","1"
"Art and design workers","=""27-1000""","Summary","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-0.5","356","2"
"Designers","=""27-1020""","Summary","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-0.5","363","3"
"Graphic designers","=""27-1024""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-0.5","367","4"
"Building and grounds cleaning and maintenance occupations","=""37-0000""","Summary","0.6","0.5","0.0","0.6","0.5","0.0","0.0","-1.5","581","1"
"Building cleaning and pest control workers","=""37-2000""","Summary","0.6","0.4","0.0","0.6","0.5","0.0","0.0","-1.5","585","2"
"Building cleaning workers","=""37-2010""","Summary","0.6","0.4","0.0","0.6","0.5","0.0","0.0","-1.5","586","3"
"Janitors and cleaners, except maids and housekeeping cleaners","=""37-2011""","Line Item","0.6","0.4","0.0","0.6","0.5","0.0","0.0","-1.5","587","4"
"Sales and related occupations","=""41-0000""","Summary","1.9","1.4","0.0","1.8","1.5","0.0","0.0","-0.6","644","1"
"Sales representatives, services","=""41-3000""","Summary","0.2","0.2","0.0","0.2","0.2","0.0","0.0","-0.5","656","2"
"Sales representatives of services, except advertising, insurance, financial services, and travel","=""41-3091""","Line Item","0.2","0.2","0.0","0.2","0.2","0.0","0.0","-0.5","661","3"
"Sales representatives, wholesale and manufacturing","=""41-4000""","Summary","1.5","1.2","0.1","1.5","1.2","0.1","0.0","-0.5","662","2"
"Sales representatives, wholesale and manufacturing, except technical and scientific products","=""41-4012""","Line Item","1.5","1.2","0.1","1.5","1.2","0.1","0.0","-0.5","664","3"
"Other sales and related workers","=""41-9000""","Summary","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-2.0","665","2"
"Sales engineers","=""41-9031""","Line Item","0.1","0.0","0.1","0.1","0.0","0.1","0.0","-0.5","672","3"
"Office and administrative support occupations","=""43-0000""","Summary","12.4","9.6","0.1","11.0","9.1","0.1","-1.4","-11.1","677","1"
"Supervisors of office and administrative support workers","=""43-1000""","Summary","0.9","0.7","0.1","0.8","0.6","0.1","-0.1","-10.5","678","2"
"First-line supervisors of office and administrative support workers","=""43-1011""","Line Item","0.9","0.7","0.1","0.8","0.6","0.1","-0.1","-10.5","679","3"
"Financial clerks","=""43-3000""","Summary","1.7","1.3","0.1","1.5","1.2","0.1","-0.2","-11.0","684","2"
"Billing and posting clerks","=""43-3021""","Line Item","0.2","0.1","0.0","0.1","0.1","0.0","0.0","-10.5","686","3"
"Bookkeeping, accounting, and auditing clerks","=""43-3031""","Line Item","1.4","1.1","0.1","1.2","1.0","0.1","-0.1","-10.5","687","3"
"Payroll and timekeeping clerks","=""43-3051""","Line Item","0.1","0.1","0.1","0.1","0.1","0.1","0.0","-20.4","689","3"
"Information and record clerks","=""43-4000""","Summary","1.7","1.3","0.0","1.5","1.2","0.0","-0.2","-12.2","693","2"
"Customer service representatives","=""43-4051""","Line Item","1.2","0.9","0.0","1.0","0.9","0.0","-0.1","-10.5","698","3"
"File clerks","=""43-4071""","Line Item","0.1","0.1","0.1","0.1","0.0","0.1","0.0","-20.4","700","3"
"Order clerks","=""43-4151""","Line Item","0.2","0.2","0.2","0.2","0.1","0.2","0.0","-20.4","706","3"
"Receptionists and information clerks","=""43-4171""","Line Item","0.2","0.2","0.0","0.2","0.1","0.0","0.0","-11.5","708","3"
"Material recording, scheduling, dispatching, and distributing workers","=""43-5000""","Summary","4.1","3.2","0.2","3.7","3.1","0.2","-0.4","-8.7","711","2"
"Production, planning, and expediting clerks","=""43-5061""","Line Item","0.7","0.6","0.2","0.7","0.6","0.2","0.0","-0.5","722","3"
"Shipping, receiving, and inventory clerks","=""43-5071""","Line Item","3.3","2.6","0.4","2.9","2.4","0.4","-0.3","-10.5","723","3"
"Weighers, measurers, checkers, and samplers, recordkeeping","=""43-5111""","Line Item","0.1","0.0","0.1","0.0","0.0","0.1","0.0","-10.5","724","3"
"Secretaries and administrative assistants","=""43-6000""","Summary","1.2","0.9","0.0","1.0","0.8","0.0","-0.2","-16.2","725","2"
"Executive secretaries and executive administrative assistants","=""43-6011""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-25.4","726","3"
"Secretaries and administrative assistants, except legal, medical, and executive","=""43-6014""","Line Item","1.1","0.8","0.1","0.9","0.7","0.1","-0.2","-15.5","729","3"
"Other office and administrative support workers","=""43-9000""","Summary","2.9","2.3","0.1","2.6","2.1","0.1","-0.3","-11.8","730","2"
"Data entry and information processing workers","=""43-9020""","Summary","0.2","0.1","0.1","0.1","0.1","0.1","-0.1","-31.1","731","3"
"Data entry keyers","=""43-9021""","Line Item","0.2","0.1","0.1","0.1","0.1","0.1","0.0","-30.4","732","4"
"Office clerks, general","=""43-9061""","Line Item","2.7","2.1","0.1","2.4","2.0","0.1","-0.3","-10.5","737","3"
"Construction and extraction occupations","=""47-0000""","Summary","0.7","0.6","0.0","0.7","0.6","0.0","0.0","-0.5","763","1"
"Supervisors of construction and extraction workers","=""47-1000""","Summary","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-0.5","764","2"
"First-line supervisors of construction trades and extraction workers","=""47-1011""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-0.5","765","3"
"Construction trades workers","=""47-2000""","Summary","0.6","0.5","0.0","0.6","0.5","0.0","0.0","-0.5","766","2"
"Electricians","=""47-2111""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-0.5","788","3"
"Painters and paperhangers","=""47-2140""","Summary","0.5","0.4","0.1","0.5","0.4","0.1","0.0","-0.5","793","3"
"Painters, construction and maintenance","=""47-2141""","Line Item","0.5","0.4","0.1","0.5","0.4","0.1","0.0","-0.5","794","4"
"Installation, maintenance, and repair occupations","=""49-0000""","Summary","5.4","4.2","0.1","5.3","4.4","0.1","0.0","-0.6","840","1"
"Supervisors of installation, maintenance, and repair workers","=""49-1000""","Summary","0.6","0.4","0.1","0.6","0.5","0.1","0.0","-0.5","841","2"
"First-line supervisors of mechanics, installers, and repairers","=""49-1011""","Line Item","0.6","0.4","0.1","0.6","0.5","0.1","0.0","-0.5","842","3"
"Vehicle and mobile equipment mechanics, installers, and repairers","=""49-3000""","Summary","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-1.5","857","2"
"Other installation, maintenance, and repair occupations","=""49-9000""","Summary","4.7","3.7","0.1","4.7","3.9","0.1","0.0","-0.5","876","2"
"Industrial machinery installation, repair, and maintenance workers","=""49-9040""","Summary","1.6","1.2","0.3","1.6","1.3","0.3","0.0","-0.5","882","3"
"Industrial machinery mechanics","=""49-9041""","Line Item","1.2","0.9","0.3","1.2","1.0","0.3","0.0","-0.5","883","4"
"Maintenance workers, machinery","=""49-9043""","Line Item","0.4","0.3","0.6","0.4","0.3","0.6","0.0","-0.5","884","4"
"Maintenance and repair workers, general","=""49-9071""","Line Item","3.0","2.3","0.2","3.0","2.4","0.2","0.0","-0.5","896","3"
"Miscellaneous installation, maintenance, and repair workers","=""49-9090""","Summary","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-0.5","898","3"
