"Occupation Title","Occupation Code","Occupation Type","2022 Employment","2022 Percent of Industry","2022 Percent of Occupation","Projected 2032 Employment","Projected 2032 Percent of Industry","Projected 2032 Percent of Occupation","Employment Change, 2022-2032","Employment Percent Change, 2022-2032","Occupation Sort","Display Level"
"Total, all occupations","=""00-0000""","Summary","146.6","100.0","0.1","147.3","100.0","0.1","0.7","0.5","","0"
"Management occupations","=""11-0000""","Summary","7.0","4.8","0.1","7.1","4.8","0.1","0.1","1.0","2","1"
"Top executives","=""11-1000""","Summary","3.0","2.1","0.1","3.0","2.0","0.1","0.0","-0.7","3","2"
"Chief executives","=""11-1011""","Line Item","0.3","0.2","0.1","0.2","0.2","0.1","0.0","-14.4","4","3"
"General and operations managers","=""11-1021""","Line Item","2.8","1.9","0.1","2.8","1.9","0.1","0.0","0.7","5","3"
"Advertising, marketing, promotions, public relations, and sales managers","=""11-2000""","Summary","0.4","0.3","0.0","0.4","0.3","0.0","0.0","0.7","7","2"
"Marketing and sales managers","=""11-2020""","Summary","0.4","0.2","0.0","0.4","0.2","0.0","0.0","0.7","9","3"
"Marketing managers","=""11-2021""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","0.7","10","4"
"Sales managers","=""11-2022""","Line Item","0.2","0.2","0.0","0.2","0.2","0.0","0.0","0.7","11","4"
"Public relations and fundraising managers","=""11-2030""","Summary","0.1","0.0","0.1","0.1","0.0","0.1","0.0","0.7","12","3"
"Public relations managers","=""11-2032""","Line Item","0.1","0.0","0.1","0.1","0.0","0.1","0.0","0.7","13","4"
"Operations specialties managers","=""11-3000""","Summary","3.0","2.1","0.1","3.1","2.1","0.1","0.1","2.5","15","2"
"Administrative services and facilities managers","=""11-3010""","Summary","0.3","0.2","0.1","0.3","0.2","0.1","0.0","0.7","16","3"
"Administrative services managers","=""11-3012""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","0.7","17","4"
"Facilities managers","=""11-3013""","Line Item","0.2","0.1","0.2","0.2","0.1","0.2","0.0","0.7","18","4"
"Computer and information systems managers","=""11-3021""","Line Item","0.4","0.2","0.1","0.4","0.3","0.1","0.0","7.7","19","3"
"Financial managers","=""11-3031""","Line Item","0.3","0.2","0.0","0.3","0.2","0.0","0.0","10.7","20","3"
"Transportation, storage, and distribution managers","=""11-3071""","Line Item","1.7","1.2","1.0","1.7","1.2","0.9","0.0","0.7","23","3"
"Human resources managers","=""11-3121""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","0.7","25","3"
"Training and development managers","=""11-3131""","Line Item","0.1","0.0","0.1","0.1","0.0","0.1","0.0","0.7","26","3"
"Other management occupations","=""11-9000""","Summary","0.6","0.4","0.0","0.6","0.4","0.0","0.0","2.8","27","2"
"Construction managers","=""11-9021""","Line Item","0.2","0.2","0.0","0.3","0.2","0.0","0.0","5.7","29","3"
"Architectural and engineering managers","=""11-9041""","Line Item","0.1","0.0","0.0","0.1","0.0","0.0","0.0","0.7","35","3"
"Managers, all other","=""11-9199""","Line Item","0.2","0.1","0.0","0.2","0.1","0.0","0.0","0.7","50","3"
"Business and financial operations occupations","=""13-0000""","Summary","4.7","3.2","0.0","4.7","3.2","0.0","0.1","1.1","51","1"
"Business operations specialists","=""13-1000""","Summary","3.9","2.6","0.1","3.9","2.7","0.1","0.0","1.2","52","2"
"Buyers and purchasing agents","=""13-1020""","Line Item","0.2","0.2","0.0","0.2","0.1","0.0","0.0","-9.4","54","3"
"Compliance officers","=""13-1041""","Line Item","0.2","0.1","0.1","0.2","0.1","0.1","0.0","0.7","58","3"
"Human resources workers","=""13-1070""","Summary","0.4","0.3","0.0","0.4","0.3","0.0","0.0","-1.3","60","3"
"Human resources specialists","=""13-1071""","Line Item","0.4","0.2","0.0","0.4","0.2","0.0","0.0","-1.3","61","4"
"Labor relations specialists","=""13-1075""","Line Item","0.1","0.0","0.1","0.1","0.0","0.1","0.0","-1.3","63","4"
"Logisticians and project management specialists","=""13-1080""","Summary","0.6","0.4","0.1","0.6","0.4","0.1","0.0","4.7","64","3"
"Logisticians","=""13-1081""","Line Item","0.2","0.1","0.1","0.2","0.2","0.1","0.0","12.8","65","4"
