"Occupation Title","Occupation Code","Occupation Type","2022 Employment","2022 Percent of Industry","2022 Percent of Occupation","Projected 2032 Employment","Projected 2032 Percent of Industry","Projected 2032 Percent of Occupation","Employment Change, 2022-2032","Employment Percent Change, 2022-2032","Occupation Sort","Display Level"
"Total, all occupations","=""00-0000""","Summary","152.2","100.0","0.1","204.9","100.0","0.1","52.7","34.6","","0"
"Management occupations","=""11-0000""","Summary","11.1","7.3","0.1","15.6","7.6","0.1","4.4","39.7","2","1"
"Top executives","=""11-1000""","Summary","3.5","2.3","0.1","4.8","2.3","0.1","1.3","37.5","3","2"
"Chief executives","=""11-1011""","Line Item","0.2","0.1","0.1","0.3","0.1","0.1","0.0","18.0","4","3"
"General and operations managers","=""11-1021""","Line Item","3.2","2.1","0.1","4.5","2.2","0.1","1.3","38.8","5","3"
"Advertising, marketing, promotions, public relations, and sales managers","=""11-2000""","Summary","1.2","0.8","0.1","1.7","0.8","0.2","0.5","38.8","7","2"
"Marketing and sales managers","=""11-2020""","Summary","1.2","0.8","0.1","1.7","0.8","0.2","0.5","38.8","9","3"
"Marketing managers","=""11-2021""","Line Item","0.4","0.3","0.1","0.6","0.3","0.2","0.2","38.8","10","4"
"Sales managers","=""11-2022""","Line Item","0.8","0.5","0.1","1.1","0.6","0.2","0.3","38.8","11","4"
"Operations specialties managers","=""11-3000""","Summary","4.5","3.0","0.2","6.4","3.1","0.2","1.9","41.8","15","2"
"Administrative services and facilities managers","=""11-3010""","Summary","0.3","0.2","0.1","0.4","0.2","0.1","0.1","38.8","16","3"
"Administrative services managers","=""11-3012""","Line Item","0.2","0.1","0.1","0.2","0.1","0.1","0.1","38.8","17","4"
"Facilities managers","=""11-3013""","Line Item","0.1","0.1","0.1","0.2","0.1","0.1","0.0","38.8","18","4"
"Computer and information systems managers","=""11-3021""","Line Item","0.4","0.3","0.1","0.6","0.3","0.1","0.2","48.5","19","3"
"Financial managers","=""11-3031""","Line Item","0.7","0.5","0.1","1.0","0.5","0.1","0.4","52.7","20","3"
"Industrial production managers","=""11-3051""","Line Item","2.3","1.5","1.0","3.2","1.5","1.4","0.9","38.8","21","3"
"Purchasing managers","=""11-3061""","Line Item","0.3","0.2","0.4","0.4","0.2","0.5","0.1","38.8","22","3"
"Transportation, storage, and distribution managers","=""11-3071""","Line Item","0.3","0.2","0.1","0.4","0.2","0.2","0.1","38.8","23","3"
"Human resources managers","=""11-3121""","Line Item","0.3","0.2","0.2","0.4","0.2","0.2","0.1","38.8","25","3"
"Other management occupations","=""11-9000""","Summary","1.9","1.3","0.0","2.7","1.3","0.0","0.7","39.0","27","2"
"Architectural and engineering managers","=""11-9041""","Line Item","1.3","0.8","0.6","1.8","0.9","0.9","0.5","38.8","35","3"
"Managers, all other","=""11-9199""","Line Item","0.6","0.4","0.0","0.8","0.4","0.1","0.2","38.8","50","3"
"Business and financial operations occupations","=""13-0000""","Summary","7.7","5.1","0.1","10.6","5.2","0.1","2.8","36.7","51","1"
"Business operations specialists","=""13-1000""","Summary","6.0","4.0","0.1","8.2","4.0","0.1","2.2","36.2","52","2"
"Buyers and purchasing agents","=""13-1020""","Line Item","1.9","1.2","0.4","2.3","1.1","0.5","0.5","24.9","54","3"
"Compliance officers","=""13-1041""","Line Item","0.1","0.1","0.0","0.2","0.1","0.0","0.0","38.8","58","3"
"Cost estimators","=""13-1051""","Line Item","0.2","0.1","0.1","0.3","0.1","0.1","0.1","31.9","59","3"
"Human resources workers","=""13-1070""","Summary","0.8","0.5","0.1","1.1","0.5","0.1","0.3","36.0","60","3"
"Human resources specialists","=""13-1071""","Line Item","0.8","0.5","0.1","1.1","0.5","0.1","0.3","36.0","61","4"
"Logisticians and project management specialists","=""13-1080""","Summary","1.2","0.8","0.1","1.7","0.8","0.1","0.5","45.0","64","3"
"Logisticians","=""13-1081""","Line Item","0.4","0.3","0.2","0.7","0.3","0.3","0.2","55.5","65","4"
"Project management specialists","=""13-1082""","Line Item","0.7","0.5","0.1","1.0","0.5","0.1","0.3","38.8","66","4"
"Management analysts","=""13-1111""","Line Item","0.2","0.1","0.0","0.2","0.1","0.0","0.1","38.8","67","3"
"Training and development specialists","=""13-1151""","Line Item","0.4","0.3","0.1","0.6","0.3","0.1","0.2","38.8","71","3"
"Market research analysts and marketing specialists","=""13-1161""","Line Item","0.7","0.4","0.1","1.0","0.5","0.1","0.3","48.5","72","3"
"Business operations specialists, all other","=""13-1199""","Line Item","0.6","0.4","0.1","0.8","0.4","0.1","0.2","38.8","73","3"
"Financial specialists","=""13-2000""","Summary","1.7","1.1","0.1","2.3","1.1","0.1","0.7","38.6","74","2"
"Accountants and auditors","=""13-2011""","Line Item","1.5","1.0","0.1","2.1","1.0","0.1","0.6","38.8","75","3"
"Financial analysts and advisors","=""13-2050""","Summary","0.1","0.1","0.0","0.2","0.1","0.0","0.0","38.8","79","3"
"Financial and investment analysts","=""13-2051""","Line Item","0.1","0.1","0.0","0.2","0.1","0.1","0.0","38.8","80","4"
"Computer and mathematical occupations","=""15-0000""","Summary","2.9","1.9","0.1","4.3","2.1","0.1","1.4","46.7","92","1"
"Computer occupations","=""15-1200""","Summary","2.8","1.9","0.1","4.1","2.0","0.1","1.3","46.1","93","2"
"Computer and information analysts","=""15-1210""","Summary","0.3","0.2","0.0","0.4","0.2","0.0","0.1","41.5","94","3"
"Computer systems analysts","=""15-1211""","Line Item","0.2","0.2","0.0","0.3","0.2","0.1","0.1","38.8","95","4"
"Computer support specialists","=""15-1230""","Summary","0.5","0.3","0.1","0.6","0.3","0.1","0.2","34.6","98","3"
"Computer network support specialists","=""15-1231""","Line Item","0.1","0.1","0.1","0.2","0.1","0.1","0.0","38.8","99","4"
"Computer user support specialists","=""15-1232""","Line Item","0.4","0.2","0.0","0.5","0.2","0.1","0.1","33.3","100","4"
"Database and network administrators and architects","=""15-1240""","Summary","0.4","0.3","0.1","0.5","0.3","0.1","0.1","32.5","101","3"
"Network and computer systems administrators","=""15-1244""","Line Item","0.3","0.2","0.1","0.4","0.2","0.1","0.1","31.9","105","4"
"Software and web developers, programmers, and testers","=""15-1250""","Summary","1.4","0.9","0.1","2.2","1.1","0.1","0.8","56.2","106","3"
"Computer programmers","=""15-1251""","Line Item","0.1","0.1","0.1","0.1","0.0","0.1","0.0","13.8","107","4"
"Software developers","=""15-1252""","Line Item","1.2","0.8","0.1","1.9","0.9","0.1","0.7","59.6","108","4"
"Software quality assurance analysts and testers","=""15-1253""","Line Item","0.1","0.1","0.0","0.1","0.1","0.1","0.0","52.7","109","4"
"Computer occupations, all other","=""15-1299""","Line Item","0.3","0.2","0.1","0.4","0.2","0.1","0.1","38.8","112","3"
"Mathematical science occupations","=""15-2000""","Summary","0.1","0.0","0.0","0.1","0.1","0.0","0.0","69.1","113","2"
"Architecture and engineering occupations","=""17-0000""","Summary","15.9","10.5","0.6","22.7","11.1","0.8","6.8","42.9","120","1"
"Engineers","=""17-2000""","Summary","10.5","6.9","0.6","15.3","7.5","0.8","4.8","45.7","128","2"
"Computer hardware engineers","=""17-2061""","Line Item","0.1","0.1","0.1","0.1","0.1","0.1","0.0","38.8","134","3"
"Electrical and electronics engineers","=""17-2070""","Summary","3.4","2.2","1.1","4.7","2.3","1.5","1.3","38.8","135","3"
"Electrical engineers","=""17-2071""","Line Item","2.8","1.8","1.5","3.9","1.9","2.0","1.1","38.8","136","4"
"Electronics engineers, except computer","=""17-2072""","Line Item","0.6","0.4","0.5","0.8","0.4","0.7","0.2","38.8","137","4"
"Industrial engineers, including health and safety","=""17-2110""","Summary","4.0","2.6","1.1","6.0","3.0","1.6","2.0","51.1","139","3"
"Health and safety engineers, except mining safety engineers and inspectors","=""17-2111""","Line Item","0.1","0.0","0.3","0.1","0.1","0.5","0.0","38.8","140","4"
"Industrial engineers","=""17-2112""","Line Item","3.9","2.6","1.2","5.9","2.9","1.6","2.0","51.3","141","4"
"Materials engineers","=""17-2131""","Line Item","0.2","0.1","0.7","0.2","0.1","1.0","0.1","38.8","143","3"
"Mechanical engineers","=""17-2141""","Line Item","2.1","1.4","0.7","3.1","1.5","1.0","1.0","49.9","144","3"
"Engineers, all other","=""17-2199""","Line Item","0.6","0.4","0.4","0.9","0.4","0.5","0.2","38.8","148","3"
"Drafters, engineering technicians, and mapping technicians","=""17-3000""","Summary","5.4","3.6","0.8","7.5","3.6","1.1","2.0","37.4","149","2"
"Drafters","=""17-3010""","Summary","0.5","0.3","0.3","0.7","0.3","0.3","0.2","32.4","150","3"
"Electrical and electronics drafters","=""17-3012""","Line Item","0.3","0.2","1.2","0.4","0.2","1.7","0.1","38.8","152","4"
"Mechanical drafters","=""17-3013""","Line Item","0.2","0.1","0.5","0.3","0.1","0.6","0.1","24.9","153","4"
"Engineering technologists and technicians, except drafters","=""17-3020""","Summary","4.9","3.2","1.2","6.8","3.3","1.7","1.9","37.9","155","3"
"Electrical and electronic engineering technologists and technicians","=""17-3023""","Line Item","2.2","1.4","2.1","3.0","1.5","2.9","0.8","38.8","158","4"
"Electro-mechanical and mechatronics technologists and technicians","=""17-3024""","Line Item","0.3","0.2","2.0","0.4","0.2","2.6","0.1","29.1","159","4"
"Industrial engineering technologists and technicians","=""17-3026""","Line Item","1.2","0.8","1.7","1.6","0.8","2.3","0.5","38.8","161","4"
"Mechanical engineering technologists and technicians","=""17-3027""","Line Item","0.2","0.1","0.5","0.3","0.1","0.6","0.1","31.9","162","4"
"Calibration technologists and technicians","=""17-3028""","Line Item","0.2","0.1","1.8","0.3","0.1","2.4","0.1","38.8","163","4"
"Engineering technologists and technicians, except drafters, all other","=""17-3029""","Line Item","0.9","0.6","1.2","1.2","0.6","1.6","0.3","38.8","164","4"
"Life, physical, and social science occupations","=""19-0000""","Summary","0.8","0.5","0.1","1.1","0.5","0.1","0.3","43.4","166","1"
"Physical scientists","=""19-2000""","Summary","0.3","0.2","0.1","0.4","0.2","0.2","0.1","38.9","184","2"
"Chemists and materials scientists","=""19-2030""","Summary","0.2","0.1","0.2","0.3","0.2","0.3","0.1","38.8","189","3"
"Chemists","=""19-2031""","Line Item","0.1","0.1","0.1","0.2","0.1","0.2","0.0","38.8","190","4"
"Materials scientists","=""19-2032""","Line Item","0.1","0.1","1.2","0.1","0.1","1.6","0.0","38.8","191","4"
"Physical scientists, all other","=""19-2099""","Line Item","0.1","0.1","0.4","0.1","0.1","0.5","0.0","38.8","196","3"
"Life, physical, and social science technicians","=""19-4000""","Summary","0.1","0.1","0.0","0.2","0.1","0.0","0.0","38.8","213","2"
"Chemical technicians","=""19-4031""","Line Item","0.1","0.1","0.1","0.1","0.1","0.2","0.0","38.8","218","3"
"Occupational health and safety specialists and technicians","=""19-5000""","Summary","0.3","0.2","0.2","0.5","0.2","0.3","0.2","49.9","229","2"
"Occupational health and safety specialists","=""19-5011""","Line Item","0.2","0.1","0.2","0.3","0.1","0.2","0.1","54.1","230","3"
"Occupational health and safety technicians","=""19-5012""","Line Item","0.1","0.1","0.5","0.2","0.1","0.6","0.1","43.0","231","3"
"Legal occupations","=""23-0000""","Summary","0.1","0.1","0.0","0.1","0.1","0.0","0.0","45.1","255","1"
"Lawyers, judges, and related workers","=""23-1000""","Summary","0.1","0.1","0.0","0.1","0.1","0.0","0.0","45.8","256","2"
"Lawyers and judicial law clerks","=""23-1010""","Summary","0.1","0.1","0.0","0.1","0.1","0.0","0.0","45.8","257","3"
"Lawyers","=""23-1011""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","45.8","258","4"
"Arts, design, entertainment, sports, and media occupations","=""27-0000""","Summary","0.3","0.2","0.0","0.4","0.2","0.0","0.1","38.8","355","1"
"Art and design workers","=""27-1000""","Summary","0.2","0.1","0.0","0.2","0.1","0.0","0.1","38.8","356","2"
"Designers","=""27-1020""","Summary","0.1","0.1","0.0","0.2","0.1","0.0","0.1","38.8","363","3"
"Commercial and industrial designers","=""27-1021""","Line Item","0.1","0.1","0.3","0.1","0.1","0.3","0.0","38.8","364","4"
"Graphic designers","=""27-1024""","Line Item","0.1","0.0","0.0","0.1","0.0","0.0","0.0","38.8","367","4"
"Media and communication workers","=""27-3000""","Summary","0.1","0.1","0.0","0.2","0.1","0.0","0.1","38.8","389","2"
"Public relations specialists","=""27-3031""","Line Item","0.1","0.0","0.0","0.1","0.0","0.0","0.0","38.8","392","3"
"Writers and editors","=""27-3040""","Summary","0.1","0.1","0.0","0.1","0.1","0.0","0.0","38.8","393","3"
"Technical writers","=""27-3042""","Line Item","0.1","0.1","0.1","0.1","0.1","0.2","0.0","38.8","395","4"
"Protective service occupations","=""33-0000""","Summary","0.1","0.0","0.0","0.1","0.0","0.0","0.0","30.5","522","1"
"Other protective service workers","=""33-9000""","Summary","0.1","0.0","0.0","0.1","0.0","0.0","0.0","30.5","546","2"
"Building and grounds cleaning and maintenance occupations","=""37-0000""","Summary","0.3","0.2","0.0","0.5","0.2","0.0","0.1","37.4","581","1"
"Building cleaning and pest control workers","=""37-2000""","Summary","0.3","0.2","0.0","0.5","0.2","0.0","0.1","37.4","585","2"
"Building cleaning workers","=""37-2010""","Summary","0.3","0.2","0.0","0.5","0.2","0.0","0.1","37.4","586","3"
"Janitors and cleaners, except maids and housekeeping cleaners","=""37-2011""","Line Item","0.3","0.2","0.0","0.5","0.2","0.0","0.1","37.4","587","4"
"Sales and related occupations","=""41-0000""","Summary","4.3","2.8","0.0","6.0","2.9","0.0","1.7","38.8","644","1"
"Supervisors of sales workers","=""41-1000""","Summary","0.2","0.1","0.0","0.3","0.1","0.0","0.1","38.8","645","2"
