"Occupation Title","Occupation Code","Occupation Type","2022 Employment","2022 Percent of Industry","2022 Percent of Occupation","Projected 2032 Employment","Projected 2032 Percent of Industry","Projected 2032 Percent of Occupation","Employment Change, 2022-2032","Employment Percent Change, 2022-2032","Occupation Sort","Display Level"
"Total, all occupations","=""00-0000""","Summary","829.8","100.0","0.5","839.4","100.0","0.5","9.6","1.2","","0"
"Management occupations","=""11-0000""","Summary","127.1","15.3","1.0","132.4","15.8","1.0","5.3","4.2","2","1"
"Top executives","=""11-1000""","Summary","31.1","3.8","0.8","31.2","3.7","0.8","0.1","0.2","3","2"
"Chief executives","=""11-1011""","Line Item","1.6","0.2","0.6","1.4","0.2","0.5","-0.2","-14.2","4","3"
"General and operations managers","=""11-1021""","Line Item","29.5","3.6","0.8","29.8","3.6","0.8","0.3","1.0","5","3"
"Advertising, marketing, promotions, public relations, and sales managers","=""11-2000""","Summary","2.6","0.3","0.2","2.6","0.3","0.2","0.0","1.0","7","2"
"Marketing and sales managers","=""11-2020""","Summary","2.5","0.3","0.3","2.5","0.3","0.3","0.0","1.0","9","3"
"Marketing managers","=""11-2021""","Line Item","1.4","0.2","0.4","1.4","0.2","0.4","0.0","1.0","10","4"
"Sales managers","=""11-2022""","Line Item","1.0","0.1","0.2","1.0","0.1","0.2","0.0","1.0","11","4"
"Public relations and fundraising managers","=""11-2030""","Summary","0.1","0.0","0.1","0.1","0.0","0.1","0.0","1.0","12","3"
"Public relations managers","=""11-2032""","Line Item","0.1","0.0","0.1","0.1","0.0","0.1","0.0","1.0","13","4"
"Operations specialties managers","=""11-3000""","Summary","7.6","0.9","0.3","8.1","1.0","0.3","0.5","6.6","15","2"
"Administrative services and facilities managers","=""11-3010""","Summary","1.4","0.2","0.4","1.4","0.2","0.4","0.0","1.0","16","3"
"Administrative services managers","=""11-3012""","Line Item","1.2","0.1","0.5","1.2","0.1","0.5","0.0","1.0","17","4"
"Facilities managers","=""11-3013""","Line Item","0.2","0.0","0.1","0.2","0.0","0.1","0.0","1.0","18","4"
"Computer and information systems managers","=""11-3021""","Line Item","0.6","0.1","0.1","0.7","0.1","0.1","0.1","8.0","19","3"
"Financial managers","=""11-3031""","Line Item","3.8","0.5","0.5","4.2","0.5","0.5","0.4","11.0","20","3"
"Industrial production managers","=""11-3051""","Line Item","0.6","0.1","0.2","0.6","0.1","0.2","0.0","1.0","21","3"
"Purchasing managers","=""11-3061""","Line Item","0.3","0.0","0.3","0.3","0.0","0.3","0.0","1.0","22","3"
"Transportation, storage, and distribution managers","=""11-3071""","Line Item","0.2","0.0","0.1","0.2","0.0","0.1","0.0","1.0","23","3"
"Human resources managers","=""11-3121""","Line Item","0.7","0.1","0.4","0.7","0.1","0.3","0.0","1.0","25","3"
"Training and development managers","=""11-3131""","Line Item","0.1","0.0","0.1","0.1","0.0","0.1","0.0","1.0","26","3"
"Other management occupations","=""11-9000""","Summary","85.8","10.3","1.6","90.5","10.8","1.7","4.7","5.5","27","2"
"Construction managers","=""11-9021""","Line Item","77.5","9.3","15.3","82.2","9.8","15.5","4.7","6.0","29","3"
"Architectural and engineering managers","=""11-9041""","Line Item","1.2","0.1","0.6","1.3","0.1","0.6","0.0","1.0","35","3"
"Property, real estate, and community association managers","=""11-9141""","Line Item","0.8","0.1","0.2","0.8","0.1","0.2","0.0","1.0","44","3"
"Managers, all other","=""11-9199""","Line Item","6.2","0.7","0.5","6.2","0.7","0.5","0.1","1.0","50","3"
"Business and financial operations occupations","=""13-0000""","Summary","99.7","12.0","0.9","99.8","11.9","0.9","0.0","0.0","51","1"
"Business operations specialists","=""13-1000""","Summary","87.6","10.6","1.2","87.5","10.4","1.1","-0.1","-0.1","52","2"
"Buyers and purchasing agents","=""13-1020""","Line Item","1.7","0.2","0.3","1.5","0.2","0.3","-0.2","-9.1","54","3"
"Compliance officers","=""13-1041""","Line Item","0.9","0.1","0.2","0.9","0.1","0.2","0.0","1.0","58","3"
"Cost estimators","=""13-1051""","Line Item","19.7","2.4","8.5","18.9","2.2","8.4","-0.8","-4.1","59","3"
"Human resources workers","=""13-1070""","Summary","2.8","0.3","0.3","2.7","0.3","0.3","0.0","-1.1","60","3"
"Human resources specialists","=""13-1071""","Line Item","2.7","0.3","0.3","2.7","0.3","0.3","0.0","-1.1","61","4"
"Logisticians and project management specialists","=""13-1080""","Summary","54.1","6.5","5.0","54.7","6.5","4.6","0.6","1.0","64","3"
"Logisticians","=""13-1081""","Line Item","0.4","0.0","0.2","0.4","0.0","0.2","0.0","13.1","65","4"
"Project management specialists","=""13-1082""","Line Item","53.7","6.5","6.1","54.3","6.5","5.8","0.5","1.0","66","4"
"Management analysts","=""13-1111""","Line Item","0.7","0.1","0.1","0.7","0.1","0.1","0.0","1.0","67","3"
"Compensation, benefits, and job analysis specialists","=""13-1141""","Line Item","0.2","0.0","0.2","0.2","0.0","0.2","0.0","1.0","70","3"
"Training and development specialists","=""13-1151""","Line Item","0.3","0.0","0.1","0.3","0.0","0.1","0.0","1.0","71","3"
"Market research analysts and marketing specialists","=""13-1161""","Line Item","3.9","0.5","0.4","4.2","0.5","0.4","0.3","8.0","72","3"
"Business operations specialists, all other","=""13-1199""","Line Item","3.4","0.4","0.3","3.5","0.4","0.3","0.0","1.0","73","3"
"Financial specialists","=""13-2000""","Summary","12.2","1.5","0.4","12.3","1.5","0.4","0.1","0.9","74","2"
"Accountants and auditors","=""13-2011""","Line Item","11.5","1.4","0.7","11.6","1.4","0.7","0.1","1.0","75","3"
