"Occupation Title","Occupation Code","Occupation Type","2022 Employment","2022 Percent of Industry","2022 Percent of Occupation","Projected 2032 Employment","Projected 2032 Percent of Industry","Projected 2032 Percent of Occupation","Employment Change, 2022-2032","Employment Percent Change, 2022-2032","Occupation Sort","Display Level"
"Total, all occupations","=""00-0000""","Summary","82.1","100.0","0.0","76.8","100.0","0.0","-5.3","-6.5","","0"
"Management occupations","=""11-0000""","Summary","3.9","4.8","0.0","3.7","4.9","0.0","-0.2","-5.1","2","1"
"Top executives","=""11-1000""","Summary","1.3","1.6","0.0","1.3","1.6","0.0","-0.1","-5.9","3","2"
"General and operations managers","=""11-1021""","Line Item","1.3","1.6","0.0","1.2","1.6","0.0","-0.1","-5.6","5","3"
"Advertising, marketing, promotions, public relations, and sales managers","=""11-2000""","Summary","0.4","0.4","0.0","0.3","0.4","0.0","0.0","-5.6","7","2"
"Marketing and sales managers","=""11-2020""","Summary","0.4","0.4","0.0","0.3","0.4","0.0","0.0","-5.6","9","3"
"Sales managers","=""11-2022""","Line Item","0.4","0.4","0.1","0.3","0.4","0.1","0.0","-5.6","11","4"
"Operations specialties managers","=""11-3000""","Summary","1.9","2.3","0.1","1.8","2.3","0.1","-0.1","-4.3","15","2"
"Administrative services and facilities managers","=""11-3010""","Summary","0.3","0.3","0.1","0.2","0.3","0.1","0.0","-5.6","16","3"
"Facilities managers","=""11-3013""","Line Item","0.2","0.3","0.2","0.2","0.3","0.1","0.0","-5.6","18","4"
"Computer and information systems managers","=""11-3021""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","1.0","19","3"
"Financial managers","=""11-3031""","Line Item","0.2","0.2","0.0","0.2","0.3","0.0","0.0","3.8","20","3"
"Industrial production managers","=""11-3051""","Line Item","1.1","1.4","0.5","1.1","1.4","0.5","-0.1","-5.6","21","3"
"Purchasing managers","=""11-3061""","Line Item","0.1","0.1","0.1","0.1","0.1","0.1","0.0","-5.6","22","3"
"Transportation, storage, and distribution managers","=""11-3071""","Line Item","0.1","0.1","0.1","0.1","0.1","0.0","0.0","-5.6","23","3"
"Human resources managers","=""11-3121""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-5.6","25","3"
"Other management occupations","=""11-9000""","Summary","0.4","0.4","0.0","0.3","0.4","0.0","0.0","-4.9","27","2"
"Architectural and engineering managers","=""11-9041""","Line Item","0.2","0.2","0.1","0.2","0.2","0.1","0.0","-5.6","35","3"
"Managers, all other","=""11-9199""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-5.6","50","3"
"Business and financial operations occupations","=""13-0000""","Summary","2.1","2.6","0.0","1.9","2.5","0.0","-0.2","-7.4","51","1"
"Business operations specialists","=""13-1000""","Summary","1.4","1.7","0.0","1.3","1.7","0.0","-0.1","-8.2","52","2"
"Buyers and purchasing agents","=""13-1020""","Line Item","0.4","0.5","0.1","0.4","0.5","0.1","-0.1","-15.0","54","3"
"Cost estimators","=""13-1051""","Line Item","0.2","0.2","0.1","0.1","0.2","0.1","0.0","-10.3","59","3"
"Human resources workers","=""13-1070""","Summary","0.3","0.4","0.0","0.3","0.4","0.0","0.0","-7.5","60","3"
"Human resources specialists","=""13-1071""","Line Item","0.3","0.4","0.0","0.3","0.4","0.0","0.0","-7.5","61","4"
"Logisticians and project management specialists","=""13-1080""","Summary","0.3","0.3","0.0","0.3","0.3","0.0","0.0","0.0","64","3"
"Logisticians","=""13-1081""","Line Item","0.1","0.2","0.1","0.1","0.2","0.1","0.0","5.7","65","4"
"Project management specialists","=""13-1082""","Line Item","0.1","0.2","0.0","0.1","0.2","0.0","0.0","-5.6","66","4"
"Management analysts","=""13-1111""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-5.6","67","3"
"Financial specialists","=""13-2000""","Summary","0.7","0.9","0.0","0.7","0.9","0.0","0.0","-5.9","74","2"
"Accountants and auditors","=""13-2011""","Line Item","0.6","0.8","0.0","0.6","0.8","0.0","0.0","-5.6","75","3"
"Computer and mathematical occupations","=""15-0000""","Summary","0.5","0.7","0.0","0.5","0.7","0.0","0.0","-5.9","92","1"
"Computer occupations","=""15-1200""","Summary","0.5","0.6","0.0","0.5","0.6","0.0","0.0","-6.8","93","2"
"Computer and information analysts","=""15-1210""","Summary","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-5.0","94","3"
"Computer systems analysts","=""15-1211""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-5.6","95","4"
"Computer support specialists","=""15-1230""","Summary","0.2","0.2","0.0","0.1","0.2","0.0","0.0","-9.2","98","3"
"Computer user support specialists","=""15-1232""","Line Item","0.1","0.2","0.0","0.1","0.2","0.0","0.0","-9.4","100","4"
"Database and network administrators and architects","=""15-1240""","Summary","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-8.2","101","3"
"Software and web developers, programmers, and testers","=""15-1250""","Summary","0.1","0.2","0.0","0.1","0.2","0.0","0.0","-5.3","106","3"
"Computer programmers","=""15-1251""","Line Item","0.1","0.1","0.0","0.0","0.1","0.0","0.0","-22.6","107","4"
"Software developers","=""15-1252""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","8.6","108","4"
"Computer occupations, all other","=""15-1299""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-5.6","112","3"
"Architecture and engineering occupations","=""17-0000""","Summary","3.5","4.2","0.1","3.4","4.5","0.1","0.0","-1.2","120","1"
"Engineers","=""17-2000""","Summary","2.5","3.0","0.1","2.5","3.2","0.1","0.0","1.5","128","2"
"Electrical and electronics engineers","=""17-2070""","Summary","0.2","0.2","0.1","0.1","0.2","0.0","0.0","-5.6","135","3"
"Electrical engineers","=""17-2071""","Line Item","0.2","0.2","0.1","0.1","0.2","0.1","0.0","-5.6","136","4"
"Environmental engineers","=""17-2081""","Line Item","0.1","0.1","0.2","0.1","0.1","0.2","0.0","-4.7","138","3"
"Industrial engineers, including health and safety","=""17-2110""","Summary","1.0","1.2","0.3","1.0","1.3","0.3","0.0","2.4","139","3"
"Health and safety engineers, except mining safety engineers and inspectors","=""17-2111""","Line Item","0.1","0.1","0.3","0.1","0.1","0.2","0.0","-5.6","140","4"
"Industrial engineers","=""17-2112""","Line Item","0.9","1.2","0.3","1.0","1.3","0.3","0.0","2.9","141","4"
"Materials engineers","=""17-2131""","Line Item","0.5","0.6","2.4","0.6","0.7","2.4","0.0","3.8","143","3"
"Mechanical engineers","=""17-2141""","Line Item","0.6","0.7","0.2","0.6","0.7","0.2","0.0","2.0","144","3"
"Engineers, all other","=""17-2199""","Line Item","0.1","0.1","0.0","0.1","0.1","0.0","0.0","-5.6","148","3"
"Drafters, engineering technicians, and mapping technicians","=""17-3000""","Summary","1.0","1.2","0.2","0.9","1.2","0.1","-0.1","-7.6","149","2"
"Drafters","=""17-3010""","Summary","0.1","0.2","0.1","0.1","0.1","0.1","0.0","-13.3","150","3"
"Mechanical drafters","=""17-3013""","Line Item","0.1","0.1","0.2","0.1","0.1","0.2","0.0","-15.0","153","4"
"Engineering technologists and technicians, except drafters","=""17-3020""","Summary","0.9","1.1","0.2","0.8","1.1","0.2","-0.1","-6.8","155","3"
"Electrical and electronic engineering technologists and technicians","=""17-3023""","Line Item","0.2","0.3","0.2","0.2","0.3","0.2","0.0","-5.6","158","4"
"Environmental engineering technologists and technicians","=""17-3025""","Line Item","0.1","0.1","0.8","0.1","0.1","0.7","0.0","-9.4","160","4"
"Industrial engineering technologists and technicians","=""17-3026""","Line Item","0.1","0.1","0.1","0.1","0.1","0.1","0.0","-5.6","161","4"
"Mechanical engineering technologists and technicians","=""17-3027""","Line Item","0.1","0.2","0.3","0.1","0.2","0.3","0.0","-10.3","162","4"
"Engineering technologists and technicians, except drafters, all other","=""17-3029""","Line Item","0.3","0.4","0.4","0.3","0.4","0.4","0.0","-5.6","164","4"
"Life, physical, and social science occupations","=""19-0000""","Summary","0.6","0.7","0.0","0.5","0.7","0.0","0.0","-1.7","166","1"
"Physical scientists","=""19-2000""","Summary","0.1","0.2","0.1","0.1","0.2","0.0","0.0","-5.5","184","2"
"Chemists and materials scientists","=""19-2030""","Summary","0.1","0.1","0.1","0.1","0.2","0.1","0.0","-5.6","189","3"
"Chemists","=""19-2031""","Line Item","0.1","0.1","0.1","0.1","0.1","0.1","0.0","-5.6","190","4"
"Life, physical, and social science technicians","=""19-4000""","Summary","0.2","0.2","0.0","0.2","0.2","0.0","0.0","-5.6","213","2"
"Chemical technicians","=""19-4031""","Line Item","0.2","0.2","0.3","0.2","0.2","0.3","0.0","-5.6","218","3"
"Occupational health and safety specialists and technicians","=""19-5000""","Summary","0.2","0.3","0.2","0.2","0.3","0.2","0.0","3.3","229","2"
