"Occupation Title","Occupation Code","Occupation Type","2022 Employment","2022 Percent of Industry","2022 Percent of Occupation","Projected 2032 Employment","Projected 2032 Percent of Industry","Projected 2032 Percent of Occupation","Employment Change, 2022-2032","Employment Percent Change, 2022-2032","Occupation Sort","Display Level"
"Total, all occupations","=""00-0000""","Summary","553.0","100.0","0.3","456.1","100.0","0.3","-96.9","-17.5","","0"
"Management occupations","=""11-0000""","Summary","24.4","4.4","0.2","20.8","4.6","0.2","-3.6","-14.7","2","1"
"Top executives","=""11-1000""","Summary","5.4","1.0","0.1","4.6","1.0","0.1","-0.9","-15.9","3","2"
"Chief executives","=""11-1011""","Line Item","0.3","0.1","0.1","0.2","0.0","0.1","-0.1","-27.9","4","3"
"General and operations managers","=""11-1021""","Line Item","5.1","0.9","0.1","4.3","1.0","0.1","-0.8","-15.2","5","3"
"Advertising, marketing, promotions, public relations, and sales managers","=""11-2000""","Summary","1.5","0.3","0.1","1.3","0.3","0.1","-0.2","-15.2","7","2"
"Marketing and sales managers","=""11-2020""","Summary","1.5","0.3","0.2","1.2","0.3","0.1","-0.2","-15.2","9","3"
"Marketing managers","=""11-2021""","Line Item","0.3","0.1","0.1","0.2","0.1","0.1","0.0","-15.2","10","4"
"Sales managers","=""11-2022""","Line Item","1.2","0.2","0.2","1.0","0.2","0.2","-0.2","-15.2","11","4"
"Operations specialties managers","=""11-3000""","Summary","13.8","2.5","0.6","11.9","2.6","0.4","-1.9","-14.0","15","2"
"Administrative services and facilities managers","=""11-3010""","Summary","1.1","0.2","0.3","0.9","0.2","0.2","-0.2","-15.2","16","3"
"Administrative services managers","=""11-3012""","Line Item","0.4","0.1","0.2","0.3","0.1","0.1","-0.1","-15.2","17","4"
"Facilities managers","=""11-3013""","Line Item","0.7","0.1","0.6","0.6","0.1","0.5","-0.1","-15.2","18","4"
"Computer and information systems managers","=""11-3021""","Line Item","0.7","0.1","0.1","0.6","0.1","0.1","-0.1","-9.2","19","3"
"Financial managers","=""11-3031""","Line Item","1.4","0.3","0.2","1.3","0.3","0.1","-0.1","-6.7","20","3"
"Industrial production managers","=""11-3051""","Line Item","7.9","1.4","3.6","6.7","1.5","3.0","-1.2","-15.2","21","3"
"Purchasing managers","=""11-3061""","Line Item","0.9","0.2","1.1","0.8","0.2","0.9","-0.1","-15.2","22","3"
"Transportation, storage, and distribution managers","=""11-3071""","Line Item","0.8","0.1","0.4","0.6","0.1","0.3","-0.1","-15.2","23","3"
"Human resources managers","=""11-3121""","Line Item","1.0","0.2","0.5","0.8","0.2","0.4","-0.1","-15.2","25","3"
"Other management occupations","=""11-9000""","Summary","3.6","0.7","0.1","3.1","0.7","0.1","-0.6","-15.2","27","2"
"Architectural and engineering managers","=""11-9041""","Line Item","3.0","0.5","1.5","2.6","0.6","1.2","-0.5","-15.2","35","3"
"Managers, all other","=""11-9199""","Line Item","0.6","0.1","0.0","0.5","0.1","0.0","-0.1","-15.2","50","3"
